Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
42300278,Adult Care Sector,Other Establishments,09/04/2024,"£52,888.64",P&N Care Home Ltd
42300279,Adult Care Sector,Other Establishments,09/04/2024,"£8,030.14",P&N Care Home Ltd
42300281,Adult Care Sector,Other Establishments,09/04/2024,"£1,037.28",Clarence House Care Centre
42300282,Adult Care Sector,Other Establishments,09/04/2024,"£9,490.04",Community Solutions
42300283,Adult Care Sector,Other Establishments,09/04/2024,"£15,971.20",Community Solutions
42300284,Adult Care Sector,Other Establishments,09/04/2024,"£9,029.96",Cygnets Broughton House
42300286,Adult Care Sector,Other Establishments,09/04/2024,"£2,420.32",Eagle House Nursing Home
42300288,Adult Care Sector,Other Establishments,09/04/2024,"£2,420.32",Edmund House
42300289,Adult Care Sector,Other Establishments,09/04/2024,"£2,833.84",The Gables Partnership Care Ltd
42300292,Adult Care Sector,Other Establishments,09/04/2024,"£4,840.64",Greenacres Care Home
42300294,Adult Care Sector,Other Establishments,09/04/2024,"£1,123.72",Gresham Lodge Care Home
42300295,Adult Care Sector,Other Establishments,09/04/2024,"£9,286.36",Havenmere
42300297,Adult Care Sector,Other Establishments,09/04/2024,"£11,662.56",Heathcotes (Heathcotes Care Ltd)
42300299,Adult Care Sector,Other Establishments,09/04/2024,"£28,484.72",Hica
42300300,Adult Care Sector,Other Establishments,09/04/2024,"£2,044.80",Hica
42300302,Adult Care Sector,Other Establishments,09/04/2024,"£7,691.04",St Philips Care Caledonia Limited
42300305,Adult Care Sector,Other Establishments,09/04/2024,"£4,840.64",Holly House Residential Home
42300307,Adult Care Sector,Other Establishments,09/04/2024,"£9,681.28",Holme Farm Residential Rest Home
42300312,Adult Care Sector,Other Establishments,09/04/2024,£864.40,Belgravia Jem Ltd
42300317,Adult Care Sector,Other Establishments,09/04/2024,"£11,820.52",The Legard
42300318,Adult Care Sector,Other Establishments,09/04/2024,"£1,372.20",The Legard
42300319,Adult Care Sector,Other Establishments,09/04/2024,"£11,071.08",The Legard
42300320,Adult Care Sector,Other Establishments,09/04/2024,"£4,868.13",The Legard
42300323,Adult Care Sector,Other Establishments,09/04/2024,"£2,007.96",Lincolnshire House Association Ltd
42300324,Adult Care Sector,Other Establishments,09/04/2024,"£2,420.32",Lindum Court
42300326,Adult Care Sector,Other Establishments,09/04/2024,"£4,840.64",Carisbrooke Manor
42300332,Adult Care Sector,Other Establishments,09/04/2024,"£3,025.40",Isle Care (Axholme) Ltd
42300333,Adult Care Sector,Other Establishments,09/04/2024,"£11,001.28",Norwood House Care Home
42300335,Adult Care Sector,Other Establishments,09/04/2024,"£47,424.96",Options Applegate
42300336,Adult Care Sector,Other Establishments,09/04/2024,"£17,190.28",Options Applegate
42300338,Adult Care Sector,Other Establishments,09/04/2024,"£3,889.80",Jasmine Health Care
42300339,Adult Care Sector,Other Establishments,09/04/2024,"£2,420.32",Richden Park Residential Home
42300341,Adult Care Sector,Other Establishments,09/04/2024,£878.84,Prime Life Ltd
42300342,Adult Care Sector,Other Establishments,09/04/2024,"£27,158.52",Prime Life Ltd
42300343,Adult Care Sector,Other Establishments,09/04/2024,"£18,843.44",Prime Life Ltd
42300345,Adult Care Sector,Other Establishments,09/04/2024,"£10,563.28",Prime Life Ltd
42300346,Adult Care Sector,Other Establishments,09/04/2024,"£7,162.68",Prime Life Ltd
42300347,Adult Care Sector,Other Establishments,09/04/2024,"£73,816.91",Prime Life Ltd
42300348,Adult Care Sector,Other Establishments,09/04/2024,"£9,642.96",Prime Life Ltd
42300351,Adult Care Sector,Other Establishments,09/04/2024,"£5,060.32",Randolph House
42300352,Adult Care Sector,Other Establishments,09/04/2024,"£7,405.20",Redbourne Centre (Caretech)
42300353,Adult Care Sector,Other Establishments,09/04/2024,"£2,420.32",Abbey Village Ltd
42300356,Adult Care Sector,Other Establishments,09/04/2024,"£7,260.96",Sandhills Court - Bupa
42300362,Adult Care Sector,Other Establishments,09/04/2024,"£11,582.96",St Mary'S (Visionary Care Ltd)
42300363,Adult Care Sector,Other Establishments,09/04/2024,"£28,716.44",Sycamore Lodge Care Home
42300366,Adult Care Sector,Other Establishments,09/04/2024,"£31,572.28",Tigh Bruadair
42300367,Adult Care Sector,Other Establishments,09/04/2024,"£16,159.56",Tigh Bruadair
42300368,Adult Care Sector,Other Establishments,09/04/2024,"£15,136.94",Tigh Bruadair
42300369,Adult Care Sector,Other Establishments,09/04/2024,"£4,494.88",The Holmes Care (Group) Ltd
42300371,Adult Care Sector,Other Establishments,09/04/2024,"£4,394.20",Holly Tree Lodge Nursing Home
42300373,Adult Care Sector,Other Establishments,09/04/2024,"£11,842.28",The Valleys Care Home
42300378,Adult Care Sector,Other Establishments,09/04/2024,"£2,679.64",The Willows
42300380,Adult Care Sector,Other Establishments,09/04/2024,"£10,877.16",Willowbeck Healthcare Ltd
42300385,Adult Care Sector,Other Establishments,09/04/2024,"£1,123.72",Edmund House
42300391,Adult Care Sector,Other Establishments,09/04/2024,£589.14,Prime Life Ltd
30202432,Adult Care Sector,Other Supplies & Services,09/04/2024,"£15,060.05",Creative Support
30207414,Adult Intermediate Care,Building Rents,04/04/2024,£995.95,Ongo
30202693,Adult Intermediate Care,Cleaning Materials,09/04/2024,£576.00,Jla Total Care Ltd
30202344,Adult Intermediate Care,Clothing & Uniforms & Laundry,01/04/2024,"£2,237.62",Elis
30202593,Adult Intermediate Care,Equipment Maintenance and Repair,15/03/2024,"£1,062.50",Initial Washroom Solutions
30202324,Adult Intermediate Care,Equipment Maintenance and Repair,01/04/2024,£933.82,Jla Total Care Ltd
30202451,Adult Intermediate Care,Equipment Maintenance and Repair,03/04/2024,"£1,997.68",Courtney Thorne
30201841,Adult Intermediate Care,Provisions,15/02/2024,£543.24,Turner Price Ltd
30201308,Adult Intermediate Care,Provisions,21/03/2024,£624.53,Turner Price Ltd
30201299,Adult Intermediate Care,Provisions,28/03/2024,£818.72,Turner Price Ltd
30205299,Adult Safeguarding,Other Establishments,22/04/2024,"£75,060.02",Blue Door Support Service Cic
30202958,Adult Safeguarding,Other Hired & Contracting Services,26/02/2024,£565.20,Paragon Medical Ltd
30201495,Adult Safeguarding,Other Hired & Contracting Services,25/03/2024,"£1,728.00",Dr Chandrashekar Rao
30201499,Adult Safeguarding,Other Hired & Contracting Services,26/03/2024,£555.00,Dr Hannah Sayeed
30201483,Adult Safeguarding,Other Hired & Contracting Services,31/03/2024,£562.20,Mr Muzammil Hayat
30201487,Adult Safeguarding,Other Hired & Contracting Services,31/03/2024,"£1,558.00",Dr Chandrashekar Rao
30202252,Adult Safeguarding,Other Hired & Contracting Services,02/04/2024,£911.00,Dr Hannah Sayeed
30202232,Adult Safeguarding,Other Hired & Contracting Services,05/04/2024,£926.60,Mr Muzammil Hayat
30203581,Adult Safeguarding,Other Hired & Contracting Services,09/04/2024,£728.00,Paragon Medical Ltd
30203591,Adult Safeguarding,Other Hired & Contracting Services,09/04/2024,£739.00,Dr Hannah Sayeed
30204471,Adult Safeguarding,Other Hired & Contracting Services,15/04/2024,"£2,086.00",Dr Chandrashekar Rao
30206348,Adult Safeguarding,Other Hired & Contracting Services,18/04/2024,"£1,308.00",Paragon Medical Ltd
30206317,Adult Safeguarding,Other Hired & Contracting Services,19/04/2024,£906.40,Paragon Medical Ltd
30206378,Adult Safeguarding,Other Hired & Contracting Services,22/04/2024,£930.30,Mr Muzammil Hayat
30206340,Adult Safeguarding,Other Hired & Contracting Services,23/04/2024,£747.00,Dr Hannah Sayeed
30208034,Adult Safeguarding,Other Hired & Contracting Services,26/04/2024,£922.20,Mr Muzammil Hayat
42302275,Adult Social Care - Localities,Direct Payments,18/04/2024,"£8,330.28",Redacted
42302278,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,275.52",Redacted
42302280,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,346.00",Redacted
42302282,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,178.44",Redacted
42302283,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,431.56",Redacted
42302285,Adult Social Care - Localities,Direct Payments,18/04/2024,£689.40,Redacted
42302290,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,394.72",Redacted
42302292,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,278.76",Redacted
42302293,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,374.24",Redacted
42302294,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,226.40",Redacted
42302297,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,612.96",Redacted
42302298,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,873.44",Redacted
42302300,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,118.56",Redacted
42302302,Adult Social Care - Localities,Direct Payments,18/04/2024,£913.84,Redacted
42302305,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,184.00",Redacted
42302327,Adult Social Care - Localities,Direct Payments,18/04/2024,"£4,368.00",Redacted
42302331,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,057.76",Redacted
42302337,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,671.84",Redacted
42302341,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,211.68",Redacted
42302347,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,006.68",Redacted
42302348,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,067.28",Redacted
42302349,Adult Social Care - Localities,Direct Payments,18/04/2024,£848.96,Redacted
42302350,Adult Social Care - Localities,Direct Payments,18/04/2024,£892.80,Redacted
42302351,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,718.40",Redacted
42302353,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,519.32",Redacted
42302358,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,082.36",Redacted
42302360,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,624.12",Redacted
42302364,Adult Social Care - Localities,Direct Payments,18/04/2024,£918.04,Redacted
42302368,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,336.01",Redacted
42302370,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,170.64",Redacted
42302374,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,180.00",Redacted
42302376,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,519.00",Redacted
42302381,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,501.48",Redacted
42302383,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,213.52",Redacted
42302390,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,461.60",Redacted
42302392,Adult Social Care - Localities,Direct Payments,18/04/2024,"£5,539.52",Redacted
42302400,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,403.32",Redacted
42302401,Adult Social Care - Localities,Direct Payments,18/04/2024,"£5,865.00",Redacted
42302403,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,126.44",Redacted
42302408,Adult Social Care - Localities,Direct Payments,18/04/2024,£766.00,Redacted
42302409,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,084.64",Redacted
42302410,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,213.12",Redacted
42302412,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,043.04",Redacted
42302414,Adult Social Care - Localities,Direct Payments,18/04/2024,"£4,028.00",Redacted
42302418,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,669.84",Redacted
42302419,Adult Social Care - Localities,Direct Payments,18/04/2024,£700.48,Redacted
42302423,Adult Social Care - Localities,Direct Payments,18/04/2024,£632.32,Redacted
42302424,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,710.24",Redacted
42302425,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,303.04",Redacted
42302426,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,868.40",Redacted
42302427,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,789.44",Redacted
42302429,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,056.64",Redacted
42302433,Adult Social Care - Localities,Direct Payments,18/04/2024,"£6,015.96",Redacted
42302438,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,135.44",Redacted
42302439,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,000.00",Redacted
42302445,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,437.12",Redacted
42302447,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,027.52",Redacted
42302449,Adult Social Care - Localities,Direct Payments,18/04/2024,£570.08,Redacted
42302452,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,185.60",Redacted
42302454,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,707.28",Redacted
42302455,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,455.40",Redacted
42302456,Adult Social Care - Localities,Direct Payments,18/04/2024,£780.00,Redacted
42302458,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,414.32",Redacted
42302459,Adult Social Care - Localities,Direct Payments,18/04/2024,£956.40,Redacted
42302460,Adult Social Care - Localities,Direct Payments,18/04/2024,"£3,021.46",Redacted
42302465,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,877.40",Redacted
42302468,Adult Social Care - Localities,Direct Payments,18/04/2024,£790.40,Redacted
42302469,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,152.80",Redacted
42302472,Adult Social Care - Localities,Direct Payments,18/04/2024,£720.00,Redacted
42302474,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,024.00",Redacted
42302477,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,655.56",Redacted
42302479,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,056.80",Redacted
42302480,Adult Social Care - Localities,Direct Payments,18/04/2024,£752.76,Redacted
42302482,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,000.00",Redacted
42302483,Adult Social Care - Localities,Direct Payments,18/04/2024,£660.00,Redacted
42302492,Adult Social Care - Localities,Direct Payments,18/04/2024,£800.00,Redacted
42302494,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,800.00",Redacted
42302496,Adult Social Care - Localities,Direct Payments,18/04/2024,£624.00,Redacted
42302503,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,194.00",Redacted
42302505,Adult Social Care - Localities,Direct Payments,18/04/2024,£557.20,Redacted
42302511,Adult Social Care - Localities,Direct Payments,18/04/2024,£665.24,Redacted
42302512,Adult Social Care - Localities,Direct Payments,18/04/2024,£862.68,Redacted
42302514,Adult Social Care - Localities,Direct Payments,18/04/2024,£835.24,Redacted
42302522,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,859.04",Redacted
42302528,Adult Social Care - Localities,Direct Payments,18/04/2024,£977.28,Redacted
42302529,Adult Social Care - Localities,Direct Payments,18/04/2024,£605.40,Redacted
42302530,Adult Social Care - Localities,Direct Payments,18/04/2024,"£5,913.88",Redacted
42302536,Adult Social Care - Localities,Direct Payments,18/04/2024,£589.80,Redacted
42302539,Adult Social Care - Localities,Direct Payments,18/04/2024,£612.48,Redacted
42302542,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,213.64",Redacted
42302545,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,015.52",Redacted
42302550,Adult Social Care - Localities,Direct Payments,18/04/2024,"£6,440.28",Redacted
42302551,Adult Social Care - Localities,Direct Payments,18/04/2024,£972.00,Redacted
42302552,Adult Social Care - Localities,Direct Payments,18/04/2024,£997.64,Redacted
42302554,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,235.00",Redacted
42302556,Adult Social Care - Localities,Direct Payments,18/04/2024,£563.20,Redacted
42302557,Adult Social Care - Localities,Direct Payments,18/04/2024,£748.04,Redacted
42302559,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,684.32",Redacted
42302561,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,042.16",Redacted
42302567,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,158.00",Redacted
42302575,Adult Social Care - Localities,Direct Payments,18/04/2024,£855.12,Redacted
42302576,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,966.80",Redacted
42302578,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,533.44",Redacted
42302579,Adult Social Care - Localities,Direct Payments,18/04/2024,£675.36,Redacted
42302580,Adult Social Care - Localities,Direct Payments,18/04/2024,£592.00,Redacted
42302588,Adult Social Care - Localities,Direct Payments,18/04/2024,£505.84,Redacted
42302589,Adult Social Care - Localities,Direct Payments,18/04/2024,£553.28,Redacted
42302591,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,111.08",Redacted
42302593,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,704.48",Redacted
42302596,Adult Social Care - Localities,Direct Payments,18/04/2024,£505.56,Redacted
42302597,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,912.00",Redacted
42302601,Adult Social Care - Localities,Direct Payments,18/04/2024,£570.24,Redacted
42302608,Adult Social Care - Localities,Direct Payments,18/04/2024,£708.36,Redacted
42302609,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,348.16",Redacted
42302613,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,140.16",Redacted
42302615,Adult Social Care - Localities,Direct Payments,18/04/2024,£879.28,Redacted
42302617,Adult Social Care - Localities,Direct Payments,18/04/2024,£745.92,Redacted
42302620,Adult Social Care - Localities,Direct Payments,18/04/2024,£997.64,Redacted
42302621,Adult Social Care - Localities,Direct Payments,18/04/2024,£589.80,Redacted
42302623,Adult Social Care - Localities,Direct Payments,18/04/2024,£624.56,Redacted
42302624,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,220.28",Redacted
42302625,Adult Social Care - Localities,Direct Payments,18/04/2024,"£2,388.00",Redacted
42302627,Adult Social Care - Localities,Direct Payments,18/04/2024,£766.76,Redacted
42302630,Adult Social Care - Localities,Direct Payments,18/04/2024,£600.00,Redacted
42302640,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,392.56",Redacted
42302668,Adult Social Care - Localities,Direct Payments,18/04/2024,"£1,358.28",Redacted
30205069,Adult Social Care - Localities,Direct Payments,22/04/2024,"£2,420.32",Redacted
42298837,Adult Social Care - Localities,Other Establishments,29/03/2024,"£94,512.69",Hales Group Ltd
42298838,Adult Social Care - Localities,Other Establishments,29/03/2024,"£4,879.00",Amara Care
42298841,Adult Social Care - Localities,Other Establishments,29/03/2024,"£119,810.94",Amphion Home Care Services Ltd
42298842,Adult Social Care - Localities,Other Establishments,29/03/2024,"£52,114.82",A.T.C.S. Ltd
42298844,Adult Social Care - Localities,Other Establishments,29/03/2024,"£9,121.32",Creative Support
42298846,Adult Social Care - Localities,Other Establishments,29/03/2024,"£7,157.28",Housing & Support Solutions Ltd
42298851,Adult Social Care - Localities,Other Establishments,29/03/2024,"£22,674.64",Sure Group
42298854,Adult Social Care - Localities,Other Establishments,29/03/2024,"£3,304.72",Care Plus Care Ltd
42298855,Adult Social Care - Localities,Other Establishments,29/03/2024,"£7,544.10",Care Plus Care (Uk) Ltd (Isle)
42298856,Adult Social Care - Localities,Other Establishments,29/03/2024,"£8,098.16",Chestnut Homecare Ltd
42298861,Adult Social Care - Localities,Other Establishments,29/03/2024,"£29,688.32",Nl Group Limited
42298836,Adult Social Care - Localities,Other Establishments,29/03/2024,"£51,872.31",Provide React
42298839,Adult Social Care - Localities,Other Establishments,29/03/2024,"£115,473.36",Amber Care (Lincolnshire) Ltd
42298843,Adult Social Care - Localities,Other Establishments,29/03/2024,"£100,242.10",Goodwin Healthcare Services Ltd
42298845,Adult Social Care - Localities,Other Establishments,29/03/2024,"£17,509.60",Hica
42298858,Adult Social Care - Localities,Other Establishments,29/03/2024,"£11,198.04",Elite Care Solutions Ltd
30200902,Adult Social Care - Localities,Other Establishments,01/04/2024,"£8,064.00",Hales Group Ltd
42300262,Adult Social Care - Localities,Other Establishments,09/04/2024,£560.00,Amara Care
42300229,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,588.12",Runwood Homes Ltd
42300230,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,621.60",Ryehill Country Lodge care home
42300231,Adult Social Care - Localities,Other Establishments,09/04/2024,"£7,758.64",Yorkare Homes Ltd
42300234,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,588.12",MPS CARE
42300235,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,468.48",MINSTER CARE GROUP LTD
42300236,Adult Social Care - Localities,Other Establishments,09/04/2024,"£6,585.00",Cinnabar Support & Living LTD
42300237,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,585.72",RS Care Home Ltd
42300238,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,746.56",Roche Healthcare Limited
42300239,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,697.00",ASHALL CARE (BARNBY MOOR) LTD
42300240,Adult Social Care - Localities,Other Establishments,09/04/2024,"£6,016.00",Silver Tree Care Ltd
42300242,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,157.00",Southcrest Care 2 Ltd
42300243,Adult Social Care - Localities,Other Establishments,09/04/2024,"£10,673.92",Fairways Care Home
42300247,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,100.00",HC-One Limited
42300255,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,544.04",Susash Sheffield Ltd
42300260,Adult Social Care - Localities,Other Establishments,09/04/2024,"£30,513.32",Complete Care (Uk) Ltd
42300263,Adult Social Care - Localities,Other Establishments,09/04/2024,"£6,744.12",Amber House
42300265,Adult Social Care - Localities,Other Establishments,09/04/2024,"£43,565.76",Balmoral House
42300266,Adult Social Care - Localities,Other Establishments,09/04/2024,"£47,714.88",Ascot House
42300267,Adult Social Care - Localities,Other Establishments,09/04/2024,"£5,099.96",Ascot House
42300269,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,625.80",Blyton Court
42300270,Adult Social Care - Localities,Other Establishments,09/04/2024,"£72,004.52",Hc One
42300272,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,217.43",Little Brocklesby House Ltd
42300273,Adult Social Care - Localities,Other Establishments,09/04/2024,"£3,414.64",Burleigh House (Manage Care Homes Limites)
42300274,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,584.00",The Elms Care Home
42300275,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,900.56",The Elms Care Home
42300277,Adult Social Care - Localities,Other Establishments,09/04/2024,"£17,142.24",Carseld
42300278,Adult Social Care - Localities,Other Establishments,09/04/2024,"£66,818.12",P&N Care Home Ltd
42300279,Adult Social Care - Localities,Other Establishments,09/04/2024,"£12,045.10",P&N Care Home Ltd
42300280,Adult Social Care - Localities,Other Establishments,09/04/2024,"£34,835.32",Cherry Tree House
42300281,Adult Social Care - Localities,Other Establishments,09/04/2024,"£25,586.24",Clarence House Care Centre
42300286,Adult Social Care - Localities,Other Establishments,09/04/2024,"£43,820.00",Eagle House Nursing Home
42300288,Adult Social Care - Localities,Other Establishments,09/04/2024,"£80,247.36",Edmund House
42300292,Adult Social Care - Localities,Other Establishments,09/04/2024,"£29,043.84",Greenacres Care Home
42300293,Adult Social Care - Localities,Other Establishments,09/04/2024,"£28,838.76",Gresham Lodge Care Home
42300295,Adult Social Care - Localities,Other Establishments,09/04/2024,"£21,155.96",Havenmere
42300298,Adult Social Care - Localities,Other Establishments,09/04/2024,"£8,243.64",Hesslewood Care Centre
42300299,Adult Social Care - Localities,Other Establishments,09/04/2024,"£4,330.29",Hica
42300300,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,752.64",Hica
42300301,Adult Social Care - Localities,Other Establishments,09/04/2024,"£6,187.40",Hica
42300303,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,522.76",St Philips Care Caledonia Limited
42300304,Adult Social Care - Localities,Other Establishments,09/04/2024,"£2,420.32",St Philips Care Caledonia Limited
42300305,Adult Social Care - Localities,Other Establishments,09/04/2024,"£31,809.92",Holly House Residential Home
