Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
42306475,Adult Care Sector,Other Establishments,03/05/2024,"£16,805.96",Tigh Bruadair
42306476,Adult Care Sector,Other Establishments,03/05/2024,"£11,078.06",Tigh Bruadair
42306477,Adult Care Sector,Other Establishments,03/05/2024,"£2,598.72",The Holmes Care (Group) Ltd
42306478,Adult Care Sector,Other Establishments,03/05/2024,"£4,717.60",Holly Tree Lodge Nursing Home
42306480,Adult Care Sector,Other Establishments,03/05/2024,"£10,394.88",The Valleys Care Home
42306485,Adult Care Sector,Other Establishments,03/05/2024,"£1,037.28",The Willows
42306487,Adult Care Sector,Other Establishments,03/05/2024,"£11,192.60",Willowbeck Healthcare Ltd
42311359,Adult Care Sector,Other Establishments,27/05/2024,"£24,567.80",TRENT NURSING LTD
42311361,Adult Care Sector,Other Establishments,27/05/2024,"£4,048.52",Hales Group Ltd
42311362,Adult Care Sector,Other Establishments,27/05/2024,"£12,604.56",Amara Care
42311365,Adult Care Sector,Other Establishments,27/05/2024,"£20,462.52",Amphion Home Care Services Ltd
42311366,Adult Care Sector,Other Establishments,27/05/2024,"£12,842.33",A.T.C.S. Ltd
42311369,Adult Care Sector,Other Establishments,27/05/2024,"£5,697.72",Chestnut Homecare Ltd
42311371,Adult Care Sector,Other Establishments,27/05/2024,"£38,948.16",Creative Support
42311375,Adult Care Sector,Other Establishments,27/05/2024,"£3,343.04",Housing & Support Solutions Ltd
42311378,Adult Care Sector,Other Establishments,27/05/2024,"£27,661.16",New Concept Care & Nursing Ltd
42311382,Adult Care Sector,Other Establishments,27/05/2024,"£127,149.80",Sure Group
42311379,Adult Care Sector,Other Establishments,27/05/2024,"£82,606.43",Nl Group Limited
42311360,Adult Care Sector,Other Establishments,27/05/2024,"£3,699.36",Provide React
42311363,Adult Care Sector,Other Establishments,27/05/2024,"£38,408.37",Amber Care (Lincolnshire) Ltd
42311364,Adult Care Sector,Other Establishments,27/05/2024,"£1,560.00",Amber House
42311370,Adult Care Sector,Other Establishments,27/05/2024,"£35,618.36",Goodwin Healthcare Services Ltd
42311373,Adult Care Sector,Other Establishments,27/05/2024,"£46,439.20",Elite Care Solutions Ltd
42311374,Adult Care Sector,Other Establishments,27/05/2024,£988.10,Hica
42311376,Adult Care Sector,Other Establishments,27/05/2024,"£60,248.92",Jme Care Ltd
42311383,Adult Care Sector,Other Establishments,27/05/2024,"£22,611.12",Treehouse Care Fostering Solutions Ltd
42311385,Adult Care Sector,Other Establishments,27/05/2024,"£25,571.52",Solsken Ltd
30210136,Adult Care Sector,Other Supplies & Services,08/05/2024,"£15,047.90",Creative Support
30215244,Adult Intermediate Care,Agency Supply Staff,22/05/2024,"£1,022.14",Ongo Recruitment Ltd
30208353,Adult Intermediate Care,Clothing & Uniforms & Laundry,01/05/2024,"£1,056.99",Elis
30208389,Adult Intermediate Care,Equipment Maintenance and Repair,01/05/2024,£933.82,Jla Total Care Ltd
30216437,Adult Intermediate Care,Equipment Maintenance and Repair,30/05/2024,£933.82,Jla Total Care Ltd
30212396,Adult Intermediate Care,Provisions,22/02/2024,£721.95,Turner Price Ltd
30212422,Adult Intermediate Care,Provisions,29/02/2024,£525.97,Turner Price Ltd
30208700,Adult Intermediate Care,Provisions,18/04/2024,£740.36,Turner Price Ltd
30208706,Adult Intermediate Care,Provisions,25/04/2024,£518.87,Turner Price Ltd
30210910,Adult Intermediate Care,Provisions,09/05/2024,£545.32,Turner Price Ltd
30216182,Adult Intermediate Care,Provisions,23/05/2024,£577.92,Turner Price Ltd
30214319,Adult Intermediate Care,Purchase of Equipment,20/05/2024,£774.80,Posturite (Uk) Ltd
30214742,Adult Safeguarding,Other Establishments,19/04/2024,"£3,201.05",Homegroup Ltd
30213947,Adult Safeguarding,Other Establishments,09/05/2024,"£47,246.22",Blue Door Support Service Cic
30208868,Adult Safeguarding,Other Hired & Contracting Services,06/03/2024,£724.40,Paragon Medical Ltd
30208889,Adult Safeguarding,Other Hired & Contracting Services,26/04/2024,£927.00,Dr Hannah Sayeed
30208872,Adult Safeguarding,Other Hired & Contracting Services,30/04/2024,"£1,452.40",Paragon Medical Ltd
30211523,Adult Safeguarding,Other Hired & Contracting Services,10/05/2024,"£1,910.40",Dr Chandrashekar Rao
30211483,Adult Safeguarding,Other Hired & Contracting Services,12/05/2024,"£1,133.60",DR GED GARRY
30211542,Adult Safeguarding,Other Hired & Contracting Services,13/05/2024,£765.60,Mr Muzammil Hayat
30214891,Adult Safeguarding,Other Hired & Contracting Services,14/05/2024,£735.00,Dr Hannah Sayeed
30214895,Adult Safeguarding,Other Hired & Contracting Services,19/05/2024,"£1,125.00",Dr Madhu Gulati
30214956,Adult Safeguarding,Other Hired & Contracting Services,19/05/2024,£950.00,DR GED GARRY
30215695,Adult Safeguarding,Other Hired & Contracting Services,19/05/2024,"£1,118.00",Mr Muzammil Hayat
30215678,Adult Safeguarding,Other Hired & Contracting Services,21/05/2024,£915.00,Dr Hannah Sayeed
30215691,Adult Safeguarding,Other Hired & Contracting Services,24/05/2024,£753.60,Mr Muzammil Hayat
30216169,Adult Safeguarding,Other Hired & Contracting Services,26/05/2024,"£2,284.00",Dr Chandrashekar Rao
30216151,Adult Safeguarding,Other Hired & Contracting Services,28/05/2024,£727.00,Dr Hannah Sayeed
42308490,Adult Social Care - Localities,Direct Payments,17/05/2024,"£8,330.28",Redacted
42308493,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,275.52",Redacted
42308495,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,346.00",Redacted
42308497,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,178.44",Redacted
42308498,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,431.56",Redacted
42308500,Adult Social Care - Localities,Direct Payments,17/05/2024,£689.40,Redacted
42308505,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,394.72",Redacted
42308507,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,321.20",Redacted
42308508,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,374.24",Redacted
42308509,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,226.40",Redacted
42308512,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,612.96",Redacted
42308513,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,873.44",Redacted
42308515,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,118.56",Redacted
42308517,Adult Social Care - Localities,Direct Payments,17/05/2024,£913.84,Redacted
42308520,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,184.00",Redacted
42308542,Adult Social Care - Localities,Direct Payments,17/05/2024,"£4,368.00",Redacted
42308546,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,089.32",Redacted
42308552,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,671.84",Redacted
42308556,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,211.68",Redacted
42308562,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,006.68",Redacted
42308563,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,067.28",Redacted
42308564,Adult Social Care - Localities,Direct Payments,17/05/2024,£848.96,Redacted
42308565,Adult Social Care - Localities,Direct Payments,17/05/2024,£892.80,Redacted
42308566,Adult Social Care - Localities,Direct Payments,17/05/2024,"£4,760.00",Redacted
42308568,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,519.32",Redacted
42308573,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,082.36",Redacted
42308575,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,624.12",Redacted
42308579,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,116.04",Redacted
42308583,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,054.76",Redacted
42308585,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,170.64",Redacted
42308589,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,180.00",Redacted
42308591,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,519.00",Redacted
42308596,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,501.48",Redacted
42308598,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,213.52",Redacted
42308605,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,461.60",Redacted
42308607,Adult Social Care - Localities,Direct Payments,17/05/2024,"£5,539.52",Redacted
42308615,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,403.32",Redacted
42308616,Adult Social Care - Localities,Direct Payments,17/05/2024,"£5,865.00",Redacted
42308618,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,126.44",Redacted
42308623,Adult Social Care - Localities,Direct Payments,17/05/2024,£766.00,Redacted
42308624,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,084.64",Redacted
42308625,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,671.28",Redacted
42308627,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,043.04",Redacted
42308629,Adult Social Care - Localities,Direct Payments,17/05/2024,"£4,028.00",Redacted
42308633,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,669.84",Redacted
42308634,Adult Social Care - Localities,Direct Payments,17/05/2024,£700.48,Redacted
42308638,Adult Social Care - Localities,Direct Payments,17/05/2024,£632.32,Redacted
42308639,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,710.24",Redacted
42308640,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,303.04",Redacted
42308641,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,789.44",Redacted
42308643,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,056.64",Redacted
42308647,Adult Social Care - Localities,Direct Payments,17/05/2024,"£6,015.96",Redacted
42308652,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,135.44",Redacted
42308653,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,000.00",Redacted
42308659,Adult Social Care - Localities,Direct Payments,17/05/2024,"£4,644.64",Redacted
42308662,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,027.52",Redacted
42308664,Adult Social Care - Localities,Direct Payments,17/05/2024,£659.12,Redacted
42308667,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,185.60",Redacted
42308669,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,707.28",Redacted
42308670,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,455.40",Redacted
42308672,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,698.24",Redacted
42308673,Adult Social Care - Localities,Direct Payments,17/05/2024,£956.40,Redacted
42308674,Adult Social Care - Localities,Direct Payments,17/05/2024,£813.12,Redacted
42308679,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,877.40",Redacted
42308682,Adult Social Care - Localities,Direct Payments,17/05/2024,£790.40,Redacted
42308683,Adult Social Care - Localities,Direct Payments,17/05/2024,£955.92,Redacted
42308686,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,182.86",Redacted
42308688,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,024.00",Redacted
42308691,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,655.56",Redacted
42308693,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,365.37",Redacted
42308694,Adult Social Care - Localities,Direct Payments,17/05/2024,£752.76,Redacted
42308696,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,000.00",Redacted
42308697,Adult Social Care - Localities,Direct Payments,17/05/2024,£660.00,Redacted
42308706,Adult Social Care - Localities,Direct Payments,17/05/2024,£800.00,Redacted
42308708,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,800.00",Redacted
42308710,Adult Social Care - Localities,Direct Payments,17/05/2024,£624.00,Redacted
42308717,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,194.00",Redacted
42308719,Adult Social Care - Localities,Direct Payments,17/05/2024,£557.20,Redacted
42308720,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,561.20",Redacted
42308725,Adult Social Care - Localities,Direct Payments,17/05/2024,£665.24,Redacted
42308726,Adult Social Care - Localities,Direct Payments,17/05/2024,£862.68,Redacted
42308728,Adult Social Care - Localities,Direct Payments,17/05/2024,£835.24,Redacted
42308735,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,859.04",Redacted
42308741,Adult Social Care - Localities,Direct Payments,17/05/2024,£977.28,Redacted
42308742,Adult Social Care - Localities,Direct Payments,17/05/2024,£605.40,Redacted
42308743,Adult Social Care - Localities,Direct Payments,17/05/2024,"£6,922.91",Redacted
42308749,Adult Social Care - Localities,Direct Payments,17/05/2024,£589.80,Redacted
42308752,Adult Social Care - Localities,Direct Payments,17/05/2024,£612.48,Redacted
42308755,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,401.93",Redacted
42308758,Adult Social Care - Localities,Direct Payments,17/05/2024,"£3,238.82",Redacted
42308763,Adult Social Care - Localities,Direct Payments,17/05/2024,"£6,440.28",Redacted
42308764,Adult Social Care - Localities,Direct Payments,17/05/2024,£972.00,Redacted
42308766,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,235.00",Redacted
42308769,Adult Social Care - Localities,Direct Payments,17/05/2024,£748.04,Redacted
42308771,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,684.32",Redacted
42308773,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,042.16",Redacted
42308779,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,843.00",Redacted
42308781,Adult Social Care - Localities,Direct Payments,17/05/2024,£544.28,Redacted
42308782,Adult Social Care - Localities,Direct Payments,17/05/2024,£588.48,Redacted
42308787,Adult Social Care - Localities,Direct Payments,17/05/2024,£855.12,Redacted
42308789,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,533.44",Redacted
42308790,Adult Social Care - Localities,Direct Payments,17/05/2024,£788.76,Redacted
42308791,Adult Social Care - Localities,Direct Payments,17/05/2024,£592.00,Redacted
42308799,Adult Social Care - Localities,Direct Payments,17/05/2024,£553.28,Redacted
42308801,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,111.08",Redacted
42308803,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,704.48",Redacted
42308806,Adult Social Care - Localities,Direct Payments,17/05/2024,£505.56,Redacted
42308807,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,912.00",Redacted
42308811,Adult Social Care - Localities,Direct Payments,17/05/2024,£570.24,Redacted
42308818,Adult Social Care - Localities,Direct Payments,17/05/2024,£708.36,Redacted
42308819,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,348.16",Redacted
42308823,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,140.16",Redacted
42308826,Adult Social Care - Localities,Direct Payments,17/05/2024,£879.28,Redacted
42308828,Adult Social Care - Localities,Direct Payments,17/05/2024,£745.92,Redacted
42308829,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,769.44",Redacted
42308832,Adult Social Care - Localities,Direct Payments,17/05/2024,£997.64,Redacted
42308833,Adult Social Care - Localities,Direct Payments,17/05/2024,£589.80,Redacted
42308835,Adult Social Care - Localities,Direct Payments,17/05/2024,£988.08,Redacted
42308837,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,510.08",Redacted
42308838,Adult Social Care - Localities,Direct Payments,17/05/2024,£750.68,Redacted
42308842,Adult Social Care - Localities,Direct Payments,17/05/2024,£589.80,Redacted
42308847,Adult Social Care - Localities,Direct Payments,17/05/2024,£624.56,Redacted
42308848,Adult Social Care - Localities,Direct Payments,17/05/2024,"£2,220.28",Redacted
42308850,Adult Social Care - Localities,Direct Payments,17/05/2024,£852.08,Redacted
42308852,Adult Social Care - Localities,Direct Payments,17/05/2024,£600.00,Redacted
42308862,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,392.56",Redacted
42308890,Adult Social Care - Localities,Direct Payments,17/05/2024,"£1,358.28",Redacted
30206068,Adult Social Care - Localities,General Office Expenses,23/04/2024,"£3,760.00",Digital Hearing Care Solutions LTD
30211807,Adult Social Care - Localities,General Office Expenses,07/05/2024,£557.93,Online Ergonomics Ltd
30215961,Adult Social Care - Localities,Legal & Conveyancing Charges,21/05/2024,"£1,560.00",Crown Chambers Services Ltd
42304883,Adult Social Care - Localities,Other Establishments,26/04/2024,"£108,004.64",Hales Group Ltd
42304884,Adult Social Care - Localities,Other Establishments,26/04/2024,"£5,339.39",Amara Care
42304887,Adult Social Care - Localities,Other Establishments,26/04/2024,"£135,733.28",Amphion Home Care Services Ltd
42304888,Adult Social Care - Localities,Other Establishments,26/04/2024,"£52,666.59",A.T.C.S. Ltd
42304891,Adult Social Care - Localities,Other Establishments,26/04/2024,"£7,257.12",Care Plus Care Ltd
42304892,Adult Social Care - Localities,Other Establishments,26/04/2024,"£9,469.03",Care Plus Care (Uk) Ltd (Isle)
42304893,Adult Social Care - Localities,Other Establishments,26/04/2024,"£9,851.52",Chestnut Homecare Ltd
42304895,Adult Social Care - Localities,Other Establishments,26/04/2024,"£9,694.07",Creative Support
42304900,Adult Social Care - Localities,Other Establishments,26/04/2024,"£7,781.12",Housing & Support Solutions Ltd
42304908,Adult Social Care - Localities,Other Establishments,26/04/2024,"£22,049.84",Sure Group
42304904,Adult Social Care - Localities,Other Establishments,26/04/2024,"£29,688.32",Nl Group Limited
42304881,Adult Social Care - Localities,Other Establishments,26/04/2024,"£57,655.38",Provide React
42304885,Adult Social Care - Localities,Other Establishments,26/04/2024,"£86,914.54",Amber Care (Lincolnshire) Ltd
42304894,Adult Social Care - Localities,Other Establishments,26/04/2024,"£104,176.97",Goodwin Healthcare Services Ltd
42304897,Adult Social Care - Localities,Other Establishments,26/04/2024,"£12,092.92",Elite Care Solutions Ltd
42304899,Adult Social Care - Localities,Other Establishments,26/04/2024,"£20,013.03",Hica
42306354,Adult Social Care - Localities,Other Establishments,03/05/2024,£560.00,Amara Care
42306317,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,588.12",Runwood Homes Ltd
42306318,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,621.60",Ryehill Country Lodge care home
42306319,Adult Social Care - Localities,Other Establishments,03/05/2024,"£7,758.64",Yorkare Homes Ltd
42306321,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,588.12",MPS CARE
42306322,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,468.48",MINSTER CARE GROUP LTD
42306323,Adult Social Care - Localities,Other Establishments,03/05/2024,"£6,585.00",Cinnabar Support & Living LTD
42306324,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,585.72",RS Care Home Ltd
42306325,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,746.56",Roche Healthcare Limited
42306326,Adult Social Care - Localities,Other Establishments,03/05/2024,"£2,215.39",ASHALL CARE (BARNBY MOOR) LTD
42306327,Adult Social Care - Localities,Other Establishments,03/05/2024,"£6,016.00",Silver Tree Care Ltd
42306329,Adult Social Care - Localities,Other Establishments,03/05/2024,"£3,157.00",Southcrest Care 2 Ltd
42306333,Adult Social Care - Localities,Other Establishments,03/05/2024,"£3,100.00",HC-One Limited
42306343,Adult Social Care - Localities,Other Establishments,03/05/2024,"£6,425.71",Susash Sheffield Ltd
42306346,Adult Social Care - Localities,Other Establishments,03/05/2024,"£44,901.00",BH Care Home Ltd
