Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
42319146,Adult Care Sector,Other Establishments,28/06/2024,"£23,506.79",Prime Life Ltd
42319148,Adult Care Sector,Other Establishments,28/06/2024,"£2,131.43",Prime Life Ltd
42319150,Adult Care Sector,Other Establishments,28/06/2024,"£20,133.01",Randolph House
42319151,Adult Care Sector,Other Establishments,28/06/2024,"£8,049.48",Redbourne Centre (Caretech)
42319152,Adult Care Sector,Other Establishments,28/06/2024,"£2,598.72",Abbey Village Ltd
42319154,Adult Care Sector,Other Establishments,28/06/2024,"£5,197.44",Sandhills Court - Bupa
42319159,Adult Care Sector,Other Establishments,28/06/2024,"£2,598.72",St Mary'S (Visionary Care Ltd)
42319160,Adult Care Sector,Other Establishments,28/06/2024,"£27,395.52",Sycamore Lodge Care Home
42319162,Adult Care Sector,Other Establishments,28/06/2024,"£33,129.04",Tigh Bruadair
42319163,Adult Care Sector,Other Establishments,28/06/2024,"£16,805.96",Tigh Bruadair
42319164,Adult Care Sector,Other Establishments,28/06/2024,"£15,396.92",Tigh Bruadair
42319165,Adult Care Sector,Other Establishments,28/06/2024,"£2,598.72",The Holmes Care (Group) Ltd
42319166,Adult Care Sector,Other Establishments,28/06/2024,"£9,850.14",Holly Tree Lodge Nursing Home
42319168,Adult Care Sector,Other Establishments,28/06/2024,"£9,373.95",The Valleys Care Home
42319169,Adult Care Sector,Other Establishments,28/06/2024,"£1,763.42",Warley House
42319173,Adult Care Sector,Other Establishments,28/06/2024,"£11,192.60",Willowbeck Healthcare Ltd
42319174,Adult Care Sector,Other Establishments,28/06/2024,"£1,020.93",Wrawby Hall Care Home
42324085,Adult Care Sector,Other Establishments,22/07/2024,"£24,567.80",TRENT NURSING LTD
42324088,Adult Care Sector,Other Establishments,22/07/2024,"£4,648.28",Hales Group Ltd
42324089,Adult Care Sector,Other Establishments,22/07/2024,"£12,604.56",Amara Care
42324091,Adult Care Sector,Other Establishments,22/07/2024,"£20,366.60",Amphion Home Care Services Ltd
42324092,Adult Care Sector,Other Establishments,22/07/2024,"£6,229.32",A.T.C.S. Ltd
42324094,Adult Care Sector,Other Establishments,22/07/2024,"£38,654.70",Creative Support
42324096,Adult Care Sector,Other Establishments,22/07/2024,"£4,904.32",Housing & Support Solutions Ltd
42324101,Adult Care Sector,Other Establishments,22/07/2024,"£108,282.47",Sure Group
42324112,Adult Care Sector,Other Establishments,22/07/2024,"£27,634.88",New Concept Care & Nursing Ltd
42324098,Adult Care Sector,Other Establishments,22/07/2024,"£81,263.56",Nl Group Limited
42324086,Adult Care Sector,Other Establishments,22/07/2024,"£3,699.36",Provide React
42324087,Adult Care Sector,Other Establishments,22/07/2024,"£22,611.12",Treehouse Care Fostering Solutions Ltd
42324090,Adult Care Sector,Other Establishments,22/07/2024,"£39,945.59",Amber Care (Lincolnshire) Ltd
42324093,Adult Care Sector,Other Establishments,22/07/2024,"£39,450.58",Goodwin Healthcare Services Ltd
42324095,Adult Care Sector,Other Establishments,22/07/2024,£616.56,Hica
42324097,Adult Care Sector,Other Establishments,22/07/2024,"£59,133.40",Jme Care Ltd
42324102,Adult Care Sector,Other Establishments,22/07/2024,"£14,614.29",Promedica24 (Lancashire) Limited
42324103,Adult Care Sector,Other Establishments,22/07/2024,"£2,115.84",Blue Swan Health Care Ltd
42324104,Adult Care Sector,Other Establishments,22/07/2024,"£1,560.00",Amber House
42324109,Adult Care Sector,Other Establishments,22/07/2024,"£57,580.04",Elite Care Solutions Ltd
42324113,Adult Care Sector,Other Establishments,22/07/2024,"£25,571.52",Solsken Ltd
42325598,Adult Care Sector,Other Establishments,30/07/2024,"£7,338.63",Yorkare Homes Ltd
42325607,Adult Care Sector,Other Establishments,30/07/2024,"£6,322.84",Affinity Care Consortium Ltd
42325609,Adult Care Sector,Other Establishments,30/07/2024,"£23,280.16",The Bridge Community Care Ltd
42325610,Adult Care Sector,Other Establishments,30/07/2024,"£11,954.96",Home From Home Care Management Ltd
42325611,Adult Care Sector,Other Establishments,30/07/2024,"£7,685.14",Hollybank Trust
42325614,Adult Care Sector,Other Establishments,30/07/2024,£943.52,Bramling Cross Care Ltd
42325615,Adult Care Sector,Other Establishments,30/07/2024,£943.52,Monarch Healthcare (Ferndene) Ltd
42325617,Adult Care Sector,Other Establishments,30/07/2024,"£6,090.76",Autism Plus Limited
42325618,Adult Care Sector,Other Establishments,30/07/2024,"£22,857.56",Newfound Care Ltd
42325619,Adult Care Sector,Other Establishments,30/07/2024,"£13,422.36",Sense
42325624,Adult Care Sector,Other Establishments,30/07/2024,"£1,179.20",Abbey Drive West
42325628,Adult Care Sector,Other Establishments,30/07/2024,"£3,526.83",Complete Care (Uk) Ltd
42325631,Adult Care Sector,Other Establishments,30/07/2024,"£68,873.44",Amber House
42325634,Adult Care Sector,Other Establishments,30/07/2024,"£3,062.78",Balmoral House
42325635,Adult Care Sector,Other Establishments,30/07/2024,"£1,949.04",Ascot House
42325636,Adult Care Sector,Other Establishments,30/07/2024,"£21,400.40",Beechcroft House
42325637,Adult Care Sector,Other Establishments,30/07/2024,"£8,257.12",Blyton Court
42325638,Adult Care Sector,Other Establishments,30/07/2024,"£44,993.53",Hc One
42325643,Adult Care Sector,Other Establishments,30/07/2024,"£3,785.16",Cas Learning Disabilities Ltd
42325645,Adult Care Sector,Other Establishments,30/07/2024,"£67,603.24",P&N Care Home Ltd
42325647,Adult Care Sector,Other Establishments,30/07/2024,"£6,775.23",Clarence House Care Centre
42325648,Adult Care Sector,Other Establishments,30/07/2024,"£9,490.04",Community Solutions
42325649,Adult Care Sector,Other Establishments,30/07/2024,"£15,971.20",Community Solutions
42325650,Adult Care Sector,Other Establishments,30/07/2024,"£9,391.16",Cygnets Broughton House
42325654,Adult Care Sector,Other Establishments,30/07/2024,"£2,598.72",Edmund House
42325655,Adult Care Sector,Other Establishments,30/07/2024,£607.25,The Gables Partnership Care Ltd
42325658,Adult Care Sector,Other Establishments,30/07/2024,"£1,299.36",Greenacres Care Home
42325660,Adult Care Sector,Other Establishments,30/07/2024,"£9,286.36",Havenmere
42325662,Adult Care Sector,Other Establishments,30/07/2024,"£12,000.76",Heathcotes (Heathcotes Care Ltd)
42325664,Adult Care Sector,Other Establishments,30/07/2024,"£32,176.33",Hica
42325666,Adult Care Sector,Other Establishments,30/07/2024,"£3,288.66",Hica
42325669,Adult Care Sector,Other Establishments,30/07/2024,"£8,257.12",St Philips Care Caledonia Limited
42325671,Adult Care Sector,Other Establishments,30/07/2024,"£5,197.44",Holly House Residential Home
42325673,Adult Care Sector,Other Establishments,30/07/2024,"£11,322.99",Holme Farm Residential Rest Home
42325682,Adult Care Sector,Other Establishments,30/07/2024,"£11,820.52",The Legard
42325683,Adult Care Sector,Other Establishments,30/07/2024,"£1,372.20",The Legard
42325684,Adult Care Sector,Other Establishments,30/07/2024,"£11,071.08",The Legard
42325685,Adult Care Sector,Other Establishments,30/07/2024,"£6,267.28",The Legard
42325688,Adult Care Sector,Other Establishments,30/07/2024,"£2,097.20",Lincolnshire House Association Ltd
42325690,Adult Care Sector,Other Establishments,30/07/2024,"£5,197.44",Carisbrooke Manor
42325694,Adult Care Sector,Other Establishments,30/07/2024,"£6,496.80",Isle Care (Axholme) Ltd
42325695,Adult Care Sector,Other Establishments,30/07/2024,"£5,282.08",Norwood House Care Home
42325697,Adult Care Sector,Other Establishments,30/07/2024,"£50,549.92",Options Applegate
42325698,Adult Care Sector,Other Establishments,30/07/2024,"£17,383.44",Options Applegate
42325699,Adult Care Sector,Other Establishments,30/07/2024,"£6,775.23",Jasmine Health Care
42325702,Adult Care Sector,Other Establishments,30/07/2024,£943.52,Prime Life Ltd
42325703,Adult Care Sector,Other Establishments,30/07/2024,"£28,835.80",Prime Life Ltd
42325704,Adult Care Sector,Other Establishments,30/07/2024,"£20,074.08",Prime Life Ltd
42325706,Adult Care Sector,Other Establishments,30/07/2024,"£12,266.52",Prime Life Ltd
42325707,Adult Care Sector,Other Establishments,30/07/2024,"£8,173.04",Prime Life Ltd
42325708,Adult Care Sector,Other Establishments,30/07/2024,"£220,780.35",Prime Life Ltd
42325709,Adult Care Sector,Other Establishments,30/07/2024,"£18,018.92",Prime Life Ltd
42325711,Adult Care Sector,Other Establishments,30/07/2024,"£1,880.00",Prime Life Ltd
42325714,Adult Care Sector,Other Establishments,30/07/2024,"£22,222.24",Randolph House
42325715,Adult Care Sector,Other Establishments,30/07/2024,"£7,619.96",Redbourne Centre (Caretech)
42325716,Adult Care Sector,Other Establishments,30/07/2024,"£2,598.72",Abbey Village Ltd
42325718,Adult Care Sector,Other Establishments,30/07/2024,"£5,197.44",Sandhills Court - Bupa
42325723,Adult Care Sector,Other Establishments,30/07/2024,"£2,598.72",St Mary'S (Visionary Care Ltd)
42325724,Adult Care Sector,Other Establishments,30/07/2024,"£27,395.52",Sycamore Lodge Care Home
42325726,Adult Care Sector,Other Establishments,30/07/2024,"£33,129.04",Tigh Bruadair
42325727,Adult Care Sector,Other Establishments,30/07/2024,"£16,805.96",Tigh Bruadair
42325728,Adult Care Sector,Other Establishments,30/07/2024,"£15,396.92",Tigh Bruadair
42325729,Adult Care Sector,Other Establishments,30/07/2024,"£2,598.72",The Holmes Care (Group) Ltd
42325730,Adult Care Sector,Other Establishments,30/07/2024,"£20,922.68",Holly Tree Lodge Nursing Home
42325733,Adult Care Sector,Other Establishments,30/07/2024,"£7,796.16",The Valleys Care Home
42325734,Adult Care Sector,Other Establishments,30/07/2024,"£2,598.72",Warley House
42325740,Adult Care Sector,Other Establishments,30/07/2024,"£11,192.60",Willowbeck Healthcare Ltd
42325742,Adult Care Sector,Other Establishments,30/07/2024,"£3,248.40",Wrawby Hall Care Home
30224845,Adult Care Sector,Other Supplies & Services,28/06/2024,"£15,582.00",Creative Support
30233346,Adult Care Sector,Other Supplies & Services,25/07/2024,"£18,659.20",Creative Support
30224956,Adult Intermediate Care,Agency Supply Staff,26/10/2023,£783.60,Ongo Recruitment Ltd
30224966,Adult Intermediate Care,Agency Supply Staff,23/11/2023,"£1,075.98",Ongo Recruitment Ltd
30224945,Adult Intermediate Care,Agency Supply Staff,27/03/2024,"£3,322.86",Ongo Recruitment Ltd
30224952,Adult Intermediate Care,Agency Supply Staff,10/04/2024,"£1,140.81",Ongo Recruitment Ltd
30224946,Adult Intermediate Care,Agency Supply Staff,26/04/2024,"£2,117.14",Ongo Recruitment Ltd
30224958,Adult Intermediate Care,Agency Supply Staff,10/05/2024,"£4,344.51",Ongo Recruitment Ltd
30224963,Adult Intermediate Care,Agency Supply Staff,22/05/2024,"£5,221.17",Ongo Recruitment Ltd
30224967,Adult Intermediate Care,Agency Supply Staff,07/06/2024,"£4,357.27",Ongo Recruitment Ltd
30224954,Adult Intermediate Care,Agency Supply Staff,21/06/2024,"£2,794.88",Ongo Recruitment Ltd
30230245,Adult Intermediate Care,Agency Supply Staff,21/06/2024,£653.49,Ongo Recruitment Ltd
30229816,Adult Intermediate Care,Agency Supply Staff,11/07/2024,"£5,105.27",Ongo Recruitment Ltd
30232387,Adult Intermediate Care,Agency Supply Staff,19/07/2024,"£3,057.23",Ongo Recruitment Ltd
30232392,Adult Intermediate Care,Agency Supply Staff,19/07/2024,"£2,672.84",Ongo Recruitment Ltd
30232725,Adult Intermediate Care,Agency Supply Staff,19/07/2024,"£1,772.37",Ongo Recruitment Ltd
30228653,Adult Intermediate Care,Clothing & Uniforms & Laundry,01/07/2024,"£1,953.37",Elis
30234100,Adult Intermediate Care,Equipment Maintenance and Repair,18/01/2024,£588.84,Pickerings Europe Ltd
30232705,Adult Intermediate Care,Equipment Maintenance and Repair,31/05/2024,£975.75,Pickerings Europe Ltd
30232719,Adult Intermediate Care,Equipment Maintenance and Repair,31/05/2024,£747.90,Pickerings Europe Ltd
30232563,Adult Intermediate Care,Licences - General,01/04/2024,"£4,736.25",Access Uk Ltd
30232604,Adult Intermediate Care,Licences - General,01/06/2024,"£4,736.25",Access Uk Ltd
30226509,Adult Intermediate Care,Licences - General,01/07/2024,"£4,736.25",Access Uk Ltd
30233353,Adult Intermediate Care,Provisions,18/07/2024,£650.61,Turner Price Ltd
30228484,Adult Intermediate Care,Purchase of Equipment,28/06/2024,£979.36,Pickerings Europe Ltd
30228503,Adult Safeguarding,Other Establishments,02/06/2024,"£3,201.05",Homegroup Ltd
30225519,Adult Safeguarding,Other Establishments,01/07/2024,"£3,201.05",Homegroup Ltd
30229136,Adult Safeguarding,Other Establishments,11/07/2024,"£47,246.22",Blue Door Support Service Cic
30226711,Adult Safeguarding,Other Hired & Contracting Services,23/06/2024,"£1,912.00",Dr Chandrashekar Rao
30226659,Adult Safeguarding,Other Hired & Contracting Services,24/06/2024,"£1,489.00",Dr Madhu Gulati
30226595,Adult Safeguarding,Other Hired & Contracting Services,25/06/2024,£765.40,Mr Muzammil Hayat
30226729,Adult Safeguarding,Other Hired & Contracting Services,26/06/2024,£731.00,Dr Hannah Sayeed
30231598,Adult Safeguarding,Other Hired & Contracting Services,28/06/2024,£745.70,Mr Muzammil Hayat
30226726,Adult Safeguarding,Other Hired & Contracting Services,30/06/2024,"£1,912.80",Dr Chandrashekar Rao
30231597,Adult Safeguarding,Other Hired & Contracting Services,30/06/2024,"£2,096.00",Dr Chandrashekar Rao
30226686,Adult Safeguarding,Other Hired & Contracting Services,01/07/2024,£744.00,Paragon Medical Ltd
30231600,Adult Safeguarding,Other Hired & Contracting Services,04/07/2024,£745.00,Mr Muzammil Hayat
30231585,Adult Safeguarding,Other Hired & Contracting Services,12/07/2024,£556.80,Paragon Medical Ltd
30231594,Adult Safeguarding,Other Hired & Contracting Services,14/07/2024,£911.00,Dr Hannah Sayeed
30231602,Adult Safeguarding,Other Hired & Contracting Services,14/07/2024,£555.00,Dr Hannah Sayeed
30231581,Adult Safeguarding,Other Hired & Contracting Services,15/07/2024,"£1,106.20",Mr Muzammil Hayat
30233409,Adult Safeguarding,Other Hired & Contracting Services,21/07/2024,"£2,284.00",Dr Chandrashekar Rao
30233396,Adult Safeguarding,Other Hired & Contracting Services,24/07/2024,£564.00,Paragon Medical Ltd
42321424,Adult Social Care - Localities,Direct Payments,10/07/2024,"£8,330.28",Redacted
42321427,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,275.52",Redacted
42321430,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,178.44",Redacted
42321431,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,431.56",Redacted
42321433,Adult Social Care - Localities,Direct Payments,10/07/2024,£689.40,Redacted
42321438,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,394.72",Redacted
42321440,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,626.24",Redacted
42321441,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,374.24",Redacted
42321442,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,226.40",Redacted
42321445,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,612.96",Redacted
42321446,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,873.44",Redacted
42321448,Adult Social Care - Localities,Direct Payments,10/07/2024,"£5,264.76",Redacted
42321450,Adult Social Care - Localities,Direct Payments,10/07/2024,£913.84,Redacted
42321453,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,184.00",Redacted
42321475,Adult Social Care - Localities,Direct Payments,10/07/2024,"£4,368.00",Redacted
42321479,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,855.68",Redacted
42321485,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,671.84",Redacted
42321489,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,163.68",Redacted
42321495,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,067.28",Redacted
42321496,Adult Social Care - Localities,Direct Payments,10/07/2024,£848.96,Redacted
42321497,Adult Social Care - Localities,Direct Payments,10/07/2024,£892.80,Redacted
42321498,Adult Social Care - Localities,Direct Payments,10/07/2024,"£4,065.60",Redacted
42321500,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,519.32",Redacted
42321505,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,082.36",Redacted
42321507,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,624.12",Redacted
42321511,Adult Social Care - Localities,Direct Payments,10/07/2024,£984.04,Redacted
42321514,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,054.76",Redacted
42321516,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,170.64",Redacted
42321520,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,180.00",Redacted
42321522,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,519.00",Redacted
42321527,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,501.48",Redacted
42321529,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,213.52",Redacted
42321536,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,461.60",Redacted
42321545,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,403.32",Redacted
42321546,Adult Social Care - Localities,Direct Payments,10/07/2024,"£5,865.00",Redacted
42321548,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,126.44",Redacted
42321553,Adult Social Care - Localities,Direct Payments,10/07/2024,£766.00,Redacted
42321554,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,084.64",Redacted
42321555,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,399.04",Redacted
42321557,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,391.08",Redacted
42321559,Adult Social Care - Localities,Direct Payments,10/07/2024,"£4,028.00",Redacted
42321563,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,669.84",Redacted
42321564,Adult Social Care - Localities,Direct Payments,10/07/2024,£700.48,Redacted
42321568,Adult Social Care - Localities,Direct Payments,10/07/2024,£632.32,Redacted
42321569,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,710.24",Redacted
42321570,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,303.04",Redacted
42321571,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,789.44",Redacted
42321573,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,056.64",Redacted
42321577,Adult Social Care - Localities,Direct Payments,10/07/2024,"£6,015.96",Redacted
42321582,Adult Social Care - Localities,Direct Payments,10/07/2024,"£3,135.44",Redacted
42321583,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,000.00",Redacted
42321589,Adult Social Care - Localities,Direct Payments,10/07/2024,"£4,644.64",Redacted
42321591,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,027.52",Redacted
42321593,Adult Social Care - Localities,Direct Payments,10/07/2024,£599.76,Redacted
42321596,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,185.60",Redacted
42321598,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,707.28",Redacted
42321599,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,455.40",Redacted
42321601,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,508.96",Redacted
42321602,Adult Social Care - Localities,Direct Payments,10/07/2024,£956.40,Redacted
42321603,Adult Social Care - Localities,Direct Payments,10/07/2024,£813.12,Redacted
42321610,Adult Social Care - Localities,Direct Payments,10/07/2024,£790.40,Redacted
42321611,Adult Social Care - Localities,Direct Payments,10/07/2024,£955.92,Redacted
42321614,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,200.00",Redacted
42321616,Adult Social Care - Localities,Direct Payments,10/07/2024,£691.04,Redacted
42321617,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,024.00",Redacted
42321621,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,655.56",Redacted
42321623,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,376.80",Redacted
42321624,Adult Social Care - Localities,Direct Payments,10/07/2024,£752.76,Redacted
42321626,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,000.00",Redacted
42321627,Adult Social Care - Localities,Direct Payments,10/07/2024,£660.00,Redacted
42321636,Adult Social Care - Localities,Direct Payments,10/07/2024,£800.00,Redacted
42321638,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,800.00",Redacted
42321640,Adult Social Care - Localities,Direct Payments,10/07/2024,£624.00,Redacted
42321646,Adult Social Care - Localities,Direct Payments,10/07/2024,£962.65,Redacted
42321648,Adult Social Care - Localities,Direct Payments,10/07/2024,£557.20,Redacted
42321649,Adult Social Care - Localities,Direct Payments,10/07/2024,£826.08,Redacted
42321654,Adult Social Care - Localities,Direct Payments,10/07/2024,£665.24,Redacted
42321655,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,939.89",Redacted
42321657,Adult Social Care - Localities,Direct Payments,10/07/2024,£835.24,Redacted
42321661,Adult Social Care - Localities,Direct Payments,10/07/2024,£655.47,Redacted
42321664,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,859.04",Redacted
42321670,Adult Social Care - Localities,Direct Payments,10/07/2024,£605.40,Redacted
42321671,Adult Social Care - Localities,Direct Payments,10/07/2024,"£6,655.08",Redacted
42321677,Adult Social Care - Localities,Direct Payments,10/07/2024,£589.80,Redacted
42321680,Adult Social Care - Localities,Direct Payments,10/07/2024,£612.48,Redacted
42321683,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,710.24",Redacted
42321686,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,649.34",Redacted
42321691,Adult Social Care - Localities,Direct Payments,10/07/2024,"£6,440.28",Redacted
42321692,Adult Social Care - Localities,Direct Payments,10/07/2024,£972.00,Redacted
42321694,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,235.00",Redacted
42321696,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,800.48",Redacted
42321697,Adult Social Care - Localities,Direct Payments,10/07/2024,£748.04,Redacted
42321699,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,684.32",Redacted
42321701,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,042.16",Redacted
42321707,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,843.00",Redacted
42321714,Adult Social Care - Localities,Direct Payments,10/07/2024,£855.12,Redacted
42321716,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,533.44",Redacted
42321717,Adult Social Care - Localities,Direct Payments,10/07/2024,£725.76,Redacted
42321725,Adult Social Care - Localities,Direct Payments,10/07/2024,£553.28,Redacted
42321727,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,111.08",Redacted
42321729,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,704.48",Redacted
42321732,Adult Social Care - Localities,Direct Payments,10/07/2024,£505.56,Redacted
42321733,Adult Social Care - Localities,Direct Payments,10/07/2024,"£2,912.00",Redacted
42321737,Adult Social Care - Localities,Direct Payments,10/07/2024,£570.24,Redacted
42321743,Adult Social Care - Localities,Direct Payments,10/07/2024,£708.36,Redacted
42321744,Adult Social Care - Localities,Direct Payments,10/07/2024,"£1,348.16",Redacted
