Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
42337862,Adult Care Sector,Other Establishments,20/09/2024,"£8,631.46",Holme Farm Residential Rest Home
42337871,Adult Care Sector,Other Establishments,20/09/2024,"£12,163.32",The Legard
42337872,Adult Care Sector,Other Establishments,20/09/2024,"£1,412.00",The Legard
42337873,Adult Care Sector,Other Establishments,20/09/2024,"£11,392.16",The Legard
42337876,Adult Care Sector,Other Establishments,20/09/2024,"£2,097.20",Lincolnshire House Association Ltd
42337878,Adult Care Sector,Other Establishments,20/09/2024,"£7,796.16",Carisbrooke Manor
42337882,Adult Care Sector,Other Establishments,20/09/2024,"£3,898.08",Isle Care (Axholme) Ltd
42337883,Adult Care Sector,Other Establishments,20/09/2024,"£5,838.95",Norwood House Care Home
42337885,Adult Care Sector,Other Establishments,20/09/2024,"£54,459.12",Options Applegate
42337886,Adult Care Sector,Other Establishments,20/09/2024,"£17,383.44",Options Applegate
42337887,Adult Care Sector,Other Establishments,20/09/2024,"£2,598.72",Jasmine Health Care
42337890,Adult Care Sector,Other Establishments,20/09/2024,£943.52,Prime Life Ltd
42337891,Adult Care Sector,Other Establishments,20/09/2024,"£27,454.22",Prime Life Ltd
42337892,Adult Care Sector,Other Establishments,20/09/2024,"£20,074.08",Prime Life Ltd
42337894,Adult Care Sector,Other Establishments,20/09/2024,"£12,266.52",Prime Life Ltd
42337895,Adult Care Sector,Other Establishments,20/09/2024,"£8,173.04",Prime Life Ltd
42337896,Adult Care Sector,Other Establishments,20/09/2024,"£65,284.07",Prime Life Ltd
42337897,Adult Care Sector,Other Establishments,20/09/2024,"£10,315.40",Prime Life Ltd
42337899,Adult Care Sector,Other Establishments,20/09/2024,"£2,351.76",Prime Life Ltd
42337901,Adult Care Sector,Other Establishments,20/09/2024,"£19,623.52",Randolph House
42337902,Adult Care Sector,Other Establishments,20/09/2024,"£7,619.96",Redbourne Centre (Caretech)
42337903,Adult Care Sector,Other Establishments,20/09/2024,"£1,856.22",Abbey Village Ltd
42337909,Adult Care Sector,Other Establishments,20/09/2024,"£2,598.72",St Mary'S (Visionary Care Ltd)
42337910,Adult Care Sector,Other Establishments,20/09/2024,"£4,407.36",Sycamore Lodge Care Home
42337912,Adult Care Sector,Other Establishments,20/09/2024,"£33,129.04",Tigh Bruadair
42337913,Adult Care Sector,Other Establishments,20/09/2024,"£16,805.96",Tigh Bruadair
42337914,Adult Care Sector,Other Establishments,20/09/2024,"£15,396.92",Tigh Bruadair
42337915,Adult Care Sector,Other Establishments,20/09/2024,"£2,598.72",The Holmes Care (Group) Ltd
42337916,Adult Care Sector,Other Establishments,20/09/2024,"£24,831.23",Holly Tree Lodge Nursing Home
42337918,Adult Care Sector,Other Establishments,20/09/2024,"£3,526.83",The Valleys Care Home
42337919,Adult Care Sector,Other Establishments,20/09/2024,"£2,598.72",Warley House
42337923,Adult Care Sector,Other Establishments,20/09/2024,"£11,192.60",Willowbeck Healthcare Ltd
42337924,Adult Care Sector,Other Establishments,20/09/2024,"£5,197.44",Wrawby Hall Care Home
30247775,Adult Care Sector,Other Supplies & Services,28/08/2024,"£18,659.20",Creative Support
30249385,Adult Care Sector,Subscriptions (non staff),11/07/2024,"£39,050.00",Social-Ability Ltd
30249316,Adult Intermediate Care,Agency Supply Staff,11/07/2024,"£1,704.94",Ongo Recruitment Ltd
30249314,Adult Intermediate Care,Agency Supply Staff,20/08/2024,"£1,254.39",Ongo Recruitment Ltd
30244252,Adult Intermediate Care,Agency Supply Staff,05/09/2024,£650.63,Ongo Recruitment Ltd
30245700,Adult Intermediate Care,Agency Supply Staff,05/09/2024,"£1,877.38",Ongo Recruitment Ltd
30245341,Adult Intermediate Care,Clothing & Uniforms & Laundry,01/09/2024,"£2,449.06",Elis
30246420,Adult Intermediate Care,Equipment Maintenance and Repair,12/09/2024,"£1,062.50",Initial Washroom Solutions
30241007,Adult Intermediate Care,Licences - General,01/09/2024,"£4,736.25",Access Uk Ltd
30242174,Adult Intermediate Care,Provisions,01/08/2024,£653.53,Turner Price Ltd
30242181,Adult Intermediate Care,Provisions,15/08/2024,£771.28,Turner Price Ltd
30242172,Adult Intermediate Care,Provisions,22/08/2024,£553.76,Turner Price Ltd
30242210,Adult Intermediate Care,Provisions,29/08/2024,£621.98,Turner Price Ltd
30246624,Adult Intermediate Care,Provisions,05/09/2024,£613.48,Turner Price Ltd
30248415,Adult Intermediate Care,Provisions,19/09/2024,£650.02,Turner Price Ltd
30249062,Adult Intermediate Care,Purchase of Equipment,30/09/2024,£906.00,Ongo Homes
30242694,Adult Safeguarding,Other Establishments,06/09/2024,"£47,246.22",Blue Door Support Service Cic
30244516,Adult Safeguarding,Other Hired & Contracting Services,23/08/2024,£749.50,Dr Madhu Gulati
30244507,Adult Safeguarding,Other Hired & Contracting Services,26/08/2024,£923.00,MH 24 LTD
30244550,Adult Safeguarding,Other Hired & Contracting Services,29/08/2024,"£1,827.00",Mr Muzammil Hayat
30246430,Adult Safeguarding,Other Hired & Contracting Services,02/09/2024,£927.00,MH 24 LTD
30245738,Adult Safeguarding,Other Hired & Contracting Services,05/09/2024,"£1,453.20",Paragon Medical Ltd
30245739,Adult Safeguarding,Other Hired & Contracting Services,09/09/2024,"£3,730.00",Dr Chandrashekar Rao
30245748,Adult Safeguarding,Other Hired & Contracting Services,10/09/2024,£739.80,Mr Muzammil Hayat
30245745,Adult Safeguarding,Other Hired & Contracting Services,11/09/2024,£720.80,Paragon Medical Ltd
30246422,Adult Safeguarding,Other Hired & Contracting Services,16/09/2024,£729.00,MH 24 LTD
30246426,Adult Safeguarding,Other Hired & Contracting Services,18/09/2024,£729.50,Dr Madhu Gulati
30247478,Adult Safeguarding,Other Hired & Contracting Services,20/09/2024,£741.80,Mr Muzammil Hayat
30239177,Adult Social Care - Localities,Direct Payments,20/08/2024,£874.29,Redacted
30239139,Adult Social Care - Localities,Direct Payments,22/08/2024,"£2,598.72",Redacted
42333644,Adult Social Care - Localities,Direct Payments,04/09/2024,"£8,330.28",Redacted
42333647,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,275.52",Redacted
42333650,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,178.44",Redacted
42333651,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,071.28",Redacted
42333653,Adult Social Care - Localities,Direct Payments,04/09/2024,£689.40,Redacted
42333658,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,394.72",Redacted
42333660,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,626.24",Redacted
42333661,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,374.24",Redacted
42333662,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,226.40",Redacted
42333665,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,612.96",Redacted
42333666,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,873.44",Redacted
42333668,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,747.80",Redacted
42333670,Adult Social Care - Localities,Direct Payments,04/09/2024,£913.84,Redacted
42333673,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,184.00",Redacted
42333694,Adult Social Care - Localities,Direct Payments,04/09/2024,"£4,368.00",Redacted
42333698,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,230.36",Redacted
42333704,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,967.28",Redacted
42333708,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,107.68",Redacted
42333714,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,067.28",Redacted
42333715,Adult Social Care - Localities,Direct Payments,04/09/2024,£848.96,Redacted
42333716,Adult Social Care - Localities,Direct Payments,04/09/2024,£892.80,Redacted
42333717,Adult Social Care - Localities,Direct Payments,04/09/2024,"£4,065.60",Redacted
42333719,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,519.32",Redacted
42333724,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,082.36",Redacted
42333726,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,624.12",Redacted
42333730,Adult Social Care - Localities,Direct Payments,04/09/2024,£984.04,Redacted
42333733,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,054.76",Redacted
42333735,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,170.64",Redacted
42333739,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,180.00",Redacted
42333741,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,519.00",Redacted
42333746,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,501.48",Redacted
42333748,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,213.52",Redacted
42333755,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,461.60",Redacted
42333763,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,136.80",Redacted
42333764,Adult Social Care - Localities,Direct Payments,04/09/2024,"£5,865.00",Redacted
42333766,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,126.44",Redacted
42333771,Adult Social Care - Localities,Direct Payments,04/09/2024,£766.00,Redacted
42333772,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,084.64",Redacted
42333773,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,399.04",Redacted
42333775,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,391.08",Redacted
42333777,Adult Social Care - Localities,Direct Payments,04/09/2024,"£4,028.00",Redacted
42333781,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,231.76",Redacted
42333782,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,138.28",Redacted
42333786,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,114.40",Redacted
42333787,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,849.68",Redacted
42333788,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,246.04",Redacted
42333789,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,789.44",Redacted
42333791,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,056.64",Redacted
42333795,Adult Social Care - Localities,Direct Payments,04/09/2024,"£6,015.96",Redacted
42333799,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,135.44",Redacted
42333800,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,000.00",Redacted
42333806,Adult Social Care - Localities,Direct Payments,04/09/2024,"£4,644.64",Redacted
42333808,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,910.45",Redacted
42333810,Adult Social Care - Localities,Direct Payments,04/09/2024,£599.76,Redacted
42333813,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,185.60",Redacted
42333815,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,707.28",Redacted
42333816,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,455.40",Redacted
42333818,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,508.96",Redacted
42333819,Adult Social Care - Localities,Direct Payments,04/09/2024,£956.40,Redacted
42333820,Adult Social Care - Localities,Direct Payments,04/09/2024,£813.12,Redacted
42333827,Adult Social Care - Localities,Direct Payments,04/09/2024,£790.40,Redacted
42333828,Adult Social Care - Localities,Direct Payments,04/09/2024,£955.92,Redacted
42333831,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,200.00",Redacted
42333833,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,024.00",Redacted
42333837,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,655.56",Redacted
42333839,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,376.80",Redacted
42333840,Adult Social Care - Localities,Direct Payments,04/09/2024,£752.76,Redacted
42333842,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,679.40",Redacted
42333843,Adult Social Care - Localities,Direct Payments,04/09/2024,£660.00,Redacted
42333852,Adult Social Care - Localities,Direct Payments,04/09/2024,£800.00,Redacted
42333854,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,800.00",Redacted
42333856,Adult Social Care - Localities,Direct Payments,04/09/2024,£624.00,Redacted
42333862,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,194.00",Redacted
42333864,Adult Social Care - Localities,Direct Payments,04/09/2024,£557.20,Redacted
42333865,Adult Social Care - Localities,Direct Payments,04/09/2024,£826.08,Redacted
42333870,Adult Social Care - Localities,Direct Payments,04/09/2024,£665.24,Redacted
42333871,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,411.08",Redacted
42333873,Adult Social Care - Localities,Direct Payments,04/09/2024,£835.24,Redacted
42333877,Adult Social Care - Localities,Direct Payments,04/09/2024,£522.72,Redacted
42333880,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,859.04",Redacted
42333885,Adult Social Care - Localities,Direct Payments,04/09/2024,£605.40,Redacted
42333886,Adult Social Care - Localities,Direct Payments,04/09/2024,"£6,655.08",Redacted
42333892,Adult Social Care - Localities,Direct Payments,04/09/2024,£589.80,Redacted
42333895,Adult Social Care - Localities,Direct Payments,04/09/2024,£612.48,Redacted
42333898,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,466.24",Redacted
42333901,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,484.72",Redacted
42333905,Adult Social Care - Localities,Direct Payments,04/09/2024,"£6,440.28",Redacted
42333906,Adult Social Care - Localities,Direct Payments,04/09/2024,£972.00,Redacted
42333908,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,235.00",Redacted
42333911,Adult Social Care - Localities,Direct Payments,04/09/2024,£748.04,Redacted
42333912,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,017.84",Redacted
42333913,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,684.32",Redacted
42333915,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,042.16",Redacted
42333921,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,119.84",Redacted
42333928,Adult Social Care - Localities,Direct Payments,04/09/2024,£855.12,Redacted
42333930,Adult Social Care - Localities,Direct Payments,04/09/2024,£725.76,Redacted
42333938,Adult Social Care - Localities,Direct Payments,04/09/2024,£553.28,Redacted
42333940,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,111.08",Redacted
42333944,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,006.20",Redacted
42333945,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,912.00",Redacted
42333949,Adult Social Care - Localities,Direct Payments,04/09/2024,£570.24,Redacted
42333955,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,622.52",Redacted
42333958,Adult Social Care - Localities,Direct Payments,04/09/2024,£599.76,Redacted
42333959,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,140.16",Redacted
42333962,Adult Social Care - Localities,Direct Payments,04/09/2024,£745.92,Redacted
42333963,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,769.44",Redacted
42333964,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,204.68",Redacted
42333966,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,049.60",Redacted
42333967,Adult Social Care - Localities,Direct Payments,04/09/2024,£589.80,Redacted
42333969,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,364.88",Redacted
42333971,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,510.08",Redacted
42333972,Adult Social Care - Localities,Direct Payments,04/09/2024,£750.68,Redacted
42333973,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,204.68",Redacted
42333976,Adult Social Care - Localities,Direct Payments,04/09/2024,£589.80,Redacted
42333980,Adult Social Care - Localities,Direct Payments,04/09/2024,£766.00,Redacted
42333981,Adult Social Care - Localities,Direct Payments,04/09/2024,£568.36,Redacted
42333986,Adult Social Care - Localities,Direct Payments,04/09/2024,£963.36,Redacted
42333987,Adult Social Care - Localities,Direct Payments,04/09/2024,£929.28,Redacted
42333989,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,011.56",Redacted
42333997,Adult Social Care - Localities,Direct Payments,04/09/2024,£616.56,Redacted
42333998,Adult Social Care - Localities,Direct Payments,04/09/2024,£691.04,Redacted
42334000,Adult Social Care - Localities,Direct Payments,04/09/2024,"£6,447.44",Redacted
42334001,Adult Social Care - Localities,Direct Payments,04/09/2024,£768.16,Redacted
42334002,Adult Social Care - Localities,Direct Payments,04/09/2024,£528.48,Redacted
42334003,Adult Social Care - Localities,Direct Payments,04/09/2024,"£2,346.00",Redacted
42334005,Adult Social Care - Localities,Direct Payments,04/09/2024,£564.08,Redacted
42334009,Adult Social Care - Localities,Direct Payments,04/09/2024,"£4,587.92",Redacted
42334011,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,157.16",Redacted
42334012,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,438.72",Redacted
42334016,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,570.00",Redacted
42334020,Adult Social Care - Localities,Direct Payments,04/09/2024,£624.56,Redacted
42334021,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,743.20",Redacted
42334023,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,638.68",Redacted
42334025,Adult Social Care - Localities,Direct Payments,04/09/2024,£600.00,Redacted
42334028,Adult Social Care - Localities,Direct Payments,04/09/2024,"£3,833.60",Redacted
42334029,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,849.68",Redacted
42334030,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,419.48",Redacted
42334032,Adult Social Care - Localities,Direct Payments,04/09/2024,£524.64,Redacted
42334048,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,392.56",Redacted
42334075,Adult Social Care - Localities,Direct Payments,04/09/2024,"£1,358.28",Redacted
30243625,Adult Social Care - Localities,Legal & Conveyancing Charges,23/07/2024,"£1,256.25",Parklane Plowden Chambers
30246230,Adult Social Care - Localities,Legal & Conveyancing Charges,16/09/2024,£540.00,Parklane Plowden Chambers
30247211,Adult Social Care - Localities,Legal & Conveyancing Charges,16/09/2024,"£1,260.00",Parklane Plowden Chambers
42336091,Adult Social Care - Localities,Other Establishments,13/09/2024,"£123,439.16",Hales Group Ltd
42336092,Adult Social Care - Localities,Other Establishments,13/09/2024,"£4,686.08",Amara Care
42336096,Adult Social Care - Localities,Other Establishments,13/09/2024,"£128,755.39",Amphion Home Care Services Ltd
42336097,Adult Social Care - Localities,Other Establishments,13/09/2024,"£57,502.19",A.T.C.S. Ltd
42336098,Adult Social Care - Localities,Other Establishments,13/09/2024,"£10,368.96",Care Plus Care (Uk) Ltd (Isle)
42336099,Adult Social Care - Localities,Other Establishments,13/09/2024,"£9,915.72",Chestnut Homecare Ltd
42336101,Adult Social Care - Localities,Other Establishments,13/09/2024,"£12,418.29",Creative Support
42336103,Adult Social Care - Localities,Other Establishments,13/09/2024,"£10,525.12",Housing & Support Solutions Ltd
42336108,Adult Social Care - Localities,Other Establishments,13/09/2024,"£1,651.52",Care Plus Care Ltd
42336116,Adult Social Care - Localities,Other Establishments,13/09/2024,"£20,310.80",Sure Group
42336104,Adult Social Care - Localities,Other Establishments,13/09/2024,"£31,757.12",Nl Group Limited
42336089,Adult Social Care - Localities,Other Establishments,13/09/2024,"£70,778.54",Provide React
42336093,Adult Social Care - Localities,Other Establishments,13/09/2024,"£113,882.08",Amber Care (Lincolnshire) Ltd
42336100,Adult Social Care - Localities,Other Establishments,13/09/2024,"£116,790.46",Goodwin Healthcare Services Ltd
42336102,Adult Social Care - Localities,Other Establishments,13/09/2024,"£17,032.80",Hica
42336110,Adult Social Care - Localities,Other Establishments,13/09/2024,"£10,969.12",Elite Care Solutions Ltd
30246106,Adult Social Care - Localities,Other Establishments,17/09/2024,"£44,040.00",Amphion Home Care Services Ltd
42337791,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,588.12",Runwood Homes Ltd
42337792,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,621.60",Ryehill Country Lodge care home
42337793,Adult Social Care - Localities,Other Establishments,20/09/2024,"£5,037.04",Yorkare Homes Ltd
42337795,Adult Social Care - Localities,Other Establishments,20/09/2024,"£1,386.49",MPS CARE
42337796,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,468.48",MINSTER CARE GROUP LTD
42337797,Adult Social Care - Localities,Other Establishments,20/09/2024,"£6,585.00",Cinnabar Support & Living LTD
42337798,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,746.56",Roche Healthcare Limited
42337799,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,548.00",Roche Healthcare Limited
42337800,Adult Social Care - Localities,Other Establishments,20/09/2024,"£7,056.00",Silver Tree Care Ltd
42337802,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,400.00",Southcrest Care 2 Ltd
42337806,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,336.00",HC-One Limited
42337810,Adult Social Care - Localities,Other Establishments,20/09/2024,"£16,836.00",Susash Sheffield Ltd
42337811,Adult Social Care - Localities,Other Establishments,20/09/2024,"£25,987.20",BH Care Home Ltd
42337812,Adult Social Care - Localities,Other Establishments,20/09/2024,"£8,867.04",Strong Life Care
42337813,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,600.00",Woodlands Residential (Cambridgeshire) Ltd
42337815,Adult Social Care - Localities,Other Establishments,20/09/2024,"£77,183.85",Bupa Care Services (Commissioning) Ltd
42337816,Adult Social Care - Localities,Other Establishments,20/09/2024,"£102,518.57",Bupa Care Services (Commissioning) Ltd
42337821,Adult Social Care - Localities,Other Establishments,20/09/2024,"£27,376.64",Complete Care (Uk) Ltd
42337824,Adult Social Care - Localities,Other Establishments,20/09/2024,"£60,791.49",Balmoral House
42337825,Adult Social Care - Localities,Other Establishments,20/09/2024,"£49,193.67",Ascot House
42337826,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,849.16",Beechcroft House
42337827,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,625.80",Blyton Court
42337828,Adult Social Care - Localities,Other Establishments,20/09/2024,"£83,994.34",Hc One
42337829,Adult Social Care - Localities,Other Establishments,20/09/2024,"£7,517.80",Little Brocklesby House Ltd
42337830,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,414.64",Burleigh House (Manage Care Homes Limites)
42337831,Adult Social Care - Localities,Other Establishments,20/09/2024,"£2,772.00",The Elms Care Home
42337832,Adult Social Care - Localities,Other Establishments,20/09/2024,"£3,500.00",The Elms Care Home
42337834,Adult Social Care - Localities,Other Establishments,20/09/2024,"£20,989.76",Carseld
42337835,Adult Social Care - Localities,Other Establishments,20/09/2024,"£62,163.59",P&N Care Home Ltd
