Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
Reading Borough Council,09/09/2024,113555,37375,MEDCARE HOME SERVICES LTD T/A PROACTIVE,Mental Health Community Servic,5476.32,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,112573,37415,BLUE LOZENGE,Public Health Team Costs,4745,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,111526,37415,BLUE LOZENGE,Public Health Team Costs,5000,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,113643,37397,CARE OUTLOOK LTD,PS Acquired Community Services,9319.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,113644,37397,CARE OUTLOOK LTD,PS Acquired Community Services,9319.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,113645,37397,CARE OUTLOOK LTD,PS Acquired Community Services,9319.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,111591,37372,CLOUDBOOKING LTD,IT Management,8447.5,Supplies and Services         -,Software Licences,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,09/09/2024,113534,37408,BRIGHTER LIVING CARE LTD,LD Community Services,10509.26,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,112303,37423,INTELLIGENT HEALTH LTD,Public Health Team Costs,9000,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,109496,37401,ENERGY FOOTPRINT LTD T/A ENSURE SAFETY &,Repairs,10878,Premises Related Expenses     -,Fire Protection,RBC Standard Invoice,R5970,Housing
Reading Borough Council,09/09/2024,112302,37423,INTELLIGENT HEALTH LTD,Public Health Team Costs,15000,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,111581,37385,STANTEC UK LTD,Strategic Transport & Concessi,19655.73,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,118308,37314,TUNSTALL GROUP LTD,Repairs,38500.5,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,09/09/2024,91206,37320,GLASRITE LTD,MRA Account,1624.2,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R5975,Housing
Reading Borough Council,09/09/2024,116468,37323,BLESSED HUGH FARINGDON RC SCHOOL,School Grants Holding Account,52344,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3295,Former Directorate of Education and Childrens Services
Reading Borough Council,09/09/2024,118424,37327,JLA GROUP OF COMPANIES,Sheltered Housing,2100,Supplies and Services         -,Health & Safety,RBC Standard Invoice,R5940,Housing
Reading Borough Council,09/09/2024,114223,37337,BERKSHIRE WOMENS AID,Domestic Abuse Reduction,9166.67,Supplies and Services         -,Preventative & Support Svces,RBC Standard Invoice,R5366,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,114224,37337,BERKSHIRE WOMENS AID,Domestic Abuse Reduction,30543.08,Supplies and Services         -,Preventative & Support Svces,RBC Standard Invoice,R5366,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,118412,37339,M & B ELECTRICAL SERVICES,Corporate FM - Office Building,22274.5,Premises Related Expenses     -,Routine Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,118417,37339,M & B ELECTRICAL SERVICES,Corporate FM - Office Building,28901.01,Premises Related Expenses     -,Routine Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,116461,37340,ST MARY & ALL SAINTS CE PRIMARY SCHOOL,High Needs Block (RBC),28000,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3525,Former Directorate of Education and Childrens Services
Reading Borough Council,09/09/2024,116464,37340,ST MARY & ALL SAINTS CE PRIMARY SCHOOL,High Needs Block (RBC),22000,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3525,Former Directorate of Education and Childrens Services
Reading Borough Council,09/09/2024,116684,37341,FARRAH'S OF HARROGATE,Town Hall - Museum,563.36,Supplies and Services         -,Stock Purchase,RBC Refunds Manual Entry,R1255,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,117969,37353,RESPONSE ORGANISATION,Mental Health Community Servic,2024.34,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,117970,37353,RESPONSE ORGANISATION,Mental Health Community Servic,2024.34,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,118446,37356,OLIVER WRAIGHT,JLT Disbursements,750,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118436,37360,VIVEDIA LTD,Crematorium,3961,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4606,Directorate of Resources
Reading Borough Council,09/09/2024,118459,37370,ELISABETH WICKHAM,JLT Disbursements,600,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,116956,37373,CARE4U WE LTD,Mental Health Community Servic,5590.17,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,09/09/2024,112285,37376,BTU (INSTALLATION & MAINTENANCE) LTD,Repairs,9779.35,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,09/09/2024,112286,37376,BTU (INSTALLATION & MAINTENANCE) LTD,Repairs,6180.26,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,09/09/2024,118491,37379,PORTALPLANQUEST LTD,Planning,1560.6,Income                        -,Planning Application Fees,RBC Refunds Manual Entry,R4700,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,117503,37380,GRANGE & ASSOCIATES,JLT Disbursements,659.97,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118447,37382,MIRIAM SHIELDHOUSE,JLT Disbursements,2696.18,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118471,37384,PERFECT CIRCLE JV LTD,MRA Account,30795.21,Premises Related Expenses     -,Roofs & Structural Repairs,RBC Standard Invoice,R5975,Housing
Reading Borough Council,09/09/2024,118508,37399,SEBASTIAN GULKA,JLT Disbursements,1091.9,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118317,37400,MAPP (PROPERTY MANAGEMENT) LTD,Parking & Enforcement,15513.9,Premises Related Expenses     -,Rents,RBC Standard Invoice,R4725,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,118489,37410,ELEANOR LEYDON,JLT Disbursements,3400,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118453,37420,JEAN-JACK CHALMERS,JLT Disbursements,2475,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,118456,37427,HANNAH MCSORLEY,JLT Disbursements,800,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,09/09/2024,109530,37412,RISE CONTRACTS LTD,LUDP: New perf space: Hexagon,76346.6,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8161,Capital
Reading Borough Council,09/09/2024,112824,37367,GRANICUS-FIRMSTEP LTD,IT Management,81250,Supplies and Services         -,Software Support,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,09/09/2024,112854,37406,B & M MCHUGH LTD,Corp & Community Buildings,85285.91,Capital                       -,Contractors,RBC CIS Invoice,C8310,Capital
Reading Borough Council,09/09/2024,109522,37422,MODAXO TRAFFIC MANAGEMENT UK LTD,Special Parking Area,173628.23,Third Party Payments          -,Leasing Costs,RBC Standard Invoice,R4724,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,09/09/2024,112316,37336,BERKSHIRE HEALTHCARE NHS TRUST,Berkshire West Public Health H,550166.67,Third Party Payments          -,NHS Trusts,RBC Standard Invoice,R2002,Directorate of Social Care and Health Services
Reading Borough Council,10/09/2024,112809,37484,ACCESS PLATFORM SALES LTD,Fleet Management,565,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,113032,37470,ABBOTT TOXICOLOGY LTD,JLT Disbursements,581,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,115541,37472,EDWARD KIRKWOOD,JLT Disbursements,750,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,112819,37460,SPALDINGS (UK) LTD,Fleet Management,787.52,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,112570,37463,T H WHITE GROUP,Archives General,846.5,Premises Related Expenses     -,Plant Maintenance,RBC Standard Invoice,R1256,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,112572,37466,NATURE NURTURE CIC, Shared Prosperity Fund,1000,Supplies and Services         -,Special Activities,RBC Standard Invoice,R1393,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,112571,37490,TOTAL COMPUTER NETWORKS LTD,IT Management,1821,Supplies and Services         -,ICT Consumables,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,10/09/2024,112561,37500,MASTER TECH,Fleet Management,2550.77,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,116689,37457,CLEANSING SERVICE GROUP LTD,Civil Engineering,3964,Premises Related Expenses     -,Surface Water Management Plan,RBC Standard Invoice,R4550,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,112585,37467,THAMES TRAVEL,Strategic Transport & Concessi,9615.83,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,113002,37491,CONTENUR (UK) LTD,Recycling and Waste,9000,Supplies and Services         -,Waste Collection,RBC Standard Invoice,R4561,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,117274,37458,INITIAL,Charles Clore Court,622.54,Premises Related Expenses     -,Refuse Collection,RBC Standard Invoice,R5157,Directorate of Social Care and Health Services
Reading Borough Council,10/09/2024,118843,37461,VIRGIN MEDIA BUSINESS LTD,IT Technology Refresh,4181.4,Capital                       -,Telephone Costs,RBC Standard Invoice,C8461,Capital
Reading Borough Council,10/09/2024,118844,37461,VIRGIN MEDIA BUSINESS LTD,IT Management,27954.2,Supplies and Services         -,Telephone Lines,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,10/09/2024,118782,37468,GALLAGHER BASSETT INTERNATIONAL LTD,Insurance CEC,34898.91,Supplies and Services         -,Insurance Costs : General,RBC Standard Invoice,R2205,Directorate of Resources
Reading Borough Council,10/09/2024,118745,37469,FAITH CHRISTIAN GROUP (READING),Voluntary Sector & Community G,10000,Supplies and Services         -,Grants Paid to Vol Sector,Invoice,R2041,Directorate of Resources
Reading Borough Council,10/09/2024,118723,37471,PARENTS & CHILDREN TOGETHER,Public Health Team Costs,2000,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,10/09/2024,84491,37473,LANDSCAPESUPPLYCO,Streetscene,677.14,Supplies and Services         -,Materials,RBC Standard Invoice,R4567,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118700,37478,ANNA YARDE,JLT Disbursements,800,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,118639,37481,WELCOME TRANSLATION EXPERTS LTD,JLT Disbursements,895.4,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,118679,37485,BERKSHIRE ROOMS,Emergency Accommodation,938,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118684,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118699,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118705,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118715,37485,BERKSHIRE ROOMS,Emergency Accommodation,665,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118717,37485,BERKSHIRE ROOMS,Emergency Accommodation,938,Premises Related Expenses     -,Rents,RBC Refunds Manual Entry,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118725,37485,BERKSHIRE ROOMS,Emergency Accommodation,665,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118729,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118730,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118760,37485,BERKSHIRE ROOMS,Emergency Accommodation,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,96138,37487,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2643.75,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,96139,37487,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2944.5,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,112628,37488,BANNER GROUP LTD,Printing,1866.16,Supplies and Services         -,Stationery,RBC Standard Invoice,R2590,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,91531,37489,NORTH PB LTD,IT Technology Refresh,18135,Capital                       -,Other Capitalisation,RBC CIS Invoice,C8461,Capital
Reading Borough Council,10/09/2024,118660,37490,TOTAL COMPUTER NETWORKS LTD,PCC/Parliamentary/Other Electi,619.65,Supplies and Services         -,Equipment Purchase & Repair,RBC Refunds Manual Entry,R2430,Directorate of Resources
Reading Borough Council,10/09/2024,118301,37494,WILO (UK) LTD & CIRCULATING PUMPS LTD,Repairs,560.79,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,10/09/2024,118304,37494,WILO (UK) LTD & CIRCULATING PUMPS LTD,Repairs,5332.41,Premises Related Expenses     -,HRA Cyclical Maint & Servicing,RBC CIS Invoice,R5970,Housing
Reading Borough Council,10/09/2024,118476,37496,HAWORTH TOMPKINS LTD,LUDP: New perf space: Hexagon,7393,Capital                       -,External Fees Architects,RBC Standard Invoice,C8161,Capital
Reading Borough Council,10/09/2024,118477,37496,HAWORTH TOMPKINS LTD,LUDP: New perf space: Hexagon,7394,Capital                       -,External Fees Architects,RBC Standard Invoice,C8161,Capital
Reading Borough Council,10/09/2024,118750,37497,DANIEL SHERIDAN,JLT Disbursements,750,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,88823,37499,STRATFORD FINE FOODS LTD,Hexagon Operations,597.96,Supplies and Services         -,Catering Stock,RBC Standard Invoice,R1200,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118810,37501,BLUE LOZENGE,Public Health Team Costs,4745,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,10/09/2024,117496,37502,FRED IN THE SHED,Reading Libraries,875,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R1400,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,107440,37503,SASKIA ESTATES LTD,Emergency Accommodation,2850,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,10/09/2024,118854,37505,KATHARINE ELLIOTT,JLT Disbursements,1500,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,10/09/2024,118302,37506,UTULIVU WOMANS GROUP,Public Health Team Costs,2000,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,10/09/2024,118785,37507,Sundry Supplier,Cultural Development Minor Sch,12449.75,Capital                       -,External Fees  Misc.,RBC Refunds Manual Entry,C8170,Capital
Reading Borough Council,10/09/2024,118793,37509,Sundry Supplier,Allocation,1042.5,Supplies and Services         -,Professional Fees,RBC Refunds Manual Entry,R5980,Housing
Reading Borough Council,10/09/2024,112867,37492,BREYER GROUP PLC,MRA Account,45563.42,Premises Related Expenses     -,Roofs & Structural Repairs,RBC CIS Invoice,R5975,Housing
Reading Borough Council,10/09/2024,118976,FOREIGN PAYMENT,UXTWEAK J.S.A.,IT Management,1494.29,Supplies and Services         -,Software Licences,Invoice,R2300,Directorate of Resources
Reading Borough Council,11/09/2024,116430,37646,MY HOMECARE (READING AND BRACKNELL) LTD,M&C Acquired Community Service,648.48,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5751,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116425,37646,MY HOMECARE (READING AND BRACKNELL) LTD,Mental Health Community Servic,764.28,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116437,37646,MY HOMECARE (READING AND BRACKNELL) LTD,Mental Health Community Servic,794.39,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116428,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,810.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116442,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,868.5,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116427,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,926.4,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,113633,37553,M&R SERVICES,Social Support,780,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5790,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116424,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,1088.52,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116426,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,1273.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,113031,37628,DNA LEGAL LTD,JLT Disbursements,1154,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,11/09/2024,116438,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,1459.08,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116439,37646,MY HOMECARE (READING AND BRACKNELL) LTD,LD Community Services,1482.24,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116429,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,1540.14,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116434,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,1725.42,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116291,37643,CARE4U WE LTD,Mental Health Community Servic,2737.58,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5731,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116379,37664,LIMMS CARE SERVICES,PS Acquired Community Services,2918.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116432,37646,MY HOMECARE (READING AND BRACKNELL) LTD,PS Acquired Community Services,3277.14,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,116403,37664,LIMMS CARE SERVICES,PS Acquired Community Services,3566.64,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119123,37548,THE BOLTONS,M&C Acquired Residential,2492.72,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5752,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119124,37548,THE BOLTONS,Mental Health Residential,4047.52,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119133,37548,THE BOLTONS,Social Support,4201.56,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5790,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119151,37548,THE BOLTONS,PS Acquired Residential,4456,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119156,37548,THE BOLTONS,Mental Health Residential,1716,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119209,37548,THE BOLTONS,Mental Health Residential,1680.64,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119221,37548,THE BOLTONS,Mental Health Residential,1874,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119224,37548,THE BOLTONS,Mental Health Residential,2467.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119225,37548,THE BOLTONS,Mental Health Residential,4058.4,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119230,37548,THE BOLTONS,PS Acquired Residential,4100,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119253,37548,THE BOLTONS,Mental Health Residential,2023.76,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119262,37548,THE BOLTONS,PS Acquired Residential,1587.28,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119268,37548,THE BOLTONS,Mental Health Residential,4318.28,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119274,37548,THE BOLTONS,PS Acquired Residential,4084.88,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119289,37548,THE BOLTONS,PS Acquired Residential,3950.88,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119301,37548,THE BOLTONS,PS Acquired Residential,4200,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119333,37548,THE BOLTONS,M&C Acquired Residential,3809.44,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5752,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119122,37549,NAVARA LODGE,PS Acquired Residential,3547.88,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119139,37549,NAVARA LODGE,PS Acquired Residential,3980.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119215,37549,NAVARA LODGE,PS Acquired Residential,3980.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119258,37549,NAVARA LODGE,PS Acquired Residential,3608.92,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119330,37549,NAVARA LODGE,PS Acquired Residential,3980.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119336,37549,NAVARA LODGE,Mental Health Residential,3980.16,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119345,37549,NAVARA LODGE,PS Acquired Residential,3501.32,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119140,37550,MOORLANDS REST HOME,PS Acquired Residential,4378,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5772,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119141,37550,MOORLANDS REST HOME,Mental Health Residential,5339,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
Reading Borough Council,11/09/2024,119184,37550,MOORLANDS REST HOME,Mental Health Residential,2413.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5732,Directorate of Social Care and Health Services
