Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,03/08/2023,4820263,371650,NATASHA MILLER,JLT Disbursements,1000,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4824080,371651,BRIAR ASSOCIATES LTD,Valuation,275,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824080,371651,BRIAR ASSOCIATES LTD,Valuation,275,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824081,371651,BRIAR ASSOCIATES LTD,Waste Disposal,1935,Consultancy Fees,Third Party Supplier,STANDARD,4562,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824098,371651,BRIAR ASSOCIATES LTD,Acre Business Park,275,Building Maintenance,Third Party Supplier,STANDARD,2120,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824098,371651,BRIAR ASSOCIATES LTD,Park Service,275,Consultancy Fees,Third Party Supplier,STANDARD,1302,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824099,371651,BRIAR ASSOCIATES LTD,Caretakers Properties,150,Building Maintenance,Third Party Supplier,STANDARD,3700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824100,371651,BRIAR ASSOCIATES LTD,Valuation,275,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824100,371651,BRIAR ASSOCIATES LTD,Valuation,1935,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824101,371651,BRIAR ASSOCIATES LTD,Valuation,150,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824101,371651,BRIAR ASSOCIATES LTD,Valuation,275,External Legal Services,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Shops & Garages,150,Consultancy Fees,Third Party Supplier,STANDARD,2126,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Shops & Garages,150,Consultancy Fees,Third Party Supplier,STANDARD,2126,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Sundry Properties,275,Consultancy Fees,Third Party Supplier,STANDARD,2125,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Shops & Garages,275,Consultancy Fees,Third Party Supplier,STANDARD,2126,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Shops & Garages,275,Consultancy Fees,Third Party Supplier,STANDARD,2126,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Shops & Garages,275,Consultancy Fees,Third Party Supplier,STANDARD,2126,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Sundry Properties,680,Consultancy Fees,Third Party Supplier,STANDARD,2125,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824103,371651,BRIAR ASSOCIATES LTD,Sundry Properties,1935,Consultancy Fees,Third Party Supplier,STANDARD,2125,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4824199,371652,LOVING ANGELS CARE,Social Support,691.03,Purchased Care,Direct Payments,STANDARD,5790,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824200,371652,LOVING ANGELS CARE,PS Acquired Community Services,2304.96,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824202,371652,LOVING ANGELS CARE,LD Community Services,1621.9,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824204,371652,LOVING ANGELS CARE,LD Community Services,1885.1,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824208,371652,LOVING ANGELS CARE,LD Community Services,4776.8,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824209,371652,LOVING ANGELS CARE,LD Community Services,550.16,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824211,371652,LOVING ANGELS CARE,LD Community Services,3752.88,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824219,371652,LOVING ANGELS CARE,LD Community Services,592.48,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4820229,371653,CROWDENGAGE LTD,Hexagon Catering,915.8,PurchaseComputer Equipt,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/08/2023,4820257,371655,LMG SOCIAL WORK SERVICES LTD,JLT Disbursements,57.6,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820257,371655,LMG SOCIAL WORK SERVICES LTD,JLT Disbursements,80,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820257,371655,LMG SOCIAL WORK SERVICES LTD,JLT Disbursements,90,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820257,371655,LMG SOCIAL WORK SERVICES LTD,JLT Disbursements,180,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820257,371655,LMG SOCIAL WORK SERVICES LTD,JLT Disbursements,270,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4813472,371656,DRAIN DEVELOPMENTS LTD,Payroll + Payments A/c,-96.44,System Creditors,Third Party Supplier,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,03/08/2023,4813472,371656,DRAIN DEVELOPMENTS LTD,Payroll + Payments A/c,-43.56,System Creditors,Third Party Supplier,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,03/08/2023,4813472,371656,DRAIN DEVELOPMENTS LTD,Temporary Accommodation HRA,700,Estate Maintenance,Third Party Supplier,STANDARD,5930,HAAA-Housing Revenue Account
RBC Legal Entity,03/08/2023,4813472,371656,DRAIN DEVELOPMENTS LTD,Temporary Accommodation HRA,1550,Estate Maintenance,Third Party Supplier,STANDARD,5930,HAAA-Housing Revenue Account
RBC Legal Entity,03/08/2023,4824271,371657,ALL CARE (GB) LTD,PS Acquired Community Services,928.53,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824272,371657,ALL CARE (GB) LTD,PS Acquired Community Services,746.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824273,371657,ALL CARE (GB) LTD,PS Acquired Community Services,2106.84,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824278,371657,ALL CARE (GB) LTD,PS Acquired Community Services,596.96,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824279,371657,ALL CARE (GB) LTD,PS Acquired Community Services,533,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824281,371657,ALL CARE (GB) LTD,PS Acquired Community Services,1124.01,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824290,371657,ALL CARE (GB) LTD,PS Acquired Community Services,959.4,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824304,371657,ALL CARE (GB) LTD,PS Acquired Community Services,651.6,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/08/2023,4824490,371659,CLARE CULLEN,Legal Services,650,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,6.46,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,6.46,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,6.8,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,6.8,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,6.8,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,41.8,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4820438,371662,S E L WRIGHT CONSULTING LTD,JLT Disbursements,350,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/08/2023,4824485,371666,MR RYAN ANDERSON OF FIELD COURT CHAMBERS,Legal Services,700,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/08/2023,4814940,371667,MODUS CONSTRUCTION LTD,Corporate FM - Community Buildings,2240,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4824526,371668,Brighter Futures for Children,Brighter Futures for Children,184921,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824527,371668,Brighter Futures for Children,DSG (RBC),22667,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824527,371668,Brighter Futures for Children,DSG (RBC),81583,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824527,371668,Brighter Futures for Children,DSG (RBC),777991,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824527,371668,Brighter Futures for Children,DSG (RBC),2242578,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824528,371668,Brighter Futures for Children,Brighter Futures for Children,374744,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4824529,371668,Brighter Futures for Children,Brighter Futures for Children,3726175,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,04/08/2023,4817187,371675,AGILISYS LTD,IT Management,79904.95,TPP  Contract,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/08/2023,4817957,371675,AGILISYS LTD,Future ICT operating model,20537.5,IT - Costs/Equipment,Third Party Supplier,STANDARD,8636,ZZZC-Capital
RBC Legal Entity,04/08/2023,4818043,371676,TRASH UK LTD,Fleet Management,3400,Vehicle Spot Hire,Third Party Supplier,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4818414,371678,VIVID RESOURCING,Planning,3350.5,Agency Staff,Third Party Supplier,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4817828,371679,MILESTONE INFRASTRUCTURE LTD,Civil Engineering,27578.7,Street Lighting,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4817836,371679,MILESTONE INFRASTRUCTURE LTD,Invest to Save Street lighting,8837.47,Contractors,SUB-CONTRACTOR,STANDARD,8882,ZZZC-Capital
RBC Legal Entity,04/08/2023,4817840,371679,MILESTONE INFRASTRUCTURE LTD,Invest to Save Street lighting,6151.23,Contractors,SUB-CONTRACTOR,STANDARD,8882,ZZZC-Capital
RBC Legal Entity,04/08/2023,4817915,371679,MILESTONE INFRASTRUCTURE LTD,DLO Day to Day Trades,491.61,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4820521,371679,MILESTONE INFRASTRUCTURE LTD,Local Sustainable Transport Fund (LSTF),3505.79,Contractors,SUB-CONTRACTOR,STANDARD,8801,ZZZC-Capital
RBC Legal Entity,04/08/2023,4820431,371680,SMILE PUBLICATIONS LTD,New Directions,555,Publicity & Media Work,Third Party Supplier,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4820586,371680,SMILE PUBLICATIONS LTD,Public Health Team Costs,535,Advertising - General,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4820596,371680,SMILE PUBLICATIONS LTD,Strategic Transport & Concessionary Fares,555,Consultancy Fees,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4817986,371682,MEDILINK CONSULTING LTD,Coroner,1400,Medical Fees,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4818403,371683,ORBITAL SOUND LTD,Hexagon Operations,3145,Equipment Hire,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/08/2023,4814056,371684,CARE4U WE LTD,Assets _ General,-131.09,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4814056,371684,CARE4U WE LTD,LD Community Services,3659.89,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4814057,371684,CARE4U WE LTD,Assets _ General,-393.73,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4814057,371684,CARE4U WE LTD,LD Community Services,10992.8,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4814064,371684,CARE4U WE LTD,Assets _ General,-322.24,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4814064,371684,CARE4U WE LTD,LD Community Services,8996.68,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4814066,371684,CARE4U WE LTD,Assets _ General,-101.76,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4814066,371684,CARE4U WE LTD,PS Acquired Community Services,2840.95,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824384,371684,CARE4U WE LTD,Assets _ General,-108.17,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824384,371684,CARE4U WE LTD,Assets _ General,-84.62,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824384,371684,CARE4U WE LTD,Assets _ General,108.17,Payments in Advance,Direct Payments,STANDARD,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824384,371684,CARE4U WE LTD,LD Community Services,2362.68,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824385,371684,CARE4U WE LTD,Assets _ General,-108.17,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824385,371684,CARE4U WE LTD,Assets _ General,-97.99,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824385,371684,CARE4U WE LTD,Assets _ General,97.99,Payments in Advance,Direct Payments,STANDARD,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824385,371684,CARE4U WE LTD,Mental Health Community Services,3020.17,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824386,371684,CARE4U WE LTD,Assets _ General,-97.99,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824386,371684,CARE4U WE LTD,Mental Health Community Services,2735.85,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824387,371684,CARE4U WE LTD,Assets _ General,-68.35,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824387,371684,CARE4U WE LTD,Mental Health Community Services,1908.4,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824388,371684,CARE4U WE LTD,Assets _ General,-95.72,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824388,371684,CARE4U WE LTD,Mental Health Community Services,2672.59,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824390,371684,CARE4U WE LTD,Assets _ General,-164.18,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824390,371684,CARE4U WE LTD,LD Community Services,4583.93,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824391,371684,CARE4U WE LTD,Assets _ General,-111.54,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824391,371684,CARE4U WE LTD,Mental Health Community Services,3114.25,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824392,371684,CARE4U WE LTD,Assets _ General,-144.64,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824392,371684,CARE4U WE LTD,PS Acquired Community Services,4038.29,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824393,371684,CARE4U WE LTD,Assets _ General,-83,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824393,371684,CARE4U WE LTD,Mental Health Community Services,2317.19,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824394,371684,CARE4U WE LTD,Assets _ General,-62.97,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824394,371684,CARE4U WE LTD,Mental Health Community Services,1758.16,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824395,371684,CARE4U WE LTD,Assets _ General,-98.53,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824395,371684,CARE4U WE LTD,LD Community Services,2750.78,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824396,371684,CARE4U WE LTD,Assets _ General,-112.15,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824396,371684,CARE4U WE LTD,Mental Health Community Services,3131.05,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824397,371684,CARE4U WE LTD,Assets _ General,-98.37,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824397,371684,CARE4U WE LTD,LD Community Services,2746.51,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824398,371684,CARE4U WE LTD,Assets _ General,-136.08,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824398,371684,CARE4U WE LTD,LD Community Services,3799.21,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824399,371684,CARE4U WE LTD,Assets _ General,-346.75,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824399,371684,CARE4U WE LTD,LD Community Services,9681,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824400,371684,CARE4U WE LTD,Assets _ General,-104.89,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824400,371684,CARE4U WE LTD,Mental Health Community Services,853.28,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824400,371684,CARE4U WE LTD,LD Community Services,2075.2,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824401,371684,CARE4U WE LTD,Assets _ General,-109.6,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824401,371684,CARE4U WE LTD,LD Community Services,3059.97,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824402,371684,CARE4U WE LTD,Assets _ General,-137.6,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824402,371684,CARE4U WE LTD,LD Community Services,3841.85,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824403,371684,CARE4U WE LTD,Assets _ General,-112.97,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824403,371684,CARE4U WE LTD,LD Community Services,3154.06,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824404,371684,CARE4U WE LTD,Assets _ General,-108.23,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824404,371684,CARE4U WE LTD,Mental Health Community Services,3021.62,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824405,371684,CARE4U WE LTD,Assets _ General,-137.67,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824405,371684,CARE4U WE LTD,LD Community Services,3843.7,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4824406,371684,CARE4U WE LTD,Assets _ General,-193.71,Payments in Advance,Direct Payments,CREDIT,9885,ZZZB-Balance Sheet
RBC Legal Entity,04/08/2023,4824406,371684,CARE4U WE LTD,Mental Health Community Services,5408.34,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/08/2023,4821134,371685,S E L WRIGHT CONSULTING LTD,JLT Disbursements,187.2,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/08/2023,4821134,371685,S E L WRIGHT CONSULTING LTD,JLT Disbursements,196.46,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/08/2023,4821134,371685,S E L WRIGHT CONSULTING LTD,JLT Disbursements,1400,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/08/2023,4816850,371687,KOMFORT SERVICES,Corporate Offices,4968.75,Building Works,SUB-CONTRACTOR,STANDARD,8602,ZZZC-Capital
RBC Legal Entity,04/08/2023,4816850,371687,KOMFORT SERVICES,Corporate Offices,108343.33,Building Works,SUB-CONTRACTOR,STANDARD,8602,ZZZC-Capital
