Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
Reading Borough Council,04/03/2024,39748,12400,PERFECT CIRCLE JV LTD,Civil Engineering,2096.49,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R4550,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,39750,12400,PERFECT CIRCLE JV LTD,Highways Infrastructure,2898,Capital                       -,Contractors,RBC Standard Invoice,C8280,Capital
Reading Borough Council,04/03/2024,39751,12400,PERFECT CIRCLE JV LTD,Civil Engineering,1574.43,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R4550,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,39756,12400,PERFECT CIRCLE JV LTD,Civil Engineering,1835.46,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R4550,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,29865,12401,KATHERINE WILSON LTD,JLT Disbursements,2778.01,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,31690,12404,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2994.75,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,32863,12404,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2394,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,32871,12404,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2988,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,32872,12404,THE MODERN FAMILY LAW COMPANY,JLT Disbursements,2295,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,33846,12405,LIMMS CARE SERVICES,PS Acquired Community Services,3344.88,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/03/2024,33847,12405,LIMMS CARE SERVICES,PS Acquired Community Services,2736.72,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/03/2024,33849,12405,LIMMS CARE SERVICES,PS Acquired Community Services,1042.56,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,04/03/2024,27286,12406,PROSIS LTD,Traffic,1169.72,Supplies and Services         -,Software Licences,RBC Standard Invoice,R4703,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,37618,12407,MLP DECORATING & BUILDING SERVICES,Corporate Maintenance Services,4690,Third Party Payments          -,Third Party Pymts: Other Estab,RBC CIS Invoice,R4080,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,28868,12408,AXIOMATIC TECHNOLOGY LTD,Town Hall Operations,550,Supplies and Services         -,Software Support,RBC Standard Invoice,R1210,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,30429,12409,RG COMMERCIAL CATERING SERVICES LTD,South Street Operations,680,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R1220,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,30406,12411,CORDIE LTD,Procurement Services,3600,Employees                     -,Training & Development Costs,RBC Standard Invoice,R2402,Directorate of Resources
Reading Borough Council,04/03/2024,27215,12414,D R JONES YEOVIL LTD,Repairs,1650,Premises Related Expenses     -,Door Replacement Programme,RBC CIS Invoice,R5970,Housing
Reading Borough Council,04/03/2024,34641,12415,HANNINGTONS LTD,Bed and Breakfast,550,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,34642,12415,HANNINGTONS LTD,Bed and Breakfast,990,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,34645,12415,HANNINGTONS LTD,Bed and Breakfast,1540,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,27246,12416,KB REAL ESTATE MANAGEMENT LTD,Bed and Breakfast,525,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,32482,12417,TUSKERDIRECT LTD,Buildings Payroll,546.85,Employees                     -,Basic Pay : General,RBC Standard Invoice,R3390,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,32485,12417,TUSKERDIRECT LTD,PDOP Team,695.04,Employees                     -,Basic Pay : General,RBC Standard Invoice,R5722,Directorate of Social Care and Health Services
Reading Borough Council,04/03/2024,38802,12418,SAFEGUARD PEST CONTROL & ENVIRONMENTAL S,Sheltered Housing,720,Premises Related Expenses     -,Estate Maintenance,RBC Standard Invoice,R5940,Housing
Reading Borough Council,04/03/2024,39911,12419,S.GURD PROPERTY SOLUTIONS LTD,DFG & Priv Sector Adaptations,522,Capital                       -,Grants Paid Out,RBC Refunds Manual Entry,C8120,Capital
Reading Borough Council,04/03/2024,39914,12419,S.GURD PROPERTY SOLUTIONS LTD,DFG & Priv Sector Adaptations,3198,Capital                       -,Grants Paid Out,RBC Refunds Manual Entry,C8120,Capital
Reading Borough Council,04/03/2024,34827,12420,ELEANOR LEYDON,JLT Disbursements,3299.99,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,32304,12421,THOMAS WATKINS,Repairs,3250,Premises Related Expenses     -,Responsive Repairs,RBC Standard Invoice,R5970,Housing
Reading Borough Council,04/03/2024,32136,12422,MASTER TECH,Fleet Management,2773.78,Transport Related Expenditure -,Vehicle Maintenance,RBC Standard Invoice,R4552,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,28860,12423,RINGGO LTD,On Street Pay and Display,6108.58,Supplies and Services         -,Software Support,RBC Standard Invoice,R4727,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,39771,12424,SUSTAINABLE ENERGY PURCHASING LTD,Other Education Schemes,1008,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,04/03/2024,39773,12424,SUSTAINABLE ENERGY PURCHASING LTD,Other Education Schemes,1903,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8518,Capital
Reading Borough Council,04/03/2024,27100,12425,DNA COUNSELLING PSYCHOLOGY,Coroner,720,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4605,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,22299,12426,OXFORD PROFESSIONAL EDUCATION GROUP LTD,Waste Disposal,2100,Employees                     -,Training & Development Costs,RBC Standard Invoice,R4562,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,04/03/2024,29493,12427,DYNAMIC TRAINING UK,"Safeguarding, Quality & Perfor",775,Employees                     -,Training & Development Costs,RBC Standard Invoice,R5730,Directorate of Social Care and Health Services
Reading Borough Council,04/03/2024,32142,12428,JO MACAULEY ISW,JLT Disbursements,1776.3,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,04/03/2024,34785,12429,AIRPORT TRAVELS (READING) LTD,PS Acquired Community Services,810,Third Party Payments          -,Service User Travel Costs,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,05/03/2024,30922,12481,GLASRITE LTD,DLO Voids Trades,1924.9,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,36388,12481,GLASRITE LTD,Planned Maintenance Trades,1463.62,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4040,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,36389,12481,GLASRITE LTD,Planned Maintenance Trades,1799.25,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4040,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,30378,12484,READING TRANSPORT LTD,Strategic Transport & Concessi,256974.52,Third Party Payments          -,Payments for Bus Services,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,37649,12484,READING TRANSPORT LTD,Strategic Transport & Concessi,334850.39,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,37650,12484,READING TRANSPORT LTD,Strategic Transport & Concessi,319531.17,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R4726,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39484,12485,VIRGIN MEDIA BUSINESS LTD,IT Management,733.43,Supplies and Services         -,Internet/WiFi,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,05/03/2024,39486,12485,VIRGIN MEDIA BUSINESS LTD,IT Management,980.33,Supplies and Services         -,Internet/WiFi,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,05/03/2024,36371,12486,ROYAL MAIL GROUP LTD,IT Management,1394.5,Supplies and Services         -,Cash Collection Service,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,05/03/2024,39168,12486,ROYAL MAIL GROUP LTD,IT Management,980.51,Supplies and Services         -,Cash Collection Service,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,05/03/2024,39170,12486,ROYAL MAIL GROUP LTD,IT Management,1394.5,Supplies and Services         -,Cash Collection Service,RBC Standard Invoice,R2300,Directorate of Resources
Reading Borough Council,05/03/2024,36384,12487,BRITISH GAS TRADING LTD,Repairs,820.42,Premises Related Expenses     -,Minor Voids : Repairs,RBC CIS Invoice,R5970,Housing
Reading Borough Council,05/03/2024,40103,12488,PANGBOURNE PLANT HIRE LTD,Highways,3378.43,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4252,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,34381,12489,A P FAULKNER (HEATING) LTD,DLO Day to Day Trades,3450.3,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39844,12490,STEPHEN CRISPIN,JLT Disbursements,1600,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,05/03/2024,39847,12490,STEPHEN CRISPIN,JLT Disbursements,950,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,05/03/2024,10153,12491,INSIGHT MEDIA INTERNET LTD,Reading Libraries,1200,Supplies and Services         -,Software Licences,RBC Standard Invoice,R1400,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40132,12494,M & B ELECTRICAL SERVICES,DLO Voids Trades,11084.38,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40137,12496,TRAVELERS INSURANCE COMPANY LTD,Insurance CEC,18884.5,Supplies and Services         -,Insurance Costs : General,RBC Standard Invoice,R2205,Directorate of Resources
Reading Borough Council,05/03/2024,40194,12497,PATROL,Bus Lane Enforcement,5264.45,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R4722,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40196,12497,PATROL,Special Parking Area,3862.5,Supplies and Services         -,External Legal Services,RBC Standard Invoice,R4724,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40212,12498,CROWN LODGE GUEST HOUSE,Single Homelessness Grants,553,Supplies and Services         -,Preventative & Support Svces,RBC Standard Invoice,R5860,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40171,12499,CHRISTIAN HOWELL CARPENTRY,DLO Kitchen & Bathroom Trades,9239.24,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4042,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,34980,12500,MEADEE FLOORING LTD,DLO Voids Trades,1080,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,34981,12500,MEADEE FLOORING LTD,DLO Voids Trades,1484,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,35096,12500,MEADEE FLOORING LTD,DLO Voids Trades,1484,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4020,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,37602,12500,MEADEE FLOORING LTD,DLO Day to Day Trades,1220,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,37605,12500,MEADEE FLOORING LTD,DLO Day to Day Trades,610,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40183,12502,READING HAMPSHIRE PROPERTY PARTNERSHIP L,MRA Account,6056.11,Premises Related Expenses     -,Feasibility Studies,RBC Standard Invoice,R5975,Housing
Reading Borough Council,05/03/2024,40184,12502,READING HAMPSHIRE PROPERTY PARTNERSHIP L,MRA Account,624.96,Premises Related Expenses     -,Feasibility Studies,RBC Standard Invoice,R5975,Housing
Reading Borough Council,05/03/2024,40186,12502,READING HAMPSHIRE PROPERTY PARTNERSHIP L,MRA Account,6491.47,Premises Related Expenses     -,Roofs & Structural Repairs,RBC Standard Invoice,R5975,Housing
Reading Borough Council,05/03/2024,40187,12502,READING HAMPSHIRE PROPERTY PARTNERSHIP L,MRA Account,8548.12,Premises Related Expenses     -,Feasibility Studies,RBC Standard Invoice,R5975,Housing
Reading Borough Council,05/03/2024,39400,12503,ASCENTIS,New Directions,1237,Supplies and Services         -,Examination Fees,RBC Standard Invoice,R3340,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40092,12509,RE3 LTD,Waste Disposal,2172806.69,Supplies and Services         -,Waste Collection,Invoice,R4562,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39523,12512,EUROPEAN ASBESTOS SERVICES LTD,Repairs,17737.51,Premises Related Expenses     -,Asbestos,RBC CIS Invoice,R5970,Housing
Reading Borough Council,05/03/2024,40165,12513,CHANGE GROW LIVE SERVICES LTD,Public Health Team Costs,478225,Supplies and Services         -,Payments to Operators,RBC Standard Invoice,R2065,Directorate of Social Care and Health Services
Reading Borough Council,05/03/2024,39891,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39892,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39893,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39894,12514,BERKSHIRE ROOMS,Bed and Breakfast,535,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39895,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39896,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39897,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39898,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39899,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39900,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39901,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39902,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39903,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39905,12514,BERKSHIRE ROOMS,Bed and Breakfast,749,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,35130,12516,BANNER GROUP LTD,Corporate FM - Office Building,1052.16,Supplies and Services         -,Stationery,RBC Standard Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,39366,12518,RICHARD CARROLL,JLT Disbursements,800,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,05/03/2024,39804,12519,GTM WOODLEY,DLO Kitchen & Bathroom Trades,2680.5,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4042,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,05/03/2024,40126,12520,TIMOTHY BOWE,JLT Disbursements,16500,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,05/03/2024,40133,12520,TIMOTHY BOWE,JLT Disbursements,10000,Support Services              -,Legal Service Recharge - Exp,RBC Standard Invoice,R2407,Directorate of Resources
Reading Borough Council,05/03/2024,39447,12521,TUSKERDIRECT LTD,PDOP Team,695.04,Employees                     -,Basic Pay : General,RBC Standard Invoice,R5722,Directorate of Social Care and Health Services
Reading Borough Council,05/03/2024,40193,12524,D J & E A MELLOR T/A AS STREETMELLOR,Adults Quality and Safeguardin,2141.99,Supplies and Services         -,Consultancy Fees,RBC Standard Invoice,R5158,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,34780,12539,IMAGE BOX DESIGN LTD,Test and Trace,3572.5,Supplies and Services         -,Advertising : General,RBC Standard Invoice,R2068,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,34637,12540,CARELINE,LD Day Services,2415.66,Employees                     -,Agency Staff,RBC Standard Invoice,R5055,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,33795,12542,M&R SERVICES,Social Support,600,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5790,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,30441,12544,PITNEY BOWES LTD,Post Room,25235.32,Supplies and Services         -,Postage,RBC Standard Invoice,R2585,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,32935,12547,TUNSTALL GROUP LTD,Sheltered Housing,3074.56,Supplies and Services         -,Equipment Hire,RBC CIS Invoice,R5940,Housing
Reading Borough Council,06/03/2024,35295,12548,SOLACE IN BUSINESS LTD,ASC Senior Management Team,5830.65,Employees                     -,Staff Recruitment Costs,RBC Standard Invoice,R5700,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,32009,12549,ACTIVE ASSISTANCE,PS Acquired Community Services,751.71,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,32010,12549,ACTIVE ASSISTANCE,PS Acquired Community Services,1044,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5771,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,31718,12550,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,565.37,Supplies and Services         -,Catering Stock,RBC Standard Invoice,R1210,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,34054,12550,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,651.74,Supplies and Services         -,Catering Stock,RBC Standard Invoice,R1210,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,36387,12550,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,904.7,Supplies and Services         -,Catering Stock,RBC Standard Invoice,R1200,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,33315,12551,WSP UK LTD,New Build & Acquis: Phase 2-4,3000,Capital                       -,External Fees  Misc.,RBC Standard Invoice,C8712,Capital
Reading Borough Council,06/03/2024,29435,12552,CAPITA BUSINESS SERVICES LTD,Housing Benefit Administration,22955.25,Third Party Payments          -,Third Party Pymts: Other Estab,RBC Standard Invoice,R2265,Directorate of Resources
Reading Borough Council,06/03/2024,30421,12555,TFG GROUP LTD,Corporate Maintenance Services,1741,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4080,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,29640,12556,HAMBLIN WATERMAINS,Cemeteries,980,Supplies and Services         -,Equipment Purchase & Repair,RBC CIS Invoice,R4607,Directorate of Resources
Reading Borough Council,06/03/2024,32959,12558,GLASRITE LTD,DLO Day to Day Trades,2034.88,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,33342,12558,GLASRITE LTD,DLO Day to Day Trades,1230.69,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,33343,12558,GLASRITE LTD,DLO Day to Day Trades,1468.15,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,33345,12558,GLASRITE LTD,DLO Day to Day Trades,815.02,Third Party Payments          -,Subcontractors Labour,RBC CIS Invoice,R4010,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,40437,12559,THE AVENUE SCHOOL SPECIAL NEEDS ACADEMY,School Grants Holding Account,60330.6,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3295,Former Directorate of Education and Childrens Services
Reading Borough Council,06/03/2024,40434,12560,BLESSED HUGH FARINGDON RC SCHOOL,School Grants Holding Account,49599.33,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3295,Former Directorate of Education and Childrens Services
Reading Borough Council,06/03/2024,40435,12560,BLESSED HUGH FARINGDON RC SCHOOL,School Grants Holding Account,49599.33,Transfer Payments             -,School Transfer Payment,RBC Spreadsheet Invoice,R3295,Former Directorate of Education and Childrens Services
Reading Borough Council,06/03/2024,39521,12562,BRITISH TELECOMMUNICATIONS PLC,New Build & Acquis: Phase 2-4,949.5,Capital                       -,External Fees  Misc.,RBC CIS Invoice,C8712,Capital
Reading Borough Council,06/03/2024,35154,12563,CITY & GUILDS,New Directions,513,Supplies and Services         -,Examination Fees,RBC Standard Invoice,R3340,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,39195,12564,THAMES WATER UTILITIES LTD,Community Care Properties,557.46,Premises Related Expenses     -,Water and Sewerage,RBC CIS Invoice,R5067,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,40147,12566,STUART DIGGENS BUILDING & ROOFING LTD,Corporate FM - Office Building,947,Premises Related Expenses     -,Building Maintenance,RBC CIS Invoice,R3738,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,38920,12569,PARITY FOR DISABILITY,LD Community Services,2548.8,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,31993,12571,THE WAYS & MEANS TRUST LTD,LD Community Services,559.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,31999,12571,THE WAYS & MEANS TRUST LTD,LD Community Services,745.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,32002,12571,THE WAYS & MEANS TRUST LTD,LD Community Services,745.6,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,32006,12571,THE WAYS & MEANS TRUST LTD,LD Community Services,559.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,32008,12571,THE WAYS & MEANS TRUST LTD,LD Community Services,559.2,Third Party Payments          -,Purchased Care,RBC Mosaic Invoice,R5741,Directorate of Social Care and Health Services
Reading Borough Council,06/03/2024,28894,12573,ALARM LTD,Insurance CEC,880,Supplies and Services         -,Subscriptions,RBC Standard Invoice,R2205,Directorate of Resources
Reading Borough Council,06/03/2024,33577,12574,J MOULD (READING),Property Development,17242.28,Supplies and Services         -,Consultancy Fees,RBC CIS Invoice,R5995,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,33578,12574,J MOULD (READING),Property Development,27453.51,Supplies and Services         -,Consultancy Fees,RBC CIS Invoice,R5995,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,38381,12575,THE SOCIETY OF CHIEF LIBRARIANS,Reading Libraries,969.93,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R1400,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,38382,12575,THE SOCIETY OF CHIEF LIBRARIANS,Reading Libraries,1743.05,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R1400,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,32874,12577,READING HOTEL,Single Homelessness Grants,1200,Supplies and Services         -,Preventative & Support Svces,RBC Standard Invoice,R5860,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,40486,12577,READING HOTEL,Bed and Breakfast,595,Premises Related Expenses     -,Rents,RBC Standard Invoice,R5871,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,39831,12580,READING REFUGEE SUPPORT GROUP,Afghan Resettlement Programme,1400,Supplies and Services         -,Professional Fees,RBC Standard Invoice,R2021,Chief Executive
Reading Borough Council,06/03/2024,29275,12581,FLOWBIRD SMART CITY UK LTD,On Street Pay and Display,3865,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4727,Directorate of Economic Growth and Neighbourhood Services
Reading Borough Council,06/03/2024,29436,12581,FLOWBIRD SMART CITY UK LTD,On Street Pay and Display,4225,Supplies and Services         -,Equipment Purchase & Repair,RBC Standard Invoice,R4727,Directorate of Economic Growth and Neighbourhood Services
