Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,11/07/2023,4805487,369129,KABA (UK) LTD,DLO Day to Day Trades,1065.6,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,11/07/2023,4813492,369130,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,58.11,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,11/07/2023,4813492,369130,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,2736.06,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,11/07/2023,4816625,369132,BOWAK LTD,Public Conveniences,418,Materials from Store,Third Party Supplier,STANDARD,4352,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,11/07/2023,4816666,369133,BLESSED HUGH FARINGDON RC SCHOOL,Blessed Hugh Faringdon,16945.02,Bank Income Holding Code,GOVERNMENT,STANDARD,3204,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4813731,369134,BRISTOW & SUTOR,Council Tax & Business Rates,75,Professional Fees,Third Party Supplier,STANDARD,2250,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4813938,369135,RADIS COMMUNITY CARE,PS Acquired Community Services,9581.88,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4813939,369135,RADIS COMMUNITY CARE,PS Acquired Community Services,9581.88,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4813940,369135,RADIS COMMUNITY CARE,PS Acquired Community Services,9581.88,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4809437,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,-16372.89,"Internet Connections, etc",UTILITY,CREDIT,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812466,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1180.38,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812468,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1180.65,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812469,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1180.39,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812470,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1182.22,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812471,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1181.1,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812472,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1183.56,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812473,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1182.64,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812474,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1183.69,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812477,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,89.51,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812477,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1183.13,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812478,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1183.21,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812480,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1180.27,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4812481,369136,VIRGIN MEDIA BUSINESS LTD,IT Management,1180.32,"Internet Connections, etc",UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,11/07/2023,4813474,369139,CLC CONTRACTORS LTD,Repairs,3758,Major Repairs,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,11/07/2023,4816662,369140,ALFRED SUTTON PRIMARY SCHOOL,Alfred Sutton Primary,7014.28,Bank Income Holding Code,GOVERNMENT,STANDARD,3050,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816663,369141,ALL SAINTS CE INFANTS,All Saints Infant School CE Aided,2278.36,Bank Income Holding Code,GOVERNMENT,STANDARD,3052,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816668,369142,CAVERSHAM PARK PRIMARY,Caversham Park Primary,3488.17,Bank Income Holding Code,SUPPLIER,STANDARD,3056,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816669,369143,CAVERSHAM PRIMARY,Caversham Primary,4332.81,Bank Income Holding Code,GOVERNMENT,STANDARD,3058,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816670,369144,COLEY PRIMARY,Coley Primary,1849.6,Bank Income Holding Code,SUPPLIER,STANDARD,3068,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816671,369145,E P COLLIER PRIMARY,EP Collier Primary,12174.93,Bank Income Holding Code,Third Party Supplier,STANDARD,3074,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816672,369146,EMMER GREEN PRIMARY,Emmer Green Primary,5383.34,Bank Income Holding Code,SUPPLIER,STANDARD,3070,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816673,369147,ENGLISH MARTYRS RC PRIMARY,English Martyrs RC Primary,1839.23,Bank Income Holding Code,Third Party Supplier,STANDARD,3072,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816674,369148,GEOFFREY FIELD INFANT SCHOOL,Geoffrey Field Infant,7284.54,Bank Income Holding Code,GOVERNMENT,STANDARD,3076,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816675,369149,GEOFFREY FIELD JUNIOR,Geoffrey Field Junior,11656.77,Bank Income Holding Code,SUPPLIER,STANDARD,3078,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816678,369150,KATESGROVE PRIMARY,Katesgrove Primary,9269.11,Bank Income Holding Code,Third Party Supplier,STANDARD,3084,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816679,369151,MANOR PRIMARY,Manor Primary School,3015.26,Bank Income Holding Code,GOVERNMENT,STANDARD,3086,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816680,369165,MICKLANDS PRIMARY SCHOOL,Micklands Primary,10803.6,Bank Income Holding Code,GOVERNMENT,STANDARD,3088,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816681,369166,MOORLANDS PRIMARY SCHOOL,Moorlands Primary,2373.42,Bank Income Holding Code,GOVERNMENT,STANDARD,3090,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816684,369167,OXFORD ROAD PRIMARY,Oxford Road Primary,1343.52,Bank Income Holding Code,GOVERNMENT,STANDARD,3094,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816685,369168,PARK LANE PRIMARY,Park Lane Primary,1585.2,Bank Income Holding Code,GOVERNMENT,STANDARD,3096,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816686,369169,REDLANDS PRIMARY,Redlands Primary,6500.33,Bank Income Holding Code,GOVERNMENT,STANDARD,3100,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816687,369170,THE RIDGEWAY PRIMARY,The Ridgeway Primary,21205.67,Bank Income Holding Code,GOVERNMENT,STANDARD,3118,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816688,369171,SOUTHCOTE PRIMARY SCHOOL,Southcote Primary,14682.05,Bank Income Holding Code,GOVERNMENT,STANDARD,3102,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816689,369172,ST ANNES RC PRIMARY,St Anne's RC Primary,1948.3,Bank Income Holding Code,GOVERNMENT,STANDARD,3104,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816690,369173,ST MARTINS RC PRIMARY,St Martin's RC Primary,3923.4,Bank Income Holding Code,GOVERNMENT,STANDARD,3108,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816691,369174,ST MICHAELS PRIMARY,St Michael's Primary,6934.16,Bank Income Holding Code,GOVERNMENT,STANDARD,3112,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816692,369175,THAMESIDE PRIMARY SCHOOL,Thameside Primary,6781.27,Bank Income Holding Code,GOVERNMENT,STANDARD,3114,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816693,369176,WILSON PRIMARY,Wilson Primary,2790.4,Bank Income Holding Code,GOVERNMENT,STANDARD,3126,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816677,369177,THE HOLY BROOK SCHOOL,The Holy Brook,658.93,Bank Income Holding Code,SUPPLIER,STANDARD,3254,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816664,369191,BLAGDON NURSERY,Blagdon Nursery,819,Bank Income Holding Code,GOVERNMENT,STANDARD,3000,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816667,369193,CAVERSHAM NURSERY,Caversham Nursery,1413.79,Bank Income Holding Code,GOVERNMENT,STANDARD,3004,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816682,369194,NEW BRIDGE NURSERY SCHOOL,New Bridge Nursery,1441.91,Bank Income Holding Code,GOVERNMENT,STANDARD,3006,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4816683,369195,NORCOT EARLY YEARS CENTRE,Norcot Nursery,2924.46,Bank Income Holding Code,GOVERNMENT,STANDARD,3010,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,40.28,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,40.28,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,40.28,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,40.28,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,45.32,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,61.36,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,61.36,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,61.36,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,61.36,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,110.77,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,110.77,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4814283,369196,EVERYCARE READING,Charles Clore Court,140.98,Agency Staff,Third Party Supplier,STANDARD,5157,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,11/07/2023,4810474,369197,CORONERS' SOCIETY OF ENGLAND & WALES,Coroner,750,Conference Expenses,GOVERNMENT,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,11/07/2023,4813485,369201,CHERUBS FLORAL DESIGN LTD,Events & Engagement,940,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,11/07/2023,4816658,369202,KIELY BROS LTD,Road Resurfacing,57115.99,Contractors,SUB-CONTRACTOR,STANDARD,8870,ZZZC-Capital
RBC Legal Entity,11/07/2023,4816765,369202,KIELY BROS LTD,Road Resurfacing,57165.05,Contractors,SUB-CONTRACTOR,STANDARD,8870,ZZZC-Capital
RBC Legal Entity,11/07/2023,4814632,369203,ST MUNGO'S COMMUNITY HOUSING ASSOCIATION LTD,Housing GF General Charges,14166,Preventive+SupportiveServ,SUPPLIER,STANDARD,5810,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4812524,369204,HAGS-SMP LTD,Streetscene,467,CPG Maintenance,SUB-CONTRACTOR,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4814680,369207,PATTCO LTD,Corporate Maintenance Services,47.2,Agency + Contracted Serv  Mng,Third Party Supplier,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4814680,369207,PATTCO LTD,Corporate Maintenance Services,734.85,Agency + Contracted Serv  Mng,Third Party Supplier,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,50,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,50,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,150,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,270,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,300,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4811842,369209,A1 LOO HIRE,Events & Engagement,360,Special Activities,Third Party Supplier,STANDARD,2080,EAAA-Chief Executive
RBC Legal Entity,12/07/2023,4816966,369210,RNR PROPERTIES LTD,Housing Advice,918.12,Responsive Repairs,Third Party Supplier,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816873,369212,TOTAL COMMUNICATION SERVICES LTD,New Directions,720,Educ.Supplies Curriculum,Third Party Supplier,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4812582,369213,JAMES TURNER,JLT Disbursements,1800,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4817074,369215,CROWN LODGE GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816960,369216,IMAGINE THEATRE LTD,Hexagon Operations,85879.41,Professional Fees,SUPPLIER,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816077,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1520.4,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816078,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1216.32,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816080,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1216.32,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816081,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1020.84,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816083,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1368.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816084,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,716.76,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816086,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1216.32,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816087,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1661.58,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816089,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816090,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1368.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816091,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,2736.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816092,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,608.16,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816093,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,912.24,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816094,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,1368.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4816095,369217,CAREMARK (WEST BERKSHIRE & READING),PS Acquired Community Services,2128.56,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4815059,369218,FIRST CHOICE LANDSCAPES & FENCING LTD,DLO Day to Day Trades,2122.74,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816898,369218,FIRST CHOICE LANDSCAPES & FENCING LTD,DLO Day to Day Trades,1220.94,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816899,369218,FIRST CHOICE LANDSCAPES & FENCING LTD,DLO Day to Day Trades,740.4,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816870,369223,THAMES VALLEY BUSES LTD,Strategic Transport & Concessionary Fares,1985.55,Payments for Bus Services,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816869,369226,VIVEDIA LTD,Crematorium,780,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4816869,369226,VIVEDIA LTD,Crematorium,6969,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4812664,369227,CORNFLOWER LTD,Town Hall - Museum,438,Stock Purchase,Third Party Supplier,STANDARD,1255,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4812458,369229,SIMPLE RECRUITMENT SERVICES LTD,Town Hall Operations,1280.39,Agency Staff,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4812498,369229,SIMPLE RECRUITMENT SERVICES LTD,Town Hall Operations,1445.95,Agency Staff,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816965,369230,PROSPECT HOLDINGS (READING) LTD,Housing Advice,918.12,Responsive Repairs,Landlord,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4813788,369233,HOUSING GENIE LTD,Bed and Breakfast,770,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4813791,369233,HOUSING GENIE LTD,Bed and Breakfast,665,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4811833,369234,F M CONWAY LTD,Road Resurfacing,606.16,Contractors,SUB-CONTRACTOR,STANDARD,8870,ZZZC-Capital
RBC Legal Entity,12/07/2023,4811843,369234,F M CONWAY LTD,Road Resurfacing,454.09,Contractors,SUB-CONTRACTOR,STANDARD,8870,ZZZC-Capital
RBC Legal Entity,12/07/2023,4810364,369236,THE KING'S FUND,"Safeguarding, Quality & Performance Management Team",1125,Training & Development Costs,Third Party Supplier,STANDARD,5730,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,12/07/2023,4813550,369238,CERTAS ENERGY UK LTD,Corporate FM - Office Buildings,32740.64,Fuel + Oil,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810383,369239,CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT (CIPD),Organisational Development Team,880,Subscriptions,Third Party Supplier,STANDARD,3430,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4817070,369240,"ASSOCIATION OF DIRECTORS OF ENVIRONMENT, ECONOMY, PLANNING & TRANSPORT",DEGNS Management,645,Subscriptions,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4816964,369243,TAIRA CATON,Housing Advice,678.61,Responsive Repairs,SUPPLIER,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810388,369246,STANTEC UK LTD,LEP Projects,4430.63,Contractors,Third Party Supplier,STANDARD,8806,ZZZC-Capital
RBC Legal Entity,12/07/2023,4810389,369246,STANTEC UK LTD,LEP Projects,22366.72,Contractors,Third Party Supplier,STANDARD,8806,ZZZC-Capital
RBC Legal Entity,12/07/2023,4810544,369247,CELADOR APARTMENTS LTD,Bed and Breakfast,2190,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810545,369247,CELADOR APARTMENTS LTD,Bed and Breakfast,1840,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810545,369247,CELADOR APARTMENTS LTD,Bed and Breakfast,3582,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810546,369247,CELADOR APARTMENTS LTD,Bed and Breakfast,1848,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4810546,369247,CELADOR APARTMENTS LTD,Bed and Breakfast,2624,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4815643,369248,BERKSHIRE ROOMS,Bed and Breakfast,133,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4815643,369248,BERKSHIRE ROOMS,Bed and Breakfast,532,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4814278,369249,EVIDENCE MATTERS LTD,JLT Disbursements,540,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4816849,369250,LONDON & KENT SAFETY TRAINING AT LTD,Health & Safety,1000,TPP to Others,Third Party Supplier,STANDARD,2700,LAAA-Directorate of Resources
RBC Legal Entity,12/07/2023,4817035,369251,PHOENIX LETS LTD,Bed and Breakfast,2280,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817036,369251,PHOENIX LETS LTD,Bed and Breakfast,-1064,Rents,Third Party Supplier,CREDIT,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817036,369251,PHOENIX LETS LTD,Bed and Breakfast,-266,Rents,Third Party Supplier,CREDIT,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817038,369251,PHOENIX LETS LTD,Bed and Breakfast,266,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817038,369251,PHOENIX LETS LTD,Bed and Breakfast,1064,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817041,369251,PHOENIX LETS LTD,Bed and Breakfast,1425,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817042,369251,PHOENIX LETS LTD,Bed and Breakfast,392,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,12/07/2023,4817042,369251,PHOENIX LETS LTD,Bed and Breakfast,1568,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
