Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
RBC Legal Entity,27/10/2023,4847927,109,TOTAL HEALTH SUPPORT & TRAINING SERVICES,ASC Senior Management Team,-10000,Other support - not recoverabl,INTERNAL,CREDIT,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4836386,376547,M&R SERVICES,Mental Health Community Services,575,Purchased Care,SUB-CONTRACTOR,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837065,376548,PITNEY BOWES LTD,Post Room,1.1,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837065,376548,PITNEY BOWES LTD,Post Room,5,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837065,376548,PITNEY BOWES LTD,Post Room,19906.17,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837137,376549,EE LTD,Bus Lane Enforcement,1747.13,Mobile Phones,UTILITY,STANDARD,4722,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837137,376549,EE LTD,Network Management,1747.14,Mobile Phones,UTILITY,STANDARD,4703,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834449,376552,KABA (UK) LTD,DLO Day to Day Trades,507.8,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834450,376552,KABA (UK) LTD,DLO Day to Day Trades,15,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834450,376552,KABA (UK) LTD,DLO Day to Day Trades,44.04,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834450,376552,KABA (UK) LTD,DLO Day to Day Trades,72.62,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834450,376552,KABA (UK) LTD,DLO Day to Day Trades,455,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834452,376555,MIDLAND SOFTWARE LTD,HR & Payroll,608.4,Software Licences,Third Party Supplier,STANDARD,2600,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4834453,376555,MIDLAND SOFTWARE LTD,HR & Payroll,1149.2,Software Licences,Third Party Supplier,STANDARD,2600,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4834454,376555,MIDLAND SOFTWARE LTD,HR & Payroll,500,Software Licences,Third Party Supplier,STANDARD,2600,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4838265,376556,FERGAL CONTRACTING CO LTD,Invest to Save Street lighting,1150,Contractors,SUB-CONTRACTOR,STANDARD,8882,ZZZC-Capital
RBC Legal Entity,02/10/2023,4836653,376559,AMBLEGLOW,Bridge Maintenance,472,Contractors,Third Party Supplier,STANDARD,8773,ZZZC-Capital
RBC Legal Entity,02/10/2023,4840549,376564,DOLPHIN MOBILITY LTD,Private Sector Grants,5582,Grants (Paid out by RBC),Third Party Supplier,STANDARD,8500,ZZZC-Capital
RBC Legal Entity,02/10/2023,4834549,376567,FABRIKAT(NOTTINGHAM)LTD,Highways and Drainage,70.97,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834549,376567,FABRIKAT(NOTTINGHAM)LTD,Highways and Drainage,120,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834549,376567,FABRIKAT(NOTTINGHAM)LTD,Highways and Drainage,916,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840598,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,160,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840598,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840598,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,680,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840599,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,280,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840599,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840599,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840599,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840602,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,160,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840602,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4840602,376569,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,380,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834404,376570,KRP CONSULTING ENGINEERS LTD,Streetscene,7450,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834405,376570,KRP CONSULTING ENGINEERS LTD,Streetscene,1875,TPP to Others,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4834474,376571,ARRIVA THE SHIRES LTD,Strategic Transport & Concessionary Fares,538,Consultancy Fees,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836668,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,412.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,82.5,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,165,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,165,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4836677,376572,ASSN OF ELECTORAL ADMINISTRATORS,Electoral Registration,165,Training & Development Costs,GOVERNMENT,STANDARD,2440,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Parking & Enforcement,-234.38,Agency Staff,Third Party Supplier,CREDIT,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,4.5,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),4.55,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,4.95,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Community Re-ablement Team,5.4,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,5.85,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),6.88,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,8.1,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,10.35,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),12.19,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,16.56,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),20.44,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),23.31,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),27,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),28.62,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),59.58,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),67.95,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),86.35,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),110.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,118.84,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,118.84,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,118.84,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Licensing Administration,133.4,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,179.7,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,213.92,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Parking & Enforcement,234.38,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,237.68,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,237.68,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,237.68,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,253.52,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),254.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,254.93,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,269.37,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),300,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),321.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,332.76,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,335.2,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,340.29,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,356.52,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,361.81,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),366.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,380.29,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,388.22,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,394.84,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Housing Maintenance And Repairs Staffing,438.14,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Housing Maintenance And Repairs Staffing,467.35,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Procurement Services,474.79,Agency Staff,Third Party Supplier,STANDARD,2402,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Coroner,521.78,Agency Staff,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Contact Centre,525.3,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Neighbourhood Services Support,542.82,Agency Staff,Third Party Supplier,STANDARD,4590,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Contact Centre,551.58,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),585.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Policy & Performance,636.76,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Personal Budget Support Team,644.14,Agency Staff,Third Party Supplier,STANDARD,5258,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Contact Centre,656.64,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,658.07,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,658.07,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,658.5,Training & Development Costs,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Licensing Administration,666.97,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Parking & Enforcement,677.82,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),688.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,691.62,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Parking & Enforcement,708.18,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,730.99,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Housing Maintenance And Repairs Staffing,752.54,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Policy & Performance,785.33,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Policy & Performance,785.33,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,825.31,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,833.1,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,838,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Refuse Collection,846.6,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,870.75,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Joint Legal Team,887.78,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Finance systems Re-procurement,921.95,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Communications,938.69,Agency Staff,Third Party Supplier,STANDARD,2075,EAAA-Chief Executive
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,938.76,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Finance systems Re-procurement,958.8,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,962.05,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,969.84,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,IT Management,970.4,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Streetscene,1050.61,Agency Staff,Third Party Supplier,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Discharge to Assess Hospital Service,1059.05,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,1089.4,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Community Re-ablement Team,1173.2,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,1173.2,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1197,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Discharge to Assess Hospital Service,1206.55,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Legal Services,1207.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1215.1,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,1257,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Advice and Wellbeing Service,1257,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,BFFC Agency Staff (Rechargeable),1257,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1257,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1257,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1257,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Mental Health Team,1257,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Reviews Team,1273.1,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/10/2023,4837144,376573,REED,Localities Team,1299.22,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
