Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre,Directorate
RBC Legal Entity,27/10/2023,4847892,379564,STRAWBERRY HILL MEDICAL CENTRE,Berkshire West Public Health Hub,6123,NHS Trusts,GOVERNMENT,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4847888,379565,FALKLAND SURGERY,Berkshire West Public Health Hub,2672,NHS Trusts,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4847888,379565,FALKLAND SURGERY,Berkshire West Public Health Hub,4624,NHS Trusts,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4847887,379566,EASTFIELD HOUSE SURGERY,Berkshire West Public Health Hub,3589,NHS Trusts,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4847889,379593,KINTBURY & WOOLTON HILL SURGERY,Berkshire West Public Health Hub,120,NHS Trusts,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4847889,379593,KINTBURY & WOOLTON HILL SURGERY,Berkshire West Public Health Hub,1474,NHS Trusts,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4841276,379594,TOTAL COMPUTER NETWORKS LTD,IT Management,425,Computer Consumables,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,27/10/2023,4841991,379595,VIVID RESOURCING,Valuation,2040,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4847874,379597,WJ SOUTH LTD,Civil Engineering,781.65,H.M.Road Markings,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841661,379598,DDC FOODS LTD,Hexagon Operations,562.84,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841128,379599,SIMON DREW,DLO Voids Trades,1100,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,7.82,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,16.96,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,19.12,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,21.06,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,25.98,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,25.98,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,29.67,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,29.67,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,31.49,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,31.49,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,35.69,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,35.79,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,38.24,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,49.38,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,56.88,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,64.74,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841641,379601,SMI INT GROUP LTD,Parking & Enforcement,70,Cleaning Materials,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4847830,379602,DANCE READING,Cultural Place Making,8500,Youth Activities,Third Party Supplier,STANDARD,1224,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841248,379603,LIGHTNING SAFETY SYSTEMS,MRA Account,16298.64,Electrical Checks,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,27/10/2023,4841248,379603,LIGHTNING SAFETY SYSTEMS,MRA Account,71518.57,Rewiring + Upgrades,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,27/10/2023,4847859,379633,BASSNA INVESTMENTS GROUP LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4841179,379634,PANORAMIC ASSOCIATES,Berkshire West Public Health Hub,5175,Agency Staff,Third Party Supplier,STANDARD,2002,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,33.58,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,46.84,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,48.15,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,48.27,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,56.97,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,58.58,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,83.82,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,106.8,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,124.36,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,148.38,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,295,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,412.88,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,551.32,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4844139,379635,LWC DRINKS LTD,Hexagon Operations,930.93,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4816505,379636,PRICEWATERHOUSECOOPERS,Universal Digital Systems ( previously digital solutions),118600,Other  Capitalisation,Third Party Supplier,STANDARD,8635,ZZZC-Capital
RBC Legal Entity,27/10/2023,4816506,379636,PRICEWATERHOUSECOOPERS,Customer Digital Experience,90810,Other  Capitalisation,Third Party Supplier,STANDARD,8634,ZZZC-Capital
RBC Legal Entity,27/10/2023,4833076,379636,PRICEWATERHOUSECOOPERS,Customer Digital Experience,-90810,Other  Capitalisation,Third Party Supplier,CREDIT,8634,ZZZC-Capital
RBC Legal Entity,27/10/2023,4833077,379636,PRICEWATERHOUSECOOPERS,Universal Digital Systems ( previously digital solutions),-118600,Other  Capitalisation,Third Party Supplier,CREDIT,8635,ZZZC-Capital
RBC Legal Entity,27/10/2023,4833278,379636,PRICEWATERHOUSECOOPERS,Universal Digital Systems ( previously digital solutions),168192,Other  Capitalisation,Third Party Supplier,STANDARD,8635,ZZZC-Capital
RBC Legal Entity,27/10/2023,4847348,379638,MARKS CONSULTING PARTNERS LTD,Valuation,2756.25,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,27/10/2023,4847913,379639,INCLUSIVE EMPLOYERS LTD,Generic/Capitalisation,21625,Other  Capitalisation,Third Party Supplier,STANDARD,8601,ZZZC-Capital
RBC Legal Entity,30/10/2023,4845542,379641,VICTORIA EDWARDS,Guaranteed Rent Scheme,663.08,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845541,379642,JAMES & TERESA WARD,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845564,379643,ANTHONY ROE,Guaranteed Rent Scheme,1545.74,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845659,379643,ANTHONY ROE,Guaranteed Rent Scheme,663.08,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845956,379643,ANTHONY ROE,Guaranteed Rent Scheme,880.53,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845636,379644,ALAN BULLOCK,Guaranteed Rent Scheme,947.4,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845544,379645,MARK WATTON,Guaranteed Rent Scheme,947.4,Rents,Direct Payments,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845543,379646,JASON & SCOTT LONDON,Guaranteed Rent Scheme,816.1,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846270,379647,FAITH CHRISTIAN GROUP (READING),Closing The Gap,833.33,Payments to Operators,Third Party Supplier,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,30/10/2023,4845546,379648,RAVI MISHRA,Guaranteed Rent Scheme,1545.74,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846106,379649,ENGLER PROPERTIES LTD,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845558,379650,PRODATA SYSTEMS LTD,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845713,379650,PRODATA SYSTEMS LTD,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845899,379651,PATRICK ARTWELL,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845551,379652,EUROCARB LTD,Guaranteed Rent Scheme,947.4,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846094,379653,DR FARLEY FERNANDO,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846038,379654,REBECCA TAYNTON,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4842497,379656,BANNER GROUP LTD,Corporate FM - Office Buildings,857.01,Stationery  Consumables,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845935,379657,GVA PROPERTIES LTD,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845934,379658,BRIJ BHARATI & ALKA BAHUGUNA,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846177,379658,BRIJ BHARATI & ALKA BAHUGUNA,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846214,379659,VTS SERVICES & CONSULTING LTD,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845805,379660,SEAN HEATH,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4841837,379661,NORTH PB LTD,Safer Community Unit,4116.25,"Internet Connections, etc",SUB-CONTRACTOR,STANDARD,5365,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845940,379662,NORTHWOOD READING,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845990,379663,CYRILENE TOLLAFIELD-SMALL,Guaranteed Rent Scheme,880.53,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4842473,379664,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Coroner,9777,Medical Fees,GOVERNMENT,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845941,379665,NICOLA BUTLER,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845943,379666,REDACTED,Guaranteed Rent Scheme,1006.72,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846052,379669,GEORGE HALLMEY,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845566,379670,FRANK & GARY HOPE,Guaranteed Rent Scheme,947.4,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845937,379670,FRANK & GARY HOPE,Guaranteed Rent Scheme,947.4,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845985,379670,FRANK & GARY HOPE,Guaranteed Rent Scheme,792.83,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845605,379671,SUMREEN SHEIKH,Guaranteed Rent Scheme,947.4,Rents,Direct Payments,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845554,379672,ROY & JANET SIMMONDS,Guaranteed Rent Scheme,1545.74,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845576,379673,ALLAN KEW,Guaranteed Rent Scheme,792.83,Rents,SUB-CONTRACTOR,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845639,379673,ALLAN KEW,Guaranteed Rent Scheme,792.83,Rents,SUB-CONTRACTOR,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845731,379673,ALLAN KEW,Guaranteed Rent Scheme,792.83,Rents,SUB-CONTRACTOR,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845764,379674,JOHN MAYNARD T/A JRM PROPERTIES,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845964,379674,JOHN MAYNARD T/A JRM PROPERTIES,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846029,379674,JOHN MAYNARD T/A JRM PROPERTIES,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845748,379675,BERYL BANISTER,Guaranteed Rent Scheme,947.4,Rents,SUPPLIER,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845565,379676,WINKWORTH ESTATE AGENTS,Guaranteed Rent Scheme,792.83,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845777,379676,WINKWORTH ESTATE AGENTS,Guaranteed Rent Scheme,947.4,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845555,379677,MOHAMMED S AHMED,Guaranteed Rent Scheme,1545.74,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845784,379678,AMAR AZIZ,Guaranteed Rent Scheme,792.83,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845799,379678,AMAR AZIZ,Guaranteed Rent Scheme,792.83,Rents,INDIVIDUAL,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845888,379679,MISS Y C FOSSEY & MR G LUBBOCK,Guaranteed Rent Scheme,1076.72,Rents,Direct Payments,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845944,379680,ELLEN TOGHER,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845817,379681,EDMUND & MARGARET ATKINSON ,Guaranteed Rent Scheme,865.8,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846030,379682,GURINDER KAUR JUTLAY,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846033,379682,GURINDER KAUR JUTLAY,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846101,379682,GURINDER KAUR JUTLAY,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845959,379683,SAID KAMAL HASHEMI,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845634,379684,JEMP LLP,Guaranteed Rent Scheme,792.83,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846118,379685,MISS N H PEARSON,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845955,379686,THAMES VALLEY MOTS,Guaranteed Rent Scheme,880.53,Rents,Third Party Supplier,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845953,379687,WASEEM ZAKIR,Guaranteed Rent Scheme,1146.86,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4841740,379688,MILESTONE INFRASTRUCTURE LTD,Invest to Save Street lighting,15990.31,Contractors,SUB-CONTRACTOR,STANDARD,8882,ZZZC-Capital
RBC Legal Entity,30/10/2023,4845976,379689,MRS V C MORRIS & MRS P J MORRIS,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846024,379689,MRS V C MORRIS & MRS P J MORRIS,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845998,379690,JON HUNDY,Guaranteed Rent Scheme,947.4,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845973,379691,MARK COOMBES,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845977,379691,MARK COOMBES,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846069,379691,MARK COOMBES,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846155,379691,MARK COOMBES,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846157,379691,MARK COOMBES,Guaranteed Rent Scheme,694.59,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4845971,379692,ANDY MEIGHEN,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846005,379692,ANDY MEIGHEN,Guaranteed Rent Scheme,792.83,Rents,Landlord,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4841975,379693,ADVANCED BUSINESS SOFTWARE & SOLUTIONS LTD,Accountancy,11402.21,Software Licences,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,30/10/2023,4845986,379694,JENNIFER STAYTE,Guaranteed Rent Scheme,880.53,Rents,Direct Payments,STANDARD,5872,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4843711,379698,WEST BERKSHIRE COUNCIL,LEP Projects,853.1,Contractors,GOVERNMENT,STANDARD,8806,ZZZC-Capital
RBC Legal Entity,30/10/2023,4846266,379699,READING CITIZENS ADVICE BUREAU,Closing The Gap,8024.33,Payments to Operators,GOVERNMENT,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,30/10/2023,4846263,379700,THAMES VALLEY POSITIVE SUPPORT,Closing The Gap,2579.16,Payments to Operators,SUPPLIER,STANDARD,5307,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,30/10/2023,4845512,379701,MORRIS & BLUNT,MRA Account,352139.94,Window Replacement,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,30/10/2023,4847912,379701,MORRIS & BLUNT,MRA Account,7393.84,Roofs + Structural,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,30/10/2023,4841897,379703,M&R SERVICES,Repairs,800,Garages  Responsive Repairs,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,30/10/2023,4842424,379703,M&R SERVICES,Social Support,1150,Purchased Care,SUB-CONTRACTOR,STANDARD,5790,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,30/10/2023,4843661,379703,M&R SERVICES,Corporate FM - Office Buildings,450,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,30/10/2023,4846520,379704,EE LTD,IT Management,476,Mobile Phones,UTILITY,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,30/10/2023,4845439,379706,TUNSTALL GROUP LTD,Corporate FM - Office Buildings,633.75,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
