Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1091520,Richard Williams,173198,30-MAR-22,28/04/2022,310,51.67,PJHA,"Depot, Management & Admin",3040,Handicraft Materials,Places
Blackpool Council,1092208,Tony Doyle,173213,22-MAR-22,28/04/2022,327.8,54.63,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,173219,18-MAR-22,28/04/2022,458.54,0,HS0001,Headstart Central Expenditure,3532,Comp-Running & License Costs,Children'S Services
Blackpool Council,1092208,Tony Doyle,173223,15-MAR-22,28/04/2022,284.98,0,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,173226,02-MAR-22,28/04/2022,849.95,141.66,EDDIV,Education Diversity,3531,Computer-H'Ware Purchase,Children'S Services
Blackpool Council,1092208,Tony Doyle,173228,24-MAR-22,28/04/2022,277.14,46.19,HS0001,Headstart Central Expenditure,3532,Comp-Running & License Costs,Children'S Services
Blackpool Council,1092208,Tony Doyle,173229,24-MAR-22,28/04/2022,269.7,44.95,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,173230,23-MAR-22,28/04/2022,449.7,74.95,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1094474,Mandy Tythe-Mccallum,173232,09-MAR-22,28/04/2022,288,48,PRA,Conferences,3801,Other Expenses,Places
Blackpool Council,1106243,Lisa Gibson,173358,08-MAR-22,28/04/2022,635,105.83,ZS0001,Social Work And Safeguarding,96P8,Court Protection Suspense,Cafs
Blackpool Council,1106243,Lisa Gibson,173364,31-MAR-22,28/04/2022,499,83.17,ZS0001,Social Work And Safeguarding,96P8,Court Protection Suspense,Cafs
Blackpool Council,1106256,Hiedi Livesey,173371,26-MAR-22,28/04/2022,949.84,158.31,APBBAA,Phoenix Service,3801,Other Expenses,Adult & Families
Blackpool Council,1106608,Clare Barker,173384,29-MAR-22,28/04/2022,343.36,0,APCBAA,Coopers Way,3801,Other Expenses,Adult & Families
Blackpool Council,1106608,Clare Barker,173385,29-MAR-22,28/04/2022,698,0,APCBAA,Coopers Way,3801,Other Expenses,Adult & Families
Blackpool Council,1106608,Clare Barker,173386,29-MAR-22,28/04/2022,358.91,0,APCBAA,Coopers Way,3801,Other Expenses,Adult & Families
Blackpool Council,1106608,Clare Barker,173387,23-MAR-22,28/04/2022,4400,0,APCBAA,Coopers Way,3801,Other Expenses,Adult & Families
Blackpool Council,1107597,Wendy Booth,173440,23-MAR-22,28/04/2022,305.93,0,HOPB,Housing Options,1704,Bed & Breakfast Accomm.,Chief Executive
Blackpool Council,1107597,Wendy Booth,173442,29-MAR-22,28/04/2022,365.09,0,HOPB,Housing Options,1704,Bed & Breakfast Accomm.,Chief Executive
Blackpool Council,1107749,Barbara Greaves,173444,07-MAR-22,28/04/2022,344.99,57.5,FC1802,Social Fund - Client,5210,Community Care Support,Resources
Blackpool Council,1107875,Arc,174343,10-MAR-22,29/04/2022,911.28,151.88,APDBBB,Arc,3041,Other Materials,Adult & Families
Blackpool Council,1107875,Arc,174356,31-MAR-22,29/04/2022,1160.63,193.44,APDBBB,Arc,3041,Other Materials,Adult & Families
Blackpool Council,1107875,Arc,174359,31-MAR-22,29/04/2022,432.33,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,174364,23-MAR-22,29/04/2022,483.9,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,174366,17-MAR-22,29/04/2022,485.67,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,174369,09-MAR-22,29/04/2022,374.61,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,174371,02-MAR-22,29/04/2022,385.25,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,174383,23-MAR-22,29/04/2022,286.38,47.73,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107972,Anchorsholme Breakfast,174398,04-MAR-22,29/04/2022,331.59,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107972,Anchorsholme Breakfast,174399,25-MAR-22,29/04/2022,331.59,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107972,Anchorsholme Breakfast,174400,30-MAR-22,29/04/2022,270.6,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107972,Anchorsholme Breakfast,174404,08-MAR-22,29/04/2022,296.55,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107972,Anchorsholme Breakfast,174407,15-MAR-22,29/04/2022,296.55,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107972,Anchorsholme Breakfast,174408,11-MAR-22,29/04/2022,441.6,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174419,15-MAR-22,29/04/2022,341.82,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174427,03-MAR-22,29/04/2022,493.27,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174433,30-MAR-22,29/04/2022,330.19,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174438,08-MAR-22,29/04/2022,322.2,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174461,24-MAR-22,29/04/2022,389.14,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107973,Anchorsholme Meals,174462,22-MAR-22,29/04/2022,448.23,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174576,24-MAR-22,29/04/2022,260.7,43.45,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174587,18-MAR-22,29/04/2022,258.76,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174588,30-MAR-22,29/04/2022,331.74,55.29,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174599,10-MAR-22,29/04/2022,253.38,42.23,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174607,15-MAR-22,29/04/2022,377.46,62.91,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174609,14-MAR-22,29/04/2022,372.84,62.14,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174610,31-MAR-22,29/04/2022,427.74,71.29,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174618,30-MAR-22,29/04/2022,324.93,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174621,22-MAR-22,29/04/2022,438.53,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174622,08-MAR-22,29/04/2022,352.8,58.8,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174639,17-MAR-22,29/04/2022,390.72,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174641,14-MAR-22,29/04/2022,259.14,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174642,14-MAR-22,29/04/2022,295.47,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174643,10-MAR-22,29/04/2022,427.32,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174645,08-MAR-22,29/04/2022,252.11,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174646,07-MAR-22,29/04/2022,342.21,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107979,Blackpool Aspire Meals,174652,05-MAR-22,29/04/2022,337.54,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107982,Claremont Breakfast,174677,23-MAR-22,29/04/2022,339.5,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107982,Claremont Breakfast,174682,30-MAR-22,29/04/2022,287.6,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107982,Claremont Breakfast,174684,15-MAR-22,29/04/2022,340.55,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107982,Claremont Breakfast,174685,08-MAR-22,29/04/2022,357.55,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107983,Claremont Meals,174698,16-MAR-22,29/04/2022,255.52,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107983,Claremont Meals,174713,25-MAR-22,29/04/2022,290.99,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107983,Claremont Meals,174735,04-MAR-22,29/04/2022,348.71,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107985,Gateway Breakfast,174769,30-MAR-22,29/04/2022,279,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107985,Gateway Breakfast,174770,08-MAR-22,29/04/2022,283.5,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1107986,Gateway Meals,174787,24-MAR-22,29/04/2022,267.08,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107986,Gateway Meals,174805,03-MAR-22,29/04/2022,276.95,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1107994,Holy Family Meals,174922,22-MAR-22,29/04/2022,355.48,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108000,Marton Meals,175041,30-MAR-22,29/04/2022,254.55,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108000,Marton Meals,175048,15-MAR-22,29/04/2022,420.57,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108000,Marton Meals,175060,22-MAR-22,29/04/2022,414.3,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175081,07-MAR-22,29/04/2022,374.96,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175091,02-MAR-22,29/04/2022,333.49,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175093,02-MAR-22,29/04/2022,421.92,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175106,23-MAR-22,29/04/2022,393.68,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175108,23-MAR-22,29/04/2022,323.69,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108002,Mereside Meals,175111,30-MAR-22,29/04/2022,272.91,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108005,Norbreck Breakfast,175134,08-MAR-22,29/04/2022,331.65,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108005,Norbreck Breakfast,175135,15-MAR-22,29/04/2022,331.65,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108005,Norbreck Breakfast,175136,30-MAR-22,29/04/2022,331.65,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108005,Norbreck Breakfast,175139,23-MAR-22,29/04/2022,331.65,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108007,Our Lady Meals,175173,22-MAR-22,29/04/2022,280.93,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108008,Park Breakfast,175179,08-MAR-22,29/04/2022,298.45,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108008,Park Breakfast,175187,30-MAR-22,29/04/2022,596.9,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175208,16-MAR-22,29/04/2022,298.45,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175218,10-MAR-22,29/04/2022,298.53,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175225,03-MAR-22,29/04/2022,385.99,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175236,30-MAR-22,29/04/2022,259.13,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175248,24-MAR-22,29/04/2022,359.93,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108009,Park Meals,175261,22-MAR-22,29/04/2022,309.04,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108012,Revoe Breakfast,175331,30-MAR-22,29/04/2022,311.5,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108012,Revoe Breakfast,175335,08-MAR-22,29/04/2022,311.5,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175348,30-MAR-22,29/04/2022,251.53,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175357,24-MAR-22,29/04/2022,336.05,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175358,23-MAR-22,29/04/2022,311.5,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175363,17-MAR-22,29/04/2022,267.99,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175369,16-MAR-22,29/04/2022,311.5,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108013,Revoe Meals,175386,03-MAR-22,29/04/2022,281.5,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108016,Centre For Independent Living,175410,05-MAR-22,29/04/2022,308.02,0,APCBCB,Nibbles,3101,Provisions,Adult & Families
Blackpool Council,1108017,Roseacre Breakfast,175444,04-MAR-22,29/04/2022,253.47,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175445,30-MAR-22,29/04/2022,357.85,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175446,08-MAR-22,29/04/2022,341.4,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175447,11-MAR-22,29/04/2022,342.57,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175448,11-MAR-22,29/04/2022,253.47,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175449,01-APR-22,29/04/2022,267.3,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175450,15-MAR-22,29/04/2022,357.85,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175451,18-MAR-22,29/04/2022,342.57,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175452,18-MAR-22,29/04/2022,253.47,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175453,23-MAR-22,29/04/2022,357.85,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175457,25-MAR-22,29/04/2022,267.3,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108017,Roseacre Breakfast,175458,04-MAR-22,29/04/2022,342.57,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175487,22-MAR-22,29/04/2022,278.94,46.49,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175498,25-MAR-22,29/04/2022,266.66,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175501,15-MAR-22,29/04/2022,306.76,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175502,10-MAR-22,29/04/2022,435.53,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175504,08-MAR-22,29/04/2022,272.21,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175505,03-MAR-22,29/04/2022,307.53,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175506,30-MAR-22,29/04/2022,426.62,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175507,24-MAR-22,29/04/2022,314.85,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108019,South Shore Academy Meals,175508,22-MAR-22,29/04/2022,450.01,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108026,St Johns Meals,175673,24-MAR-22,29/04/2022,285.95,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108037,St Teresas Breakfast,175698,30-MAR-22,29/04/2022,266.66,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108043,Unity College Breakfast,175761,08-MAR-22,29/04/2022,257.55,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108043,Unity College Breakfast,175765,15-MAR-22,29/04/2022,259.83,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108043,Unity College Breakfast,175770,23-MAR-22,29/04/2022,349.5,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108043,Unity College Breakfast,175773,15-MAR-22,29/04/2022,320.45,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175800,10-MAR-22,29/04/2022,318.21,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175803,03-MAR-22,29/04/2022,318.98,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175807,30-MAR-22,29/04/2022,259.63,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175810,22-MAR-22,29/04/2022,321.28,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175811,21-MAR-22,29/04/2022,327.76,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175813,17-MAR-22,29/04/2022,308.66,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175814,03-MAR-22,29/04/2022,385.26,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175822,08-MAR-22,29/04/2022,278.65,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175834,22-MAR-22,29/04/2022,449.85,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175844,24-MAR-22,29/04/2022,298.63,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175847,30-MAR-22,29/04/2022,505.31,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108044,Unity College Meals,175854,30-MAR-22,29/04/2022,256.32,42.72,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1108045,Waterloo Breakfast,175857,01-APR-22,29/04/2022,397,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108045,Waterloo Breakfast,175861,25-MAR-22,29/04/2022,397,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108045,Waterloo Breakfast,175862,04-MAR-22,29/04/2022,397,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108045,Waterloo Breakfast,175867,18-MAR-22,29/04/2022,397,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108045,Waterloo Breakfast,175869,11-MAR-22,29/04/2022,397,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
Blackpool Council,1108447,Mark Watson,173475,31-MAR-22,28/04/2022,324.02,0,ZS0001,Social Work And Safeguarding,96P8,Court Protection Suspense,Cafs
Blackpool Council,1108447,Mark Watson,173478,29-MAR-22,28/04/2022,468,0,ZS0001,Social Work And Safeguarding,96P8,Court Protection Suspense,Cafs
