Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1105889,3d Environmental Limited,600922,BBC-0381,01/06/2022,519,86.5,PYEP,Environmental Protection,3313,General Expenses,Community & Env Services
Blackpool Council,1105889,3d Environmental Limited,600995,BBC-0382,01/06/2022,510,85,PYEP,Environmental Protection,3313,General Expenses,Community & Env Services
Blackpool Council,1105889,3d Environmental Limited,4713572,BPCCS-0001,17/06/2022,1448.15,241.36,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1078657,4tech Training Ltd,603700,448,28/06/2022,9126,1521,EDDIV,Education Diversity,4101,Other Local Authorities,Children'S Services
Blackpool Council,1120720,5 Ways Boxing Academy Cic,600819,5050,08/06/2022,2240,0,EDDIV,Education Diversity,4101,Other Local Authorities,Children'S Services
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,599828,INV-1346,20/06/2022,1860,0,PVA,Other External Funding,3401,General Services,Places
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,599829,INV-1347,20/06/2022,1860,0,PVA,Other External Funding,3401,General Services,Places
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,4710112,INV-1516,15/06/2022,1044.28,0,PVA,Other External Funding,3401,General Services,Places
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,4710113,INV-1517,15/06/2022,1085.21,0,PVA,Other External Funding,3401,General Services,Places
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,4713893,INV-1528,28/06/2022,1044.28,0,PVA,Other External Funding,3401,General Services,Places
Blackpool Council,1041157,5-Am Contact Contract Cleaning Ltd,4713894,INV-1526,28/06/2022,1085.21,0,PVA,Other External Funding,3401,General Services,Places
