Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1041445,The Association Of Electoral Administrators,618418,32625,05/01/2023,476.4,79.4,BGA,Electoral Services,0911,Training Expenses,Governance & Partnerships
Blackpool Council,1121728,Arrow County Supplies,618429,4978835,05/01/2023,459,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,618429,4978835,05/01/2023,550.8,91.8,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1090628,The Furniture Recycling Group,618439,INV32524,09/01/2023,329.45,54.91,CWASTE,Commercial Waste,4501,Private Contractors,Community & Env Services
Blackpool Council,1114522,The Oyster Partnership Ltd,618444,10946367,04/01/2023,1809,301.5,AEV,Vacant & Under Used,0981,Professional Fees,Resources
Blackpool Council,1116610,Smart Video & Sensing Limited,618460,INV-101516,05/01/2023,29694.96,4949.16,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1116610,Smart Video & Sensing Limited,618461,INV-101518,05/01/2023,11520,1920,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1116610,Smart Video & Sensing Limited,618462,INV-101517,05/01/2023,4800,800,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1062176,Gmbg Ltd T/A Civils & Lintels,618484,FNW/361207,06/01/2023,814.35,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1062176,Gmbg Ltd T/A Civils & Lintels,618484,FNW/361207,06/01/2023,977.22,162.87,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,618493,56073,06/01/2023,256.2,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,618493,56073,06/01/2023,307.44,51.24,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1130837,Macdonald & Company Freelance Ltd,618512,SI-00027322,17/01/2023,1998,333,AEE,Estates,0981,Professional Fees,Resources
Blackpool Council,1121728,Arrow County Supplies,618523,4979025,06/01/2023,300.9,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,618523,4979025,06/01/2023,361.08,60.18,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1074968,P N Grundy Ltd,618647,821,06/01/2023,300,0,FK0071,Corporate Training,3426,Course Fees,Chief Executive
Blackpool Council,1136907,Sound Of Music Ltd,618750,4176,05/01/2023,1294.27,215.71,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1119493,Centerprise International Ltd,618780,90292254,06/01/2023,4392,732,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1119493,Centerprise International Ltd,618781,90292253,06/01/2023,2196,366,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1079992,J Fisher & Sons Ltd,618785,65960,06/01/2023,2778,463,SCHEME,Highways Schemes,1012,Premises Maint-Priv.Contractor,Community & Env Services
Blackpool Council,1121122,Angela Latham Psychology Services Ltd,618833,120519,06/01/2023,350,0,BSTPRJ,Better Start Projects,3401,General Services,Better Start Projects
Blackpool Council,1093417,Aat (Gb) Limited,618846,17143-18240,12/01/2023,7172.4,1195.4,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1031475,Jenx Ltd T/A Jiraffe,618850,402070,06/01/2023,284.4,47.4,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1031475,Jenx Ltd T/A Jiraffe,618851,402080,06/01/2023,832.8,138.8,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1094424,The Networking People,618898,SI112310,06/01/2023,13242.23,2207.04,FGAA,Ict Corporate Services,3527,Communication Lines,Resources
Blackpool Council,1094424,The Networking People,618899,SI112306,06/01/2023,5235.72,872.62,FGAA,Ict Corporate Services,3521,Landline - Line Rental,Resources
Blackpool Council,1119493,Centerprise International Ltd,618911,90292357,11/01/2023,43200,7200,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1119493,Centerprise International Ltd,618912,90292358,11/01/2023,43200,7200,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1105474,A1 Risk Solutions Ltd,618917,001150,05/01/2023,1500,250,LM2408,Provider Hub,3401,General Services,Adult & Families
Blackpool Council,1134922,Oticon Limited,618918,SOI000522470,11/01/2023,890.4,148.4,CWAN,Children With Additional Needs,3008,Educational Equipment,Children'S Services
Blackpool Council,1094424,The Networking People,618921,SI112317,16/01/2023,31272.98,5212.16,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1101740,Ken Taylor Supplies Limited,618922,0369238,12/01/2023,293.7,48.95,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1088658,D-Tech International Ltd,618934,9258,11/01/2023,2754,459,LBF,Library Management,2008,Running Costs-Licences,Places
Blackpool Council,1044156,Pell Frischmann,618939,64024274,09/01/2023,509.68,84.95,TRB,Maintenance & Works,4501,Private Contractors,Community & Env Services
Blackpool Council,1069760,W Robinson (Bils) Ltd,618941,87799,09/01/2023,437.62,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1069760,W Robinson (Bils) Ltd,618941,87799,09/01/2023,525.14,87.52,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1137569,Griffin Care Training Limited,618965,INV-0265,04/01/2023,1440,240,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1044756,Nec Software Solutions Ltd,618970,91467924,09/01/2023,4890,815,FBBEA,"Income, Recovery & Debtors",3532,Comp-Running & License Costs,Resources
Blackpool Council,1044756,Nec Software Solutions Ltd,618970,91467924,09/01/2023,4890,815,FCACA,Benefits - Admin,3532,Comp-Running & License Costs,Resources
Blackpool Council,1034222,Teleshore (Uk) Ltd,618972,38502,06/01/2023,1689.6,281.6,CEMCRE,Cems Crems Etc,3041,Other Materials,Governance & Partnerships
Blackpool Council,1062176,Gmbg Ltd T/A Civils & Lintels,618974,FNW/361557,12/01/2023,359.11,59.85,ENGINE,Engineering,3041,Other Materials,Community & Env Services
Blackpool Council,1117478,Ps Research Ltd,618977,PI1967,11/01/2023,2397,399.5,PJW,Management - Places - Illumina,3401,General Services,Places
Blackpool Council,1135278,Commify Uk Ltd T/A Esendex,618982,46543003,12/01/2023,5400,900,PVA,Other External Funding,3313,General Expenses,Places
Blackpool Council,1137593,Russbridge Academy Ltd,618984,MSA/2022/1362,06/01/2023,3479.93,580,SECURE,Security Services,3313,General Expenses,Community & Env Services
Blackpool Council,1131037,Technology One (Uk) Limited,618985,U005651,13/01/2023,10761.66,1793.61,CGRESO,Resources Schemes,6526,I.T. Software Purchase,Capital - Resources
Blackpool Council,1008540,Konica Minolta Business (Uk) Ltd,618999,1163342682,12/01/2023,281.81,46.97,FGBA,Specific (Directorate)-Service,3305,Photocopying Charges,Resources
Blackpool Council,1121728,Arrow County Supplies,619001,4979873,12/01/2023,1760.24,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,619001,4979873,12/01/2023,2112.29,352.05,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1096607,Cutlers Property Consultancy (Services),619008,0070526,04/01/2023,3510,0,AEE,Estates,0781,Contracted,Resources
Blackpool Council,1053261,Ad Systems (Uk) Limited,619023,INV-10806,11/01/2023,8831.18,1471.86,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1006940,Smiths Equipment Hire Ltd - Smiths Training,619092,21-1115981,16/01/2023,767.16,127.86,PJNA,New Features / Schemes - C & E,3006,Hire Of Equipment,Places
Blackpool Council,1114522,The Oyster Partnership Ltd,619098,10947055,23/01/2023,1998,333,AEV,Vacant & Under Used,0981,Professional Fees,Resources
Blackpool Council,1132978,Cornerstone Design And Marketing Limited,619100,11900,13/01/2023,529.14,88.19,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1062287,Royal College Of Nursing,619104,ARGI/00013480,03/01/2023,345.6,57.6,FK0013,Corporate Health,3605,Confs & Short Courses,Chief Executive
Blackpool Council,1071925,Groundwork Cheshire Lancs And Merseyside,619112,0000004046,12/01/2023,800,0,PU2064,Holiday Activities & Food(Haf),4501,Private Contractors,Public Health
Blackpool Council,1025240,Key Engineering Supplies Ltd,619115,56292,13/01/2023,528.4,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,619115,56292,13/01/2023,634.08,105.68,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1112921,Kays Medical Ltd,619120,0000370702,11/01/2023,810,135,FK0013,Corporate Health,3065,Drugs & Medical Requisites,Chief Executive
Blackpool Council,1049304,Insight Direct (Uk) Ltd,619125,2100461398,12/01/2023,556.49,92.75,BAAA,Legal Services,3533,Computer S/W Purchases,Governance & Partnerships
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619129,19770,13/01/2023,312,52,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619130,19772,13/01/2023,780,130,CGICAG,Town Deal,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619131,19773,13/01/2023,702,117,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619132,19774,13/01/2023,624,104,CGICAG,Town Deal,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619133,19769,13/01/2023,3720,620,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1024186,Solon Security,619140,SI22012323,12/01/2023,599.4,99.9,COMSAF,Community Safety,3313,General Expenses,Community & Env Services
Blackpool Council,1132134,Kate Stockwell Conservation,619219,KS202223/07,13/01/2023,12000,0,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1132134,Kate Stockwell Conservation,619220,KS202223/08,13/01/2023,1793.9,0,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1130214,Jrb Environmental Design Ltd,619228,JRBEDL-10135386,13/01/2023,4838.4,806.4,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1134332,Epe Reynell Advertising Limited,619234,INV_422960,12/01/2023,1580.4,263.4,HJA,Growth,3315,Marketing,Places
Blackpool Council,1054541,P&A Medical Ltd,619240,43098,13/01/2023,583.8,97.3,FK0013,Corporate Health,3065,Drugs & Medical Requisites,Chief Executive
Blackpool Council,1026811,Stannah Lift Services Ltd,619243,1085496258,03/01/2023,2677,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1026811,Stannah Lift Services Ltd,619244,1085496625,04/01/2023,3696,616,CXAAA,Local Authority Dwellings,6501,Contract Payments,Capital - Chief Executive
Blackpool Council,1026811,Stannah Lift Services Ltd,619245,1085496629,04/01/2023,2454,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1057663,Wilde Recruitment Ltd,619249,42312,06/01/2023,552.38,92.06,CTAHHA,Tramway Emergency Works,6501,Contract Payments,Capital - Commnctn & Regen
Blackpool Council,1069760,W Robinson (Bils) Ltd,619254,87800,09/01/2023,1518.48,253.08,SCHEME,Highways Schemes,3041,Other Materials,Community & Env Services
Blackpool Council,1069760,W Robinson (Bils) Ltd,619255,87704,09/01/2023,545.94,90.99,SCHEME,Highways Schemes,3041,Other Materials,Community & Env Services
Blackpool Council,1100468,Post Office Ltd,619261,1000/90062368,13/01/2023,256.1,0,FC1801,Social Fund - Admin,5209,Crisis/Emergency Support,Resources
Blackpool Council,1136893,Imitating The Dog Ltd,619263,LIGHTPOOL_DIGIRESIDENCY_141222,13/01/2023,8400,1400,PJW,Management - Places - Illumina,3401,General Services,Places
Blackpool Council,1013064,Tarmac Lafarge Trading Limited,619266,9046259161,04/01/2023,490.74,81.79,ENGINE,Engineering,3041,Other Materials,Community & Env Services
Blackpool Council,1091710,The Planning Inspectorate,619283,1800004122,13/01/2023,14487.87,0,PKAAA,Head Of Planning & Trans,0981,Professional Fees,Places
Blackpool Council,1090465,Gemini Reinstatement Products Ltd,619286,12582,12/01/2023,1248,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1090465,Gemini Reinstatement Products Ltd,619286,12582,12/01/2023,1497.6,249.6,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1123170,Studio Treble Ltd,619287,INV-00586,13/01/2023,1704,284,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1093199,Austin-Lenika Projects Services Ltd,619291,INV-0705,13/01/2023,22148.29,3691.38,CTAHHA,Tramway Emergency Works,6517,Equipment,Capital - Commnctn & Regen
Blackpool Council,1026738,Cassidy + Ashton Group Limited,619295,19771,13/01/2023,780,130,CGICAD,Enterprise Zone,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1056610,Tec Services Association C.I.C,619448,4327,06/01/2023,444,74,APFBAB,Vitaline,0915,Conferences,Adult & Families
Blackpool Council,1076636,Chicken Joes Ltd,619454,791192,09/01/2023,303.64,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1076636,Chicken Joes Ltd,619455,791835,09/01/2023,299.67,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1076636,Chicken Joes Ltd,619457,792944,09/01/2023,272.19,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1076636,Chicken Joes Ltd,619458,792946,09/01/2023,639.23,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1076636,Chicken Joes Ltd,619460,794682,09/01/2023,260.22,0,CATERG,Catering Services,3101,Provisions,Community & Env Services
Blackpool Council,1026181,Blackpool Sixth Form College,619462,5101137,03/01/2023,320,0,PESPRT,Pe And Sport Team,0I91,Other,Community & Env Services
Blackpool Council,1010300,Blacktax Radio Taxis T/A Blackpool Courier,619463,696,06/01/2023,1085,0,TRCHIL,Integrated Transport Children,2201,Contract Hire,Community & Env Services
Blackpool Council,1100070,Carebase (Fac001),619480,86597,13/01/2023,5080,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1026811,Stannah Lift Services Ltd,619481,1085497619,06/01/2023,1280,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1126830,Taranto Systems Ltd,619604,INV0000001575,20/01/2023,520.1,86.68,PARADM,Parking Administration,3801,Other Expenses,Budgets Outside Cash Limits
Blackpool Council,1018184,Blackpool Skip Hire Ltd,619633,045231,03/01/2023,282,47,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1122619,Business Risk Management Ltd,619638,2155,03/01/2023,540,90,FBBBA,Audit & Investigations,3605,Confs & Short Courses,Resources
Blackpool Council,1116288,Amas Ltd - Common Receipts Account,619641,202200000759,11/01/2023,184125,0,HJI,Growth Investments,1301,Rent & Hire Of Premises,Places
Blackpool Council,1136186,Hardstaff Barriers,619680,IN109343,13/01/2023,21576,3596,PRB,Events,0917,Other Exps,Places
Blackpool Council,1011368,L & R Roadlines Ltd,619683,70393,13/01/2023,704.49,117.4,ENGINE,Engineering,1012,Premises Maint-Priv.Contractor,Community & Env Services
Blackpool Council,1084227,Slp Colourtone,619692,INV-0414,18/01/2023,468,78,PARADE,Parades & Seawall,3041,Other Materials,Community & Env Services
Blackpool Council,1116330,Faros Engineering Ltd,619694,8803,31/01/2023,606,101,FB0004,Energy & Sustainability,1202,Electricity,Resources
Blackpool Council,1098899,Browne Jacobson Llp,619700,IN-000135583,13/01/2023,37944.67,6324.11,FL1259,Pfi Management Costs,4501,Private Contractors,Community & Env Services
Blackpool Council,1058510,Lifeline Language Services Ltd,619701,0922021,05/01/2023,270,45,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1025837,R Draper Ltd,619704,62609,03/01/2023,293.76,48.96,CEMCRE,Cems Crems Etc,3801,Other Expenses,Governance & Partnerships
Blackpool Council,1114339,Lc Packaging Uk Ltd,619705,9500121780,03/01/2023,2568,428,SCHEME,Highways Schemes,3041,Other Materials,Community & Env Services
Blackpool Council,1058510,Lifeline Language Services Ltd,619707,0922022,05/01/2023,270,45,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1082067,Squire Patton Boggs (Uk) Llp,619710,2725299,17/01/2023,2082.6,347.1,CTAHHA,Tramway Emergency Works,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1116214,Jordan Leisure Systems Ltd T/A Jordan Fitness,619711,320018,19/01/2023,263.64,43.94,SPORTY,Sports & Physical Activity,6273,Miscellaneous,Community & Env Services
Blackpool Council,1082067,Squire Patton Boggs (Uk) Llp,619712,2725297,17/01/2023,1726.2,287.7,CP0511,Anchorsholme Seawall Scheme,6506,Consultants Fees,Capital - Comm & Environ
Blackpool Council,1058510,Lifeline Language Services Ltd,619713,0922060,06/01/2023,270,45,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1132978,Cornerstone Design And Marketing Limited,619716,11911,18/01/2023,3486,581,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1134795,Secure Weee Recycling Limited,619718,INV184127,05/01/2023,2400,400,COMSAF,Community Safety,3313,General Expenses,Community & Env Services
Blackpool Council,1057663,Wilde Recruitment Ltd,619728,42367,13/01/2023,552.38,92.06,CTAHHA,Tramway Emergency Works,6501,Contract Payments,Capital - Commnctn & Regen
Blackpool Council,1027843,Odeon Cinemas Ltd,619730,4018003,13/01/2023,7083,1180.5,PU2064,Holiday Activities & Food(Haf),4501,Private Contractors,Public Health
Blackpool Council,1088017,Social Care Institute For Excellence,619733,PSI000719,10/01/2023,1200,200,LM0420,Adults Training,3426,Course Fees,Adult & Families
Blackpool Council,1088017,Social Care Institute For Excellence,619734,PSI000720,10/01/2023,2400,400,LM0420,Adults Training,3426,Course Fees,Adult & Families
Blackpool Council,1006576,The Helping Hand Company Ltd,619735,CD970024255,18/01/2023,698.4,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1006576,The Helping Hand Company Ltd,619735,CD970024255,18/01/2023,838.08,139.68,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1110286,Caring Connections Ltd,619745,BW6,05/01/2023,4337.5,0,MTEBF,Home Care,4507,Domiciliary Care,Adult & Families
Blackpool Council,1114036,Odlings Ltd T/A The Columbaria Co,619746,INV0087783,13/01/2023,706.8,117.8,CEMCRE,Cems Crems Etc,3454,Remove And Refix Memorials,Governance & Partnerships
Blackpool Council,1061221,Tradition (Uk) Ltd,619748,TLB/LN/BKPL-L/DEPOT/11/2022,03/01/2023,24917.8,0,FH0001,Treasury Management,3401,General Services,Budgets Outside Cash Limits
Blackpool Council,1121728,Arrow County Supplies,619750,4980804,19/01/2023,273.3,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,619750,4980804,19/01/2023,327.95,54.65,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1119755,M Worldwide Ltd,619753,3332,20/01/2023,7150.56,1191.76,AHHBA,Blackpool Museum,3413,Consultants,Places
Blackpool Council,1053453,Brenntag Uk Ltd,619754,32SI 3352759,03/01/2023,716.85,119.47,LEISUR,Leisure Management,3060,Chemicals,Community & Env Services
Blackpool Council,1053453,Brenntag Uk Ltd,619755,32SI 3352685,10/01/2023,716.85,119.47,LEISUR,Leisure Management,3060,Chemicals,Community & Env Services
Blackpool Council,1058510,Lifeline Language Services Ltd,619760,0922074,06/01/2023,250.8,41.8,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1006944,Siemens Financial Services Ltd,619769,244/23/0052018,13/01/2023,524.8,87.46,APFBAB,Vitaline,3711,Subscriptions,Adult & Families
Blackpool Council,1006944,Siemens Financial Services Ltd,619770,244/23/0052017,13/01/2023,336.11,56.01,APFBAB,Vitaline,4501,Private Contractors,Adult & Families
Blackpool Council,1137405,Gep Environmental,619773,6339,13/01/2023,708,118,CORDEV,Corporate Delivery Unit,3801,Other Expenses,Chief Executive
Blackpool Council,1137405,Gep Environmental,619774,6340,13/01/2023,354,59,CORDEV,Corporate Delivery Unit,3801,Other Expenses,Chief Executive
Blackpool Council,1137405,Gep Environmental,619775,6341,13/01/2023,354,59,CORDEV,Corporate Delivery Unit,3801,Other Expenses,Chief Executive
Blackpool Council,1126236,New Concept Security Ltd,619776,162582,10/01/2023,12295.8,2049.3,SECURE,Security Services,3401,General Services,Community & Env Services
Blackpool Council,1000009,Blackpool & The Fylde College,619801,T111094,03/01/2023,2322,0,APCBBE,Extra Support,0911,Training Expenses,Adult & Families
Blackpool Council,1049304,Insight Direct (Uk) Ltd,619803,2100464362,13/01/2023,1009.21,168.2,FGAB,Ict E-Government,3532,Comp-Running & License Costs,Resources
Blackpool Council,1049304,Insight Direct (Uk) Ltd,619804,2100464788,13/01/2023,6724.34,1120.72,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1060504,Express Cutting And Welding Services Ltd,619805,536724,20/01/2023,703.26,117.21,ENGINE,Engineering,3041,Other Materials,Community & Env Services
Blackpool Council,1006385,University Of Central Lancashire,619809,TUI264200028,10/01/2023,6937.5,0,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1017722,Terrys Cut Price Carpets Ltd,619810,2112,10/01/2023,264,44,JEA,Senior Management,5554,Personal Needs (Lca Only),Children'S Services
Blackpool Council,1086788,Idox Software Ltd,619811,7040668,20/01/2023,4410,735,PLBAAA,Development Control,3413,Consultants,Places
Blackpool Council,1086788,Idox Software Ltd,619812,7040669,20/01/2023,5040,840,PLBAAA,Development Control,3413,Consultants,Places
Blackpool Council,1086788,Idox Software Ltd,619813,7040670,20/01/2023,3150,525,PLBAAA,Development Control,3413,Consultants,Places
Blackpool Council,1114522,The Oyster Partnership Ltd,619815,10947708,23/01/2023,1998,333,AEV,Vacant & Under Used,0981,Professional Fees,Resources
Blackpool Council,1041792,Frank Wilkinson Cameras Ltd,619816,INV-0410,16/01/2023,1009.99,168.33,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1029410,Cts Traffic And Transportation,619817,51305,09/01/2023,5695.2,949.2,PYLA,Licencing,4501,Private Contractors,Community & Env Services
Blackpool Council,1044894,Avison Young (Uk) Ltd,619818,2152044,03/01/2023,9909.84,1651.64,CGICAG,Town Deal,6506,Consultants Fees,Capital - Commnctn & Regen
Blackpool Council,1008871,Irrv Services,619819,A132212,20/01/2023,792,132,FBBEA,"Income, Recovery & Debtors",3711,Subscriptions,Resources
Blackpool Council,1008871,Irrv Services,619819,A132212,20/01/2023,561.6,93.6,FCACA,Benefits - Admin,3711,Subscriptions,Resources
Blackpool Council,1090841,Beech Forklifts Ltd,619822,T3665,09/01/2023,384,64,PJHA,"Depot, Management & Admin",0911,Training Expenses,Places
