Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1011714,Michael Hope Haulage Limited,590383,001560,01/04/2022,864,144,SCHEME,Highways Schemes,1012,Premises Maint-Priv.Contractor,Community & Env Services
Blackpool Council,1006196,Prism Medical Uk Ltd,591911,5501226,08/04/2022,412.66,68.78,MVA,18-64,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1090628,The Furniture Recycling Group,593125,INV29310,05/04/2022,261.07,43.51,CWASTE,Commercial Waste,4501,Private Contractors,Community & Env Services
Blackpool Council,1006449,Tmp (Uk) Ltd,593674,234152,01/04/2022,468.57,78.09,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1006449,Tmp (Uk) Ltd,593692,234153,01/04/2022,429.52,71.58,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1102823,Wilde Consultants Limited,593797,22608,01/04/2022,6720,1120,TRB,Maintenance & Works,4501,Private Contractors,Community & Env Services
Blackpool Council,1051874,In-Trac Training & Consultancy Ltd,593799,7585,01/04/2022,984,164,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1053021,Wesley Media/The Yaboo Company Ltd,593804,60505,21/04/2022,504,84,CEMCRE,Cems Crems Etc,3012,Other Equipment,Governance & Partnerships
Blackpool Council,1006449,Tmp (Uk) Ltd,593878,234452,01/04/2022,312.38,52.06,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1006449,Tmp (Uk) Ltd,593879,234451,01/04/2022,351.43,58.57,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1009524,E K Motor Factors Ltd,593898,BLM1860848,20/04/2022,472,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1009524,E K Motor Factors Ltd,593898,BLM1860848,20/04/2022,566.4,94.4,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,593946,47756,01/04/2022,400.75,66.79,APFBAB,Vitaline,3201,Clothing & Uniforms,Adult & Families
Blackpool Council,1006586,H Jenkinson & Co Ltd,593955,SINV00928778,01/04/2022,957.6,159.6,LBC,Branch Libraries,3020,Furniture - Purchase,Places
Blackpool Council,1058250,Coram Voice,593964,VIVC0007640,01/04/2022,325.08,0,JA1531,Independent Reviewing Officers,0981,Professional Fees,Children'S Services
Blackpool Council,1115477,REDACTED PERSONAL DATA,593965,0050,01/04/2022,280,0,AHG,Art Gallery Summary,3456,Payment To Artists,Places
Blackpool Council,1065071,Base,594057,303550,01/04/2022,384,64,ALEARN,Adult Learning,3711,Subscriptions,Places
Blackpool Council,1017862,The Tas Partnership Ltd,594059,"56,695",01/04/2022,871.2,145.2,PTP,Transport Policy,3413,Consultants,Places
Blackpool Council,1101163,Energy Institute,594070,C/1246922,01/04/2022,2586,431,FB0004,Energy & Sustainability,0911,Training Expenses,Resources
Blackpool Council,1114832,Able 2 Occupational Therapy Services Ltd,594075,INV-30878,04/04/2022,690,0,FC1404,Blue Badge Reform,3401,General Services,Resources
Blackpool Council,1114857,University Of Brighton,594238,U0148080,01/04/2022,3187.23,0,HS0002,Headstart Evaluation,3401,General Services,Children'S Services
Blackpool Council,1114857,University Of Brighton,594238,U0148080,01/04/2022,17545.3,0,HS0002,Headstart Evaluation,3601,Subsistence,Children'S Services
Blackpool Council,1133673,National Youth Agency,594258,1319,01/04/2022,46062,7677,DIRCTR,Directorate,4501,Private Contractors,Community & Env Services
Blackpool Council,1123254,Anglezarke Building Consultancy Limited,594261,913,01/04/2022,1092,182,PLCAAA,Building Control,3413,Consultants,Places
Blackpool Council,1058510,Lifeline Language Services Ltd,594263,1221041,01/04/2022,264,44,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
Blackpool Council,1010860,Advanced Steel Services Ltd,594269,01112148,06/04/2022,442.8,73.8,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1119493,Centerprise International Ltd,594283,90274689,07/04/2022,4140,690,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1101206,Groundwork And Leisure Services Ltd,594317,G3777,06/04/2022,23349.6,3891.6,PRKOP1,Parks Operational Manager  1,3041,Other Materials,Community & Env Services
Blackpool Council,1062176,Gmbg Ltd T/A Civils & Lintels,594319,FNW/348175,01/04/2022,16182,2697,SCHEME,Highways Schemes,3041,Other Materials,Community & Env Services
Blackpool Council,1091465,Dm Orthotics Limited,594335,12454,01/04/2022,357.46,0,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1008756,Sunrise Medical Ltd,594339,20UI074353,08/04/2022,2736.72,456.12,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1094424,The Networking People,594355,SI110855,06/04/2022,685.52,114.25,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1113301,Swarco Traffic Ltd,594362,90018701,07/04/2022,14575.55,2429.26,CTZZZZ,Non Specific Contingency Code,6501,Contract Payments,Capital - Comm & Environ
Blackpool Council,1082067,Squire Patton Boggs (Uk) Llp,594372,2708568,05/04/2022,12348,2058,CP0511,Anchorsholme Seawall Scheme,6506,Consultants Fees,Capital - Comm & Environ
Blackpool Council,1061894,Notarianni Bros (Blackpool) Ltd,594376,INV-1186,07/04/2022,3185,530.83,PRA,Conferences,3701,Grants,Places
Blackpool Council,1094424,The Networking People,594377,SI110867,07/04/2022,2460,410,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1094424,The Networking People,594378,SI110868,07/04/2022,1140,190,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
