Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1091520,Richard Williams,181869,30-JUN-22,26/07/2022,444.84,0,PJHA,"Depot, Management & Admin",3801,Other Expenses,Places
Blackpool Council,1091539,Dawn Baron,181874,17-JUN-22,26/07/2022,1698,283,FCADA,Customer Services,3801,Other Expenses,Resources
Blackpool Council,1092208,Tony Doyle,181875,30-JUN-22,26/07/2022,740.9,123.48,JA1531,Independent Reviewing Officers,3531,Computer-H'Ware Purchase,Children'S Services
Blackpool Council,1092208,Tony Doyle,181882,19-JUN-22,26/07/2022,496.5,82.75,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,181884,20-JUN-22,26/07/2022,850.49,141.75,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,181885,20-JUN-22,26/07/2022,584,97.33,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,181894,22-JUN-22,26/07/2022,329.7,54.95,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1092208,Tony Doyle,181896,24-JUN-22,26/07/2022,273.37,45.56,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1092208,Tony Doyle,181897,23-JUN-22,26/07/2022,293.8,48.97,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1094588,Neil Froggett,181906,09-JUN-22,26/07/2022,295.85,0,APCBCA,Langdale Inc Whitegate Cil,3801,Other Expenses,Adult & Families
Blackpool Council,1107597,Wendy Booth,182041,09-JUN-22,26/07/2022,836.25,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182042,09-JUN-22,26/07/2022,316.15,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182043,07-JUN-22,26/07/2022,455.86,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182045,21-JUN-22,26/07/2022,419.14,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182046,21-JUN-22,26/07/2022,419.14,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182047,17-JUN-22,26/07/2022,299.83,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182049,23-JUN-22,26/07/2022,295.75,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107597,Wendy Booth,182050,23-JUN-22,26/07/2022,295.75,0,HOPB,Housing Options,3801,Other Expenses,Chief Executive
Blackpool Council,1107875,Arc,182866,15-JUN-22,29/07/2022,278.76,46.46,APDBBB,Arc,3041,Other Materials,Adult & Families
Blackpool Council,1107875,Arc,182869,14-JUN-22,29/07/2022,656.23,109.37,APDBBB,Arc,3041,Other Materials,Adult & Families
Blackpool Council,1107875,Arc,182885,15-JUN-22,29/07/2022,386.79,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,182887,08-JUN-22,29/07/2022,418.87,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,182888,07-JUN-22,29/07/2022,533.2,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107875,Arc,182903,22-JUN-22,29/07/2022,443.38,0,APDBBB,Arc,3101,Provisions,Adult & Families
Blackpool Council,1107972,Anchorsholme Breakfast,182914,24-JUN-22,29/07/2022,334.62,0,SCHBRK,Free School Breakfasts,3101,Provisions,Community & Env Services
