Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1090628,The Furniture Recycling Group,610325,INV31455,09/11/2022,261.07,43.51,CWASTE,Commercial Waste,4501,Private Contractors,Community & Env Services
Blackpool Council,1135387,Crystal Leisure Swimming Pools Ltd,611468,SI-8230,01/11/2022,315.31,52.55,LEISUR,Leisure Management,1601,Consumable Supplies,Community & Env Services
Blackpool Council,1090628,The Furniture Recycling Group,611474,INV31617,09/11/2022,267.29,44.55,CWASTE,Commercial Waste,4501,Private Contractors,Community & Env Services
Blackpool Council,1103650,Westec,611529,SI-19208,02/11/2022,2350.28,391.72,PJOA,Commercial & Marketing,3301,Printing,Places
Blackpool Council,1011675,Bambers Remedial Contractors Limited,611763,17891,01/11/2022,8134.12,0,CXAAA,Local Authority Dwellings,6501,Contract Payments,Capital - Chief Executive
Blackpool Council,1058510,Lifeline Language Services Ltd,611933,0622025,17/11/2022,328.2,54.7,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
Blackpool Council,1058510,Lifeline Language Services Ltd,611937,0622061,17/11/2022,270,45,JEA,Senior Management,3419,Interpreters Fees,Children'S Services
Blackpool Council,1087234,Aitch Tools & Fasteners Ltd,611998,064846,18/11/2022,536.69,89.45,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1123518,Department For Transport Account,612016,2373-03/10/2022,02/11/2022,3000,500,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1095113,Pearce Clinical Psychology Services Ltd,612036,957,01/11/2022,2860,0,FK0013,Corporate Health,0992,Medical Fees (Employee),Chief Executive
Blackpool Council,1134922,Oticon Limited,612064,SOI000500863,02/11/2022,310.8,51.8,CWAN,Children With Additional Needs,3008,Educational Equipment,Children'S Services
Blackpool Council,1010860,Advanced Steel Services Ltd,612070,01127243,02/11/2022,504,84,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1105889,3d Environmental Limited,612084,BBC-0413,17/11/2022,894.79,149.13,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1121728,Arrow County Supplies,612122,4969639,02/11/2022,398.4,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,612122,4969639,02/11/2022,478.09,79.69,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,612123,4969638,02/11/2022,329.8,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,612123,4969638,02/11/2022,395.76,65.96,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1094424,The Networking People,612131,SI111909,02/11/2022,272.86,45.48,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1094424,The Networking People,612132,SI111910,02/11/2022,545.71,90.95,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1094424,The Networking People,612138,SI111948,03/11/2022,711.6,118.6,CGRESO,Resources Schemes,6507,Materials,Capital - Resources
Blackpool Council,1114541,Integrity Print Ltd,612159,1338463,03/11/2022,1076.4,179.4,PARADM,Parking Administration,3302,Stationery,Budgets Outside Cash Limits
Blackpool Council,1114541,Integrity Print Ltd,612160,1338464,03/11/2022,1076.4,179.4,PARADM,Parking Administration,3302,Stationery,Budgets Outside Cash Limits
Blackpool Council,1094424,The Networking People,612162,SI111964,03/11/2022,1980,330,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1094424,The Networking People,612164,SI111962,03/11/2022,23112,3852,FGAA,Ict Corporate Services,3527,Communication Lines,Resources
Blackpool Council,1049304,Insight Direct (Uk) Ltd,612165,2100384566,02/11/2022,424.02,70.67,JA1531,Independent Reviewing Officers,3533,Computer S/W Purchases,Children'S Services
Blackpool Council,1118229,Sunshine Events Uk Ltd T/A The Fun Experts,612179,INV-11132,25/11/2022,534,89,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1011675,Bambers Remedial Contractors Limited,612234,17836,01/11/2022,4126,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1006636,Tts Group Ltd,612250,DE6928253,04/11/2022,263.99,44,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1006636,Tts Group Ltd,612252,DE6928252,04/11/2022,263.99,44,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1107817,Evolution Construction Group Ltd,612260,2556,01/11/2022,12210.83,2035.14,CXAAA,Local Authority Dwellings,6501,Contract Payments,Capital - Chief Executive
Blackpool Council,1136244,Kesslers London Td,612302,L10734,04/11/2022,1218,203,CGTACA,Museum,6517,Equipment,Capital - Commnctn & Regen
Blackpool Council,1122491,Planday Limited,612320,INV00186263,03/11/2022,3010.9,501.82,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1122956,Vivid Resourcing,612338,90227,04/11/2022,3537,589.5,AEE,Estates,0981,Professional Fees,Resources
Blackpool Council,1121728,Arrow County Supplies,612341,4970029,04/11/2022,1311.6,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,612341,4970029,04/11/2022,1866.72,311.12,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1075909,Viatec Uk Ltd,612350,1986570,04/11/2022,990,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1075909,Viatec Uk Ltd,612350,1986570,04/11/2022,1188,198,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1129391,The Jjeffect Cic,612352,INV-0133,02/11/2022,495,0,COMSAF,Community Safety,3313,General Expenses,Community & Env Services
Blackpool Council,1010619,Askews And Holts Library Services Ltd,612354,6767723,03/11/2022,266.16,0,LBB,Central Library,3304,Books And Periodicals,Places
Blackpool Council,1068172,Northern Print Distribution Ltd,612408,SI-56859,11/11/2022,1185,197.5,PJW,Management - Places - Illumina,3401,General Services,Places
Blackpool Council,1136814,Joseph Ash Galvanizing Ltd,612424,MR810380,04/11/2022,6000,1000,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1090465,Gemini Reinstatement Products Ltd,612426,12332,04/11/2022,1560,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1090465,Gemini Reinstatement Products Ltd,612426,12332,04/11/2022,1872,312,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1094355,Les Mills Fitness Uk Ltd,612430,LMUK-SIV-139608,04/11/2022,510,85,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1054541,P&A Medical Ltd,612469,42040,04/11/2022,354,59,FK0013,Corporate Health,3605,Confs & Short Courses,Chief Executive
Blackpool Council,1111999,Simon Critchley Photography,612568,208,04/11/2022,500,0,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1058510,Lifeline Language Services Ltd,612574,0722022,02/11/2022,284.4,47.4,JEA,Senior Management,5507,Personal,Children'S Services
Blackpool Council,1134991,Legrand Electric Ltd,612585,0000256421,03/11/2022,20639.4,3439.9,CS01DH,A P S Capital Works,6517,Equipment,Capital - Adult Social Care
Blackpool Council,1010619,Askews And Holts Library Services Ltd,612631,6767724,03/11/2022,258.22,0,LBB,Central Library,3304,Books And Periodicals,Places
Blackpool Council,1015415,Hmg Paints Ltd,612638,5147264,18/11/2022,1707.91,284.65,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1121728,Arrow County Supplies,612647,4970429,04/11/2022,364.4,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1121728,Arrow County Supplies,612647,4970429,04/11/2022,437.28,72.88,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1107185,Xl Displays,612651,INV181243,04/11/2022,1339.2,223.2,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1094355,Les Mills Fitness Uk Ltd,612654,LMUK-SIV-139410,04/11/2022,450,75,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1114036,Odlings Ltd T/A The Columbaria Co,612659,INV0086448,02/11/2022,706.8,117.8,CEMCRE,Cems Crems Etc,3454,Remove And Refix Memorials,Governance & Partnerships
