Body Name,Supplier Code,Supplier Name,Transaction Ref/No,Their Ref,Date Paid,Gross Value (Detail),VAT Amount,7CCC - Level 7 Cost Centre Code,7CCN - Level 7 Cost Centre Name,9AC - Level 9 Account Code,9AN - Level 9 Account Name,4CCN - Level 4 Cost Centre Name
Blackpool Council,1119493,Centerprise International Ltd,606502,90283112,14/10/2022,10470,1745,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1011675,Bambers Remedial Contractors Limited,607231,17727,04/10/2022,4830,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1062176,Gmbg Ltd T/A Civils & Lintels,607374,FNW/355731,03/10/2022,285.17,47.53,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1014009,Bri-Met Ltd,607754,54049,13/10/2022,38267.83,6377.97,FMAK,Acquisitions 9/10,2002,Repairs And Maintenance,Places
Blackpool Council,1011675,Bambers Remedial Contractors Limited,608671,17784,19/10/2022,3671.65,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1102823,Wilde Consultants Limited,608865,23553,05/10/2022,3953.8,658.97,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1009107,Halfords,609049,1800007642,12/10/2022,1160,55.24,INTRAD,Integrated Transport Admin,3010,Safety Equipment,Community & Env Services
Blackpool Council,1115629,Lion Safety,609088,298045,14/10/2022,561.45,93.57,FVFAA,Street Crossing Patrols,3301,Printing,Community & Env Services
Blackpool Council,1136296,Swift Temps (Nw) Ltd,609497,007328,13/10/2022,670.84,111.81,PJBA,Wages Overhead Account,3308,Servicing,Places
Blackpool Council,1009260,G S Brown,609586,10242,04/10/2022,1440,0,TRADUL,Intergrated Transport Adults,2201,Contract Hire,Community & Env Services
Blackpool Council,1119493,Centerprise International Ltd,609736,90285341,05/10/2022,2104.2,350.7,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1037659,Hellermanntyton,609747,G611399,05/10/2022,429.48,71.58,PJOA,Commercial & Marketing,3041,Other Materials,Places
Blackpool Council,1119493,Centerprise International Ltd,609790,90285391,06/10/2022,29250,4875,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1119493,Centerprise International Ltd,609791,90285390,06/10/2022,4968,828,CS0739,Ict Refresh,6525,I.T. Hardware Purchase,Capital - Resources
Blackpool Council,1094424,The Networking People,609794,SI111816,06/10/2022,51002.99,8500.5,FGAA,Ict Corporate Services,3532,Comp-Running & License Costs,Resources
Blackpool Council,1094424,The Networking People,609823,SI111817,06/10/2022,3840,640,FGAA,Ict Corporate Services,3531,Computer-H'Ware Purchase,Resources
Blackpool Council,1085729,W V Howe Limited,609824,302511,06/10/2022,498.33,83.04,CATERG,Catering Services,3052,Kitchen (Light) Equip-Purchase,Community & Env Services
Blackpool Council,1010860,Advanced Steel Services Ltd,609836,01125454,06/10/2022,730.8,121.8,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1094424,The Networking People,609895,SI111813,06/10/2022,4956.97,826.16,FGAA,Ict Corporate Services,3521,Landline - Line Rental,Resources
Blackpool Council,1094355,Les Mills Fitness Uk Ltd,609902,LMUK-SIV-137132,06/10/2022,450,75,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1136296,Swift Temps (Nw) Ltd,609943,007378,10/10/2022,1148.38,191.4,PJBA,Wages Overhead Account,3308,Servicing,Places
Blackpool Council,1010510,Balmers Gm Ltd,609945,132921,03/10/2022,10794,1799,CEMCRE,Cems Crems Etc,3801,Other Expenses,Governance & Partnerships
Blackpool Council,1075909,Viatec Uk Ltd,610127,1986177,07/10/2022,990,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1075909,Viatec Uk Ltd,610127,1986177,07/10/2022,1188,198,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1069392,Meon Ltd,610128,M77924,06/10/2022,547.96,91.32,SCHEME,Highways Schemes,3041,Other Materials,Community & Env Services
Blackpool Council,1085729,W V Howe Limited,610129,302750,07/10/2022,252,42,CATERG,Catering Services,3052,Kitchen (Light) Equip-Purchase,Community & Env Services
Blackpool Council,1015415,Hmg Paints Ltd,610131,5145583,07/10/2022,1084.32,180.72,PJNA,New Features / Schemes - C & E,3041,Other Materials,Places
Blackpool Council,1042715,Medisave Uk Ltd,610138,3014647,03/10/2022,1836.1,306.02,FK0013,Corporate Health,3065,Drugs & Medical Requisites,Chief Executive
Blackpool Council,1010619,Askews And Holts Library Services Ltd,610155,6752814,05/10/2022,279.53,0,LBB,Central Library,3304,Books And Periodicals,Places
Blackpool Council,1006636,Tts Group Ltd,610173,DE6891977,06/10/2022,275.99,46,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1008743,James Leckey Design Ltd T/A Vida Global,610231,OP/I191948,04/10/2022,3067.2,511.2,CWAN,Children With Additional Needs,5401,Aids To Daily Living,Children'S Services
Blackpool Council,1111496,Bes Healthcare Ltd,610232,INVBES164493,04/10/2022,259.38,43.23,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1008743,James Leckey Design Ltd T/A Vida Global,610234,OP/I191925,04/10/2022,4126.8,687.8,CWAN,Children With Additional Needs,5401,Aids To Daily Living,Children'S Services
Blackpool Council,1115480,Seating Matters Ltd,610235,51606,04/10/2022,5010,835,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1006576,The Helping Hand Company Ltd,610236,CD970006566,04/10/2022,896.16,149.36,MTEAJ,Equipment,5401,Aids To Daily Living,Adult & Families
Blackpool Council,1006636,Tts Group Ltd,610237,DE6896776,07/10/2022,335.99,56,LBF,Library Management,3041,Other Materials,Places
Blackpool Council,1136465,England Boxing Ltd,610267,2013375,07/10/2022,750,0,PESPRT,Pe And Sport Team,3426,Course Fees,Community & Env Services
Blackpool Council,1134972,REDACTED PERSONAL DATA,610270,001,07/10/2022,2000,0,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1025240,Key Engineering Supplies Ltd,610280,53197,10/10/2022,1131.9,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,610280,53197,10/10/2022,1131.9,0,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1025240,Key Engineering Supplies Ltd,610282,53202,10/10/2022,259.54,43.26,CATERG,Catering Services,3201,Clothing & Uniforms,Community & Env Services
Blackpool Council,1100875,Visionaid Technologies Ltd,610292,124378,12/10/2022,3832.8,638.8,CWAN,Children With Additional Needs,3003,Equipt-Mtce Repairs,Children'S Services
Blackpool Council,1051874,In-Trac Training & Consultancy Ltd,610302,7796,12/10/2022,1968,328,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1114128,Paul Foster & Co Ltd,610309,2022-076,12/10/2022,333.65,0,AER,Dual Use Properties,1064,Delegated Maintenance,Resources
Blackpool Council,1008175,Manns Music,610316,199473,07/10/2022,274.32,45.72,MUSIC,Music & Cultural Education,3008,Educational Equipment,Children'S Services
Blackpool Council,1008775,J P Lennard Ltd,610323,155232,24/10/2022,798.12,133.02,LEISUR,Leisure Management,2002,Repairs And Maintenance,Community & Env Services
Blackpool Council,1117322,Maccalin Associates Ltd,610400,DBBC05092022,05/10/2022,745.83,124.3,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1135115,REDACTED PERSONAL DATA,610401,BP:02,06/10/2022,700,0,LM0420,Adults Training,3426,Course Fees,Adult & Families
Blackpool Council,1026811,Stannah Lift Services Ltd,610405,1085458352,04/10/2022,1968.23,328.04,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1011675,Bambers Remedial Contractors Limited,610406,17834,04/10/2022,1845,0,CXAAA,Local Authority Dwellings,6501,Contract Payments,Capital - Chief Executive
Blackpool Council,1002210,Read & Errington,610407,4185,04/10/2022,935.66,155.94,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1026811,Stannah Lift Services Ltd,610408,1085464420,19/10/2022,4033,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1026811,Stannah Lift Services Ltd,610409,1085463987,04/10/2022,3397.2,566.2,CXAAA,Local Authority Dwellings,6501,Contract Payments,Capital - Chief Executive
Blackpool Council,1011675,Bambers Remedial Contractors Limited,610410,17837,04/10/2022,7244.37,0,CX4002,Disabled Facilities Grants,6501,Contract Payments,Capital - Adult Social Care
Blackpool Council,1097234,Ieg4 Limited,610416,IEG4002174,12/10/2022,2538,423,FBBEA,"Income, Recovery & Debtors",3532,Comp-Running & License Costs,Resources
Blackpool Council,1097234,Ieg4 Limited,610416,IEG4002174,12/10/2022,16074,2679,FCACA,Benefits - Admin,3532,Comp-Running & License Costs,Resources
Blackpool Council,1133179,First Aid Academy Ltd,610433,R25209,12/10/2022,1080,180,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1132978,Cornerstone Design And Marketing Limited,610435,11498,10/10/2022,1625.95,270.99,LEISUR,Leisure Management,3801,Other Expenses,Community & Env Services
Blackpool Council,1094907,Living Streets,610439,SIN000766,11/10/2022,32700,5450,LEISUR,Leisure Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1132964,The Good Cause Project,610440,INV-0048,11/10/2022,2800,0,AHHBA,Blackpool Museum,3801,Other Expenses,Places
Blackpool Council,1006419,Tunstall Healthcare (Uk) Ltd,610442,3IN/10395354,07/10/2022,2248.2,374.7,APFBAB,Vitaline,3012,Other Equipment,Adult & Families
Blackpool Council,1123071,Whistlejacket London Limited,610468,INV-0887,12/10/2022,2557.39,426.23,HJA,Growth,3315,Marketing,Places
Blackpool Council,1094424,The Networking People,610472,SI111829,07/10/2022,13307.1,2217.85,FGAA,Ict Corporate Services,3527,Communication Lines,Resources
Blackpool Council,1017862,The Tas Partnership Ltd,610473,56769,13/10/2022,1069.2,178.2,PTP,Transport Policy,3413,Consultants,Places
Blackpool Council,1136555,The Big Initiative T/A The Training Hub,610536,INV-22221,07/10/2022,1728,288,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1134332,Epe Reynell Advertising Limited,610539,INV_418533,06/10/2022,1264.32,210.72,TRA,Traffic Management,4501,Private Contractors,Community & Env Services
Blackpool Council,1051874,In-Trac Training & Consultancy Ltd,610540,7804,14/10/2022,984,164,JA0505,Children'S Training,3426,Course Fees,Children'S Services
Blackpool Council,1136270,S.E.N. Expert Training & Advocacy Ltd,610563,001,12/10/2022,1250,0,CWAN,Children With Additional Needs,0911,Training Expenses,Children'S Services
Blackpool Council,1103692,Calico Enterprise Limited,610573,SINV65/00000230,07/10/2022,3927.53,302.09,FC1802,Social Fund - Client,5210,Community Care Support,Resources
Blackpool Council,1057663,Wilde Recruitment Ltd,610576,41584,07/10/2022,552.38,92.06,CTAHHA,Tramway Emergency Works,6501,Contract Payments,Capital - Commnctn & Regen
Blackpool Council,1136296,Swift Temps (Nw) Ltd,610579,007442,13/10/2022,864.12,144.02,PJBA,Wages Overhead Account,3308,Servicing,Places
Blackpool Council,1049304,Insight Direct (Uk) Ltd,610582,2100360371,13/10/2022,556.49,92.75,PYAA,Head Of Environmental Health,3533,Computer S/W Purchases,Community & Env Services
Blackpool Council,1101740,Ken Taylor Supplies Limited,610590,0363575,14/10/2022,293.7,48.95,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
Blackpool Council,1058510,Lifeline Language Services Ltd,610596,0622066,12/10/2022,250.8,41.8,SBOARD,Springboard,4501,Private Contractors,Children'S Services
Blackpool Council,1006944,Siemens Financial Services Ltd,610605,244/22/0237001,07/10/2022,597.15,99.52,APFBAB,Vitaline,3711,Subscriptions,Adult & Families
Blackpool Council,1006944,Siemens Financial Services Ltd,610609,244/22/0239477,12/10/2022,2218.82,369.8,APFBAB,Vitaline,4501,Private Contractors,Adult & Families
Blackpool Council,1007385,R S Components Ltd,610611,2208437702,12/10/2022,791.78,0,ZM0018,Highways & Engineering,9773,Orders Received Not Invoiced,Blackpool Services
Blackpool Council,1007385,R S Components Ltd,610611,2208437702,12/10/2022,950.14,158.36,ZM0018,Highways & Engineering,9511A,Stocks Efin,Blackpool Services
