Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2023,10,OCTOBER,45201,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,415.25
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,15428.57
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Personal Needs of Clients,ABC HILLINGDON T/A ABC HOUSING,885.71
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Client Rents U18,ABIDING LIMITED,7120
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABIDING LIMITED,3200
2023,10,OCTOBER,45201,Head of Learning Disability and Mental Health Services,Client Support,ADM CLEANING SERVICES LIMITED,845
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,46050
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,ALL FOR CARE HOME CARE SERVICES,2217.11
2023,10,OCTOBER,45201,HRA Operating Budgets,Buildings Maint Day To Day,ALLEN CONSTRUCTION CONSULTANCY LIMITED,2150
2023,10,OCTOBER,45201,HRA Operating Budgets,Building Surveys,ALLEN CONSTRUCTION CONSULTANCY LIMITED,584.0600000000001
2023,10,OCTOBER,45201,Head of Contact Centre,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,6184.34
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Residential Homes,AMBERLEIGH CARE LTD,21256.2
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,ARK CARE HOMES LTD,9960.72
2023,10,OCTOBER,45201,SEND,Statemented Pupils,ASEND LTD,585
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,ASHDENE HOUSE LTD,4186.88
2023,10,OCTOBER,45201,SEND,Ind Spec Schools Placements,ASHTON HOUSE SCHOOL,6740.09
2023,10,OCTOBER,45201,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,3322.53
2023,10,OCTOBER,45201,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,1487.19
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,4197.26
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,BEAM CLINIC LTD,3304.48
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,BLACK SWAN INTERNATIONAL LTD,8161.6
2023,10,OCTOBER,45201,ASC Placements,Long Term ­ Community: Live In Care,BLUEBIRD CARE HILLINGDON,2149.71
2023,10,OCTOBER,45201,HRA Operating Budgets,Gas Maint Service Contracts,BRITISH GAS SOCIAL HOUSING (P H JONES),44761.37
2023,10,OCTOBER,45201,Director Strategic & Operational Finance,Private Contractors,BRITISH GAS SOCIAL HOUSING (P H JONES),-1208.56
2023,10,OCTOBER,45201,ASC Placements,Long Term ­ Community: Live In Care,CARE OUTLOOK LIMITED,1175.02
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,CARE OUTLOOK LIMITED,12495.04
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,CARE OUTLOOK LIMITED,154.33
2023,10,OCTOBER,45201,HRA Operating Budgets,Buildings Maint Day To Day,CARETECH UK LTD,1783.81
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,CARNDINAL HC LTD,2856.32
2023,10,OCTOBER,45201,ASC Placements,Short Term - Nursing,CARNDINAL HC LTD,3900
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,CCS HOMECARE SERVICES LIMITED,38004.1
2023,10,OCTOBER,45201,Head of Procurement and Commissioning,Vehicle Fuel Costs,CERTAS ENERGY UK LIMITED T/A SCOTTISH FUELS,16690.7
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,CHURCHILL HEALTH CARE LTD,8166.38
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,CHURCHILL HEALTH CARE LTD,1350.39
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,COM. HOMES OF INTENSIVE CARE & EDUC LTD,13080.36
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,COM. HOMES OF INTENSIVE CARE & EDUC LTD,1470.48
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,COMFORT CARE SERVICES (UK) LTD,53476.98
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,CONNIFINN CARE LTD,4760
2023,10,OCTOBER,45201,ASC Placements,Client Support,COPPERMILL CARE HOME,102.60000000000001
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,COPPERMILL CARE HOME,96348.2
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,CORNWALL COUNTY CARE,9827.44
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,CRAEGMOOR HOMES LTD RE SUPPORTED LIVING,18356.64
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,CRAEGMOOR HOMES LTD RE SUPPORTED LIVING,32653.65
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,CREDITON CARE & SUPPORT HOMES LTD,9092.72
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,DIGNITY GROUP,3636.7200000000003
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,DIRECT INDEPENDENT CARE LTD,3555.2400000000002
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,DIRECT INDEPENDENT CARE LTD,467.72
2023,10,OCTOBER,45201,ASC Placements,Long Term ­ Community: Live In Care,DIRECT INDEPENDENT CARE LTD,11808.24
2023,10,OCTOBER,45201,SEND,Funding devolved to Schools Primary,DOWNE MANOR PRIMARY SCHOOL,1671.32
2023,10,OCTOBER,45201,HRA Operating Budgets,Void Repairs,DRC!! GREYLINE BUILDERS LIMITED,26242.07
2023,10,OCTOBER,45201,SEND,Statemented Pupils,ELTHORNE PARK HIGH SCHOOL,3942.1800000000003
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Client Rents 18+,EMLEA PROPERTY SERVICES,14010.36
2023,10,OCTOBER,45201,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,EQUICARE SERVICES LTD,7028.03
2023,10,OCTOBER,45201,Head of Court and Specialist Services,Home Care,EQUICARE SERVICES LTD,21660.9
2023,10,OCTOBER,45201,Head of Children in Need of Help and Protection,Home Care,EQUICARE SERVICES LTD,1194.8
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,EQUICARE SERVICES LTD,17154.65
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,EQUICARE SERVICES LTD,3282.7200000000003
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Residential Homes,ESLAND SOUTH LTD,3752.14
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,EXCELCARE - FERROLAKE LTD,4208.4400000000005
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,FLORENCE AVEUE CARE HOME LTD,5966.2
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,GROVE CARE PARTNERSHIPS,22052.920000000002
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Client Rents U18,HABITAT4U LIMITED,5960
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,HABITAT4U LIMITED,1383.57
2023,10,OCTOBER,45201,ASC Placements,Short Term - Residential,HALTON SERVICES LTD,-1807.14
2023,10,OCTOBER,45201,ASC Placements,Short Term - Nursing,HALTON SERVICES LTD,58000
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,HALTON SERVICES LTD,6407.14
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,HALTON SERVICES LTD,47947
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,HAYES STAFF RECRUITMENT,569.5
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Residential Homes,HEARTWOOD RSW LTD,27511.07
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,HEATHCOTES (SOUTHERN) LIMITED,10482.52
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,HEATHFIELD CARE HOMES LIMITED,4240
2023,10,OCTOBER,45201,Housing Special Projects - HRA,Contract  - Building Works,HILLROSE PROPERTY SERVICES,18000
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,INDEPENDENCE HOMES LTD,5685.400000000001
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,INDEPENDENT SUPPORTED LIVING,3122
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,INSTANT CARE SOLUTIONS LTD,17912
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,INSTANT CARE SOLUTIONS LTD,4300
2023,10,OCTOBER,45201,ASC Placements,Short Term - Residential,J & B CARE HOME LIMITED,5800
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,J JINDAL T/A SERENITY POINT,16828
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,LALIS DIRECT CARE LTD,10531.94
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,LIVABILITY,6199.2
2023,10,OCTOBER,45201,Capital Programme and Planned Works- Major Projects,External Project Consultant Fees,MACE LIMITED,4060
2023,10,OCTOBER,45201,ASC Placements,Long Term - Supported Accommodation,MENCAP,3387.86
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,MENCAP,60343.700000000004
2023,10,OCTOBER,45201,ASC Placements,Client Support,METHODIST HOMES,105.8
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,METHODIST HOMES,14041.36
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,METHODIST HOMES,6528.8
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,MONICA CANTWELL TRUST,6199.92
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,MR M & MRS L M RODRIGUES,9415.16
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,MY HOMECARE HCI LTD - HAYES,21781.58
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other - Outreach,MY HOMECARE HCI LTD - HAYES,1030.9
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Foster Care - IFA Staying-put,NATIONAL FOSTERING AGENCY,1272.72
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Foster Care - IFA,NATIONAL FOSTERING AGENCY,24172.24
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,NEEM TREE CARE LTD,4921.16
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Foster Care - IFA,NURTURE FOSTERING LTD,5180
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,OASIS GROUP (LONDOON) LIMITED,3867.98
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,OBJECTIVE CARE LTD,11535.04
2023,10,OCTOBER,45201,Director Property Services,Security Services,OCTAGA SECURITY SERVICES LTD,37828.8
2023,10,OCTOBER,45201,Director Environment And Leisure (CFE),Security Services,OCTAGA SECURITY SERVICES LTD,704.64
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,OURRIS PROPERTIES LTD T/AS AUTUMN GARDENS,5000
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,PARALLEL INDEPENDENCE LTD,5796
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,PARVY HOMES LTD,20065.68
2023,10,OCTOBER,45201,SEND,Statemented Pupils,PINNER HIGH SCHOOL,2072.44
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Parent Travel,PREPAID FINANCIAL SERVICES,180.63
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,As Cash Payements,PREPAID FINANCIAL SERVICES,1496.3
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Allowance for Children's Travel,PREPAID FINANCIAL SERVICES,501.65000000000003
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Personal Needs of Clients,PREPAID FINANCIAL SERVICES,1128.33
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Subsistence Allowance for Children,PREPAID FINANCIAL SERVICES,6212.99
2023,10,OCTOBER,45201,Head of Children in Need of Help and Protection,Client Support,PREPAID FINANCIAL SERVICES,1292.8700000000001
2023,10,OCTOBER,45201,Head of Children in Need of Help and Protection,Personal Needs of Clients,PREPAID FINANCIAL SERVICES,832.19
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Allowance for Child's Clothing,PREPAID FINANCIAL SERVICES,875.72
2023,10,OCTOBER,45201,Head of Children in Need of Help and Protection,Subsistence Allowance for Children,PREPAID FINANCIAL SERVICES,884
2023,10,OCTOBER,45201,Director Community Safety And Enforcement,Professional services,PUBLIC ANALYST SCIENTIFIC SERVICES LTD,1722.18
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Foster Care - IFA,QUALITY FOSTER CARE LIMITED,3220.2000000000003
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,QUANTUM CARE LTD,5145.64
2023,10,OCTOBER,45201,"Assistant Director, Youth Justice and Prevention",Training Resources,REALTIME COUNSELLING,1412.5
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,REHABILITY UK,3427.16
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,RESIDENTIAL CARE PROVIDERS LTD,7627.96
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Residential Homes,RESTORING LIVES LTD,22516.8
2023,10,OCTOBER,45201,Director Environment And Leisure (Residents),Tree Maintenance,RSK HI-LINE LTD,1081.63
2023,10,OCTOBER,45201,ASC Placements,Long Term - Nursing,RUISLIP NURSING HOME,13824.84
2023,10,OCTOBER,45201,ASC Placements,Long Term ­ Community: Live In Care,SAHAN CARES LTD,1680
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,SAHAN CARES LTD,24311.28
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,SALUTEM SHARED SERVICES LTD,6130.08
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,SCS HOTLINE LTD,1677.2
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other Long Term Support,SENSE,4048.4
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,SENSE,60101.6
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,SEQUENCE CARE LIMITED,15965.08
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,SEYMOUR HOUSE,53746.08
2023,10,OCTOBER,45201,ASC Placements,Short Term - Residential,SEYMOUR HOUSE,18268
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,SHPS HOMES LTD,8240
2023,10,OCTOBER,45201,Head of Looked After Children and Care Leavers,Personal Needs of Clients,SHPS HOMES LTD,103
2023,10,OCTOBER,45201,Director Environment And Leisure (Residents),Other Supplies & Services,SP GRAPHICS LTD,11325
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,STROUD CARE SERVICES LTD,6355.84
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Homecare,SUPPORT DIRECT LTD,10584.5
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Supported Living,SUPPORT FOR LIVING LTD,119574.2
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,THE ABBEYFIELD SOCIETY LTD,2803.76
2023,10,OCTOBER,45201,ASC Placements,Long Term - Residential,THE BOYNE RESIDENTIAL CARE HOME,10150
2023,10,OCTOBER,45201,ASC Placements,Long Term - Community: Other Long Term Support,THE INNOVATE CENTRE,5475
