Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2023,7,JULY,45135,Director of Health and Public Health,Sports Instruction,2 STEPZ,735
2023,7,JULY,45126,Head of Court and Specialist Services,Legal & Court Costs,33 BEDFORD ROAD T/A MISS PHILIPPA PARRY-JONES,950
2023,7,JULY,45138,DSG Corporate Items,Grants,4 STREET AND NORTHWOOD NURSERIES,12220.18
2023,7,JULY,45138,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,7,JULY,45131,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,7,JULY,45124,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,7,JULY,45117,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,7,JULY,45110,ASC Placements,Long Term ­ Community: Live In Care,4319 FOUNTAIN CARE LTD,1089
2023,7,JULY,45124,ASC Placements,Long Term - Nursing,4319 FOUNTAIN CARE LTD,14616
2023,7,JULY,45138,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,241.45000000000002
2023,7,JULY,45131,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,260.7
2023,7,JULY,45124,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,546.42
2023,7,JULY,45117,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,906.13
2023,7,JULY,45110,ASC Placements,Long Term - Community: Homecare,4319 FOUNTAIN CARE LTD,849.48
2023,7,JULY,45110,Head of Looked After Children and Care Leavers,Residential Homes,A WILDERNESS WAY GROUP LIMITED,54904
2023,7,JULY,45138,Head of Children in Need of Help and Protection,Client Rents,AARAV,1302
2023,7,JULY,45133,Head of Children in Need of Help and Protection,Client Rents,AARAV,1596
2023,7,JULY,45133,Director Housing,B&B Hotel Costs,AARAV,3268
2023,7,JULY,45114,Director Housing,B&B Hotel Costs,AARAV,2000
2023,7,JULY,45128,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,1815
2023,7,JULY,45133,Director Housing,B&B Hotel Costs,AARAV PROPERTIES LTD,4180
2023,7,JULY,45133,Head of Children in Need of Help and Protection,Client Rents,AARAV PROPERTIES LTD,3850
2023,7,JULY,45110,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,4207.15
2023,7,JULY,45112,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,13046.42
2023,7,JULY,45138,Head of Looked After Children and Care Leavers,Client Rents U18,ABC HILLINGDON T/A ABC HOUSING,19707.16
2023,7,JULY,45112,Head of Looked After Children and Care Leavers,Personal Needs of Clients,ABC HILLINGDON T/A ABC HOUSING,857.14
2023,7,JULY,45138,Head of Looked After Children and Care Leavers,Personal Needs of Clients,ABC HILLINGDON T/A ABC HOUSING,885.71
2023,7,JULY,45110,Head of Looked After Children and Care Leavers,Client Rents U18,ABIDING LIMITED,7120
2023,7,JULY,45110,Head of Looked After Children and Care Leavers,Semi-Independent / Independent,ABIDING LIMITED,3200
2023,7,JULY,45117,Head of Learning Disability and Mental Health Services,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,21866.89
2023,7,JULY,45117,ASC Placements,Other Supplies & Services,ABILITY HOUSING ASSOCIATION,6763.110000000001
2023,7,JULY,45117,ASC Placements,Long Term - Community: Supported Living,ABILITY HOUSING ASSOCIATION,98003.5
2023,7,JULY,45131,ASC Placements,Long Term - Supported Accommodation - Rent,ABY HOUSING LTD,12720
2023,7,JULY,45119,Director of Service Delivery - Children's Social Care,Client Support,AC EDUCATION LTD,600
2023,7,JULY,45133,Director of Service Delivery - Children's Social Care,Client Support,AC EDUCATION LTD,653.1
2023,7,JULY,45126,Head of Direct Care Provision (CFE),Vehicle Contract Hire,ACC MINICABS T/A K2 CARS LTD,17212.97
2023,7,JULY,45111,Head of ICT,Support and Maintenance Renewals,ACCESS UK LTD,36488.36
2023,7,JULY,45124,ASC Placements,Long Term - Community: Supported Living,ACHIEVE TOGETHER SERVICES LIMITED,54267.76
2023,7,JULY,45124,ASC Placements,Long Term - Residential,ACHIEVE TOGETHER SERVICES LIMITED,108889.76000000001
2023,7,JULY,45133,SEND,Statemented Pupils,ACHIEVING FOR CHILDREN,5034.92
2023,7,JULY,45124,Head of Looked After Children and Care Leavers,Residential Homes,ACORN CARE & EDUCATION LTD,22138.43
2023,7,JULY,45138,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,7,JULY,45131,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,7,JULY,45124,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,7,JULY,45117,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,7,JULY,45110,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,7,JULY,45110,ASC Placements,Long Term - Residential,ACORN VILLAGE LTD,9643.960000000001
2023,7,JULY,45138,ASC Placements,Long Term - Residential,ACORN VILLAGE LTD,9643.960000000001
2023,7,JULY,45134,Director of Health and Public Health,Private Contractors,ACRE SURGERY,600
2023,7,JULY,45128,SEND,Ind Spec Schools Placements,ACTIVE YOUNG PEOPLE LTD T/A TAPLOW MANOR,875
