Body Name,Body,Service Area Categorisation,Responsible Unit,Expense Type,Date,Transaction Number,Amount,Supplier Name
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425862,5363.52,Trent Court Nursing Home Care fees
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,08/01/2025,1900429666,560.79,People Potential Possibilities
Derbyshire County Council,1000,Children & Education Services,Children's Services,Adoption Allowance,08/01/2025,1900414097,1736.38,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417989,1604.48,A Berry Support Services
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417650,5200,Motivations Every Sensation
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417796,1332.4,NORSACA (Trading) Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417644,1403.6,Enable Housing Association Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417561,1704.76,A Berry Support Services
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900418110,800,Just Good Friends
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900418133,946,OnUp
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427928,2821.48,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426650,6420.28,Leonard Cheshire Services CIC
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426274,2988.56,183 Ashby Road
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419565,9159.2,Mason House Voyage
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419567,2988.56,Mason House Voyage
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418786,7380.24,Home2Home with Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419033,2988.56,Rushcliffe Care Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419296,7614.4,Voyage Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419684,10116.99,LAM Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418052,2988.56,Bright Futures Care Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422304,2988.56,Wright Homecare
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900422417,3344.16,Oaklands Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426686,-951.16,Mercy Care Ctre - Mount Carmel Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422988,-1127.16,Belper Views Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425856,-804.88,Belper Views Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422971,-820.8,Roseberry Care Centres
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900420919,-752,Presentation Sisters Care Centre
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422622,-3468.76,Haddon Hall Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900420181,-904.12,Presentation Sisters Care Centre
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423033,621.43,Roseberry Care Centres
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426340,2988.56,Autonomy Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900261248,3236.6,Royal Manor Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900424005,3344.16,Presentation Sisters Care Centre
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900424364,943.52,Methodist Homes For The Aged
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425710,10750.14,Ashcroft Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900421417,3344.16,Burton Closes hill Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900424929,16720.8,Burton Closes hill Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425746,7046.62,Spencer Grove Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Supported Living Schemes,08/01/2025,1900428775,3755.65,Twyford Care Ltd T/A Twyford Sup
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,08/01/2025,1900429873,1680,Western Cars Company Derby Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423021,2749.04,Home2Home with Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423327,1473,A Berry Support Services
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900418341,2967.44,Whitwell Park Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900418532,7297.24,Whitwell Park Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900418218,2967.44,Whitwell Park Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900418213,2967.44,Whitwell Park Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417879,2005.6,A Berry Support Services
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900418094,1122.88,Enable Housing Association Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417739,1332.4,NORSACA (Trading) Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417832,561.44,Enable Housing Association Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417584,1082.72,Macintyre Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427095,2360,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427480,700,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428370,1040,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900426968,647.24,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424173,-3256.89,Long Eaton View Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424481,-1145.48,Long Eaton View Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426419,-788,Bramble Lodge
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418375,-806.68,Springcare Ltd Ilkeston
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900420544,-1443.04,Long Eaton View Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419775,-1521.08,Cedars and Larches Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422462,-732,Ladywood Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900419783,1063.78,Cedars and Larches Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425013,-5413.93,Sandiacre Court Care Centre
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900419657,-752,Cedars and Larches Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425260,-876.64,Victoria Park Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423504,3118.8,Hollin Knowle
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900420501,3118.8,Watford House Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422883,-5838.7,Amicus Care Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425767,3118.8,Willowbank Residential Home Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426470,3011.24,Regency Hall Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428677,3372.4,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423514,-772.36,Dove House Residential Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424407,-1041.16,Belper Views Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423108,-6382.88,Ivonbrook
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900420197,-901.44,Presentation Sisters Care Centre
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Input VAT,08/01/2025,1900429387,1048.64,United Response Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Input VAT,08/01/2025,1900429500,1157.12,United Response Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Input VAT,08/01/2025,1900429498,1048.64,United Response Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425850,-1304.48,Ridgewood House
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426287,-752,Belvedere House
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425758,-624.56,Brimington Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424085,-1529.28,Hill Care Ltd (Springbank House)
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422147,-1162.2,Ravensworth Care Home Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900419716,-764.2,Tapton Grove Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900381364,3118.8,Westwick Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428374,1980,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427950,1939.52,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900426875,1209.6,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428181,524,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428517,5436,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428099,1081.08,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427290,1303.36,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428323,881.28,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900426943,1036.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427005,1080,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428602,1046.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428258,3244.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428394,1800,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428610,633.6,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427867,632,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428533,1219.2,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428701,611.84,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424197,-2000,Spencer Grove Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418870,-1129.24,Springcare Ltd Ilkeston
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425351,-752,Alexandra House Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428327,985,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427330,1644.16,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428618,979.28,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427775,2096,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427579,1852,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427909,560.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425303,-4008.2,Claydon Lodge Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425285,5813.92,Claydon Lodge Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422288,-515.6,Lodge Trust
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427575,1332.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900426778,1502.92,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428041,731.28,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428478,6030,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428075,2659.28,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418644,-1533.44,Normanton Lodge
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423089,-515.6,Derwent View
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900421265,-746.76,Codnor Park Residential Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423186,-515.52,Midshires Healthcare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418220,2988.56,Derwent View
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900421873,2988.56,Lifeways Community Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419343,7437.16,Voyage Care
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425834,10032.48,Oaklands Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900421676,3344.16,Haddon House Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428196,5129.88,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427207,12068,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427662,2265.76,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900426852,1200,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427632,979.2,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427422,819.76,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427548,1285,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428112,3453.12,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428120,680,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427229,7764.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427542,614.16,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418217,-515.6,Hillcrest Residential Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900425178,-575.52,EMH Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900424516,-752,Intacare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Nursing Homes,08/01/2025,1900424638,-841.68,Intacare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Input VAT,08/01/2025,1900429394,838.27,United Response Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Input VAT,08/01/2025,1900429495,563.65,United Response Services Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428004,1382.4,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428381,1836.48,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428515,1856.4,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428211,2332.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427065,1612.8,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428134,1152,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428508,921.6,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427836,1152,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427629,6116.36,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427465,2755.2,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428401,3253.72,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427917,1956.4,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427188,1102.52,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422431,-515.6,Cedar Lodge Residential Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418983,-515.52,Voyage Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Shared Lives,08/01/2025,1900417092,-934.6,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Adult Care NETPAY Deduction,08/01/2025,1900425255,-3921.4,Claydon Lodge Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Adult Care NETPAY Deduction,08/01/2025,1900425234,4296,Claydon Lodge Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426028,2988.56,Potens
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418395,7174.72,Godfrey Barnes Care Ashby Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422656,3012.24,Home2Home with Care Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423734,5820.12,Achieve Together Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419238,2988.56,Godfrey Barnes Care Ashby Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900417820,2988.56,Condover College
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424485,4162.08,Trent View Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426637,9582.72,Voyage Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900419031,1830.24,Rushcliffe Care Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418050,30443.96,Bright Futures Care Limited
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424800,4275.44,A Berry Support Services
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427992,600,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900427038,2331.24,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Direct Payment,08/01/2025,1900428066,2260.4,REDACTED PERSONAL DATA
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423480,2898.84,Intacare Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422782,3011.24,Barnfield Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Independent Dom Services,08/01/2025,1900428934,975.8,Premier Nursing Agency Ltd
Derbyshire County Council,1000,Children & Education Services,Children's Services,Home to Sch SN Trnsp,08/01/2025,1900429788,1753.5,Rosliston Cars Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417917,576.96,Hickling House
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417652,643.56,St Marys Mount
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Day Care Spot Cont,08/01/2025,1900417649,576.96,Hickling House
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422750,3011.24,Ashbourne Lodge Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422965,3118.8,Roseberry Care Centres
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900423066,881.2,Ivonbrook
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425449,571.18,Underhall Respite &Resource Ctr Ltd
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422245,1568.2,Valley Lodge Nursing Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900426546,3011.24,Mercy Care Ctre - Mount Carmel Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424720,1243.04,Ivonbrook
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422734,881.2,Ivonbrook
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900424323,3118.8,Methodist Homes For The Aged
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900421856,714.56,Mercy Care Ctre - Mount Carmel Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900385009,2081.2,Westwick Group
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900418623,3011.24,Park Hall Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900421518,-5287.2,Ivonbrook
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900422745,2679.04,Ashbourne Lodge Care Home
Derbyshire County Council,1000,Adult Social Care,Adult Social Care and Health,Residential Care Homes,08/01/2025,1900425867,3118.8,Argyle
